state,residence,variable,estimate,lci,uci,type,est_ci,n,stratification,strata,n5_state,zone
14,Urban,dm_unscreened,11.8,8.7,15,Proportion,"11.8 (8.7, 15)",464,,NA,Manipur,North East
14,Urban,dm_undiagnosed,24,19.6,28.5,Proportion,"24 (19.6, 28.5)",464,,NA,Manipur,North East
15,Rural,dm_unscreened,18.4,12.1,24.8,Proportion,"18.4 (12.1, 24.8)",373,,NA,Mizoram,North East
15,Rural,dm_undiagnosed,25.7,18.3,33.1,Proportion,"25.7 (18.3, 33.1)",373,,NA,Mizoram,North East
15,Urban,dm_unscreened,5.5,3.1,7.9,Proportion,"5.5 (3.1, 7.9)",478,,NA,Mizoram,North East
15,Urban,dm_undiagnosed,13.8,10.1,17.6,Proportion,"13.8 (10.1, 17.6)",478,,NA,Mizoram,North East
16,Rural,dm_unscreened,22,18.4,25.7,Proportion,"22 (18.4, 25.7)",670,,NA,Tripura,North East
16,Rural,dm_undiagnosed,35.4,30.7,40.1,Proportion,"35.4 (30.7, 40.1)",670,,NA,Tripura,North East
16,Urban,dm_unscreened,18.8,13.4,24.2,Proportion,"18.8 (13.4, 24.2)",292,,NA,Tripura,North East
16,Urban,dm_undiagnosed,31.6,24.3,38.8,Proportion,"31.6 (24.3, 38.8)",292,,NA,Tripura,North East
17,Rural,dm_unscreened,32.2,24.5,40,Proportion,"32.2 (24.5, 40)",389,,NA,Meghalaya,North East
17,Rural,dm_undiagnosed,36.8,28.1,45.5,Proportion,"36.8 (28.1, 45.5)",389,,NA,Meghalaya,North East
17,Urban,dm_unscreened,17.3,7.9,26.7,Proportion,"17.3 (7.9, 26.7)",109,,NA,Meghalaya,North East
17,Urban,dm_undiagnosed,24.2,15,33.4,Proportion,"24.2 (15, 33.4)",109,,NA,Meghalaya,North East
18,Rural,dm_unscreened,18.9,16.7,21,Proportion,"18.9 (16.7, 21)",2526,,NA,Assam,North East
18,Rural,dm_undiagnosed,31.3,28.8,33.9,Proportion,"31.3 (28.8, 33.9)",2526,,NA,Assam,North East
18,Urban,dm_unscreened,9.9,7,12.9,Proportion,"9.9 (7, 12.9)",789,,NA,Assam,North East
18,Urban,dm_undiagnosed,27.5,23.1,31.9,Proportion,"27.5 (23.1, 31.9)",789,,NA,Assam,North East
19,Rural,dm_unscreened,30.2,27.1,33.3,Proportion,"30.2 (27.1, 33.3)",1502,,NA,West Bengal,East
19,Rural,dm_undiagnosed,43.8,40.3,47.4,Proportion,"43.8 (40.3, 47.4)",1502,,NA,West Bengal,East
19,Urban,dm_unscreened,20,16.2,23.7,Proportion,"20 (16.2, 23.7)",991,,NA,West Bengal,East
19,Urban,dm_undiagnosed,31.6,27.3,35.9,Proportion,"31.6 (27.3, 35.9)",991,,NA,West Bengal,East
20,Rural,dm_unscreened,25.8,22.2,29.5,Proportion,"25.8 (22.2, 29.5)",1923,,NA,Jharkhand,East
20,Rural,dm_undiagnosed,34.2,29.7,38.6,Proportion,"34.2 (29.7, 38.6)",1923,,NA,Jharkhand,East
20,Urban,dm_unscreened,11.1,8.2,14.1,Proportion,"11.1 (8.2, 14.1)",1024,,NA,Jharkhand,East
20,Urban,dm_undiagnosed,22.8,18.5,27.1,Proportion,"22.8 (18.5, 27.1)",1024,,NA,Jharkhand,East
21,Rural,dm_unscreened,29.2,26.6,31.9,Proportion,"29.2 (26.6, 31.9)",2797,,NA,Odisha,East
21,Rural,dm_undiagnosed,37.1,34.2,40,Proportion,"37.1 (34.2, 40)",2797,,NA,Odisha,East
21,Urban,dm_unscreened,17.2,14,20.4,Proportion,"17.2 (14, 20.4)",844,,NA,Odisha,East
21,Urban,dm_undiagnosed,27.2,22.9,31.5,Proportion,"27.2 (22.9, 31.5)",844,,NA,Odisha,East
22,Rural,dm_unscreened,23.2,19.6,26.7,Proportion,"23.2 (19.6, 26.7)",1611,,NA,Chhattisgarh,Central
22,Rural,dm_undiagnosed,35.4,31.1,39.7,Proportion,"35.4 (31.1, 39.7)",1611,,NA,Chhattisgarh,Central
22,Urban,dm_unscreened,13,9.1,16.9,Proportion,"13 (9.1, 16.9)",813,,NA,Chhattisgarh,Central
22,Urban,dm_undiagnosed,25.5,20,31.1,Proportion,"25.5 (20, 31.1)",813,,NA,Chhattisgarh,Central
23,Rural,dm_unscreened,33.5,30.8,36.2,Proportion,"33.5 (30.8, 36.2)",2342,,NA,Madhya Pradesh,Central
23,Rural,dm_undiagnosed,44.5,41.7,47.2,Proportion,"44.5 (41.7, 47.2)",2342,,NA,Madhya Pradesh,Central
23,Urban,dm_unscreened,19,16,22,Proportion,"19 (16, 22)",1192,,NA,Madhya Pradesh,Central
23,Urban,dm_undiagnosed,28.7,25.2,32.3,Proportion,"28.7 (25.2, 32.3)",1192,,NA,Madhya Pradesh,Central
24,Rural,dm_unscreened,33.3,30.7,36,Proportion,"33.3 (30.7, 36)",2306,,NA,Gujarat,West
24,Rural,dm_undiagnosed,45.3,42.3,48.2,Proportion,"45.3 (42.3, 48.2)",2306,,NA,Gujarat,West
24,Urban,dm_unscreened,18.6,15.6,21.6,Proportion,"18.6 (15.6, 21.6)",1675,,NA,Gujarat,West
24,Urban,dm_undiagnosed,30,26.8,33.2,Proportion,"30 (26.8, 33.2)",1675,,NA,Gujarat,West
25,Rural,dm_unscreened,45.4,33.7,57.2,Proportion,"45.4 (33.7, 57.2)",156,,NA,Dadra & Nagar Haveli And Daman & Diu,West
25,Rural,dm_undiagnosed,62.7,52.2,73.2,Proportion,"62.7 (52.2, 73.2)",156,,NA,Dadra & Nagar Haveli And Daman & Diu,West
25,Urban,dm_unscreened,33.5,21.7,45.4,Proportion,"33.5 (21.7, 45.4)",220,,NA,Dadra & Nagar Haveli And Daman & Diu,West
25,Urban,dm_undiagnosed,44.2,33.4,55,Proportion,"44.2 (33.4, 55)",220,,NA,Dadra & Nagar Haveli And Daman & Diu,West
27,Rural,dm_unscreened,24,21.3,26.7,Proportion,"24 (21.3, 26.7)",2417,,NA,Maharashtra,West
27,Rural,dm_undiagnosed,35.8,33.1,38.4,Proportion,"35.8 (33.1, 38.4)",2417,,NA,Maharashtra,West
27,Urban,dm_unscreened,14,11.3,16.7,Proportion,"14 (11.3, 16.7)",1721,,NA,Maharashtra,West
27,Urban,dm_undiagnosed,26.3,23.1,29.6,Proportion,"26.3 (23.1, 29.6)",1721,,NA,Maharashtra,West
28,Rural,dm_unscreened,12.6,10.5,14.7,Proportion,"12.6 (10.5, 14.7)",1749,,NA,Andhra Pradesh,South
28,Rural,dm_undiagnosed,28.9,26.2,31.5,Proportion,"28.9 (26.2, 31.5)",1749,,NA,Andhra Pradesh,South
28,Urban,dm_unscreened,10,7.7,12.3,Proportion,"10 (7.7, 12.3)",1015,,NA,Andhra Pradesh,South
28,Urban,dm_undiagnosed,28.2,24.7,31.8,Proportion,"28.2 (24.7, 31.8)",1015,,NA,Andhra Pradesh,South
29,Rural,dm_unscreened,16.6,14.9,18.4,Proportion,"16.6 (14.9, 18.4)",3149,,NA,Karnataka,South
29,Rural,dm_undiagnosed,32.5,30.3,34.6,Proportion,"32.5 (30.3, 34.6)",3149,,NA,Karnataka,South
29,Urban,dm_unscreened,12.2,9.8,14.5,Proportion,"12.2 (9.8, 14.5)",1815,,NA,Karnataka,South
29,Urban,dm_undiagnosed,26.8,23.2,30.3,Proportion,"26.8 (23.2, 30.3)",1815,,NA,Karnataka,South
30,Rural,dm_unscreened,4.1,1.1,7.1,Proportion,"4.1 (1.1, 7.1)",239,,NA,Goa,West
30,Rural,dm_undiagnosed,18.4,12.9,24,Proportion,"18.4 (12.9, 24)",239,,NA,Goa,West
30,Urban,dm_unscreened,2,0.5,3.5,Proportion,"2 (0.5, 3.5)",352,,NA,Goa,West
30,Urban,dm_undiagnosed,16.7,12.6,20.8,Proportion,"16.7 (12.6, 20.8)",352,,NA,Goa,West
31,Rural,dm_unscreened,0,0,0,Proportion,"0 (0, 0)",57,,NA,Lakshadweep,South
31,Rural,dm_undiagnosed,14.8,7.1,22.4,Proportion,"14.8 (7.1, 22.4)",57,,NA,Lakshadweep,South
31,Urban,dm_unscreened,0.4,-0.4,1.2,Proportion,"0.4 (-0.4, 1.2)",246,,NA,Lakshadweep,South
31,Urban,dm_undiagnosed,11.3,6.7,16,Proportion,"11.3 (6.7, 16)",246,,NA,Lakshadweep,South
32,Rural,dm_unscreened,2.6,1.9,3.3,Proportion,"2.6 (1.9, 3.3)",3052,,NA,Kerala,South
32,Rural,dm_undiagnosed,13.9,12.3,15.5,Proportion,"13.9 (12.3, 15.5)",3052,,NA,Kerala,South
32,Urban,dm_unscreened,1.5,0.9,2.1,Proportion,"1.5 (0.9, 2.1)",2128,,NA,Kerala,South
32,Urban,dm_undiagnosed,11.8,10.2,13.4,Proportion,"11.8 (10.2, 13.4)",2128,,NA,Kerala,South
33,Rural,dm_unscreened,6.5,5.4,7.5,Proportion,"6.5 (5.4, 7.5)",4943,,NA,Tamil Nadu,South
33,Rural,dm_undiagnosed,21.8,19.5,24.1,Proportion,"21.8 (19.5, 24.1)",4943,,NA,Tamil Nadu,South
33,Urban,dm_unscreened,4.6,3.8,5.5,Proportion,"4.6 (3.8, 5.5)",4476,,NA,Tamil Nadu,South
33,Urban,dm_undiagnosed,18.1,16.3,20,Proportion,"18.1 (16.3, 20)",4476,,NA,Tamil Nadu,South
34,Rural,dm_unscreened,5.1,0,10.2,Proportion,"5.1 (0, 10.2)",188,,NA,Puducherry,South
34,Rural,dm_undiagnosed,22.9,15,30.8,Proportion,"22.9 (15, 30.8)",188,,NA,Puducherry,South
34,Urban,dm_unscreened,4.6,1.8,7.3,Proportion,"4.6 (1.8, 7.3)",1136,,NA,Puducherry,South
34,Urban,dm_undiagnosed,13.6,9.6,17.6,Proportion,"13.6 (9.6, 17.6)",1136,,NA,Puducherry,South
35,Rural,dm_unscreened,2.5,0.6,4.4,Proportion,"2.5 (0.6, 4.4)",370,,NA,Andaman & Nicobar Islands,South
35,Rural,dm_undiagnosed,14.6,10.2,19.1,Proportion,"14.6 (10.2, 19.1)",370,,NA,Andaman & Nicobar Islands,South
35,Urban,dm_unscreened,3.5,0.6,6.3,Proportion,"3.5 (0.6, 6.3)",125,,NA,Andaman & Nicobar Islands,South
35,Urban,dm_undiagnosed,14.6,7.1,22.2,Proportion,"14.6 (7.1, 22.2)",125,,NA,Andaman & Nicobar Islands,South
36,Rural,dm_unscreened,15.8,14.3,17.4,Proportion,"15.8 (14.3, 17.4)",3190,,NA,Telangana,South
36,Rural,dm_undiagnosed,33.1,31,35.1,Proportion,"33.1 (31, 35.1)",3190,,NA,Telangana,South
36,Urban,dm_unscreened,7.3,5.7,8.9,Proportion,"7.3 (5.7, 8.9)",1692,,NA,Telangana,South
36,Urban,dm_undiagnosed,21.7,18.4,25.1,Proportion,"21.7 (18.4, 25.1)",1692,,NA,Telangana,South
37,Rural,dm_unscreened,0.9,-0.2,2.1,Proportion,"0.9 (-0.2, 2.1)",289,,NA,Ladakh,North
37,Rural,dm_undiagnosed,2.8,0.4,5.2,Proportion,"2.8 (0.4, 5.2)",289,,NA,Ladakh,North
37,Urban,dm_unscreened,0,0,0,Proportion,"0 (0, 0)",113,,NA,Ladakh,North
37,Urban,dm_undiagnosed,1.7,-1,4.3,Proportion,"1.7 (-1, 4.3)",113,,NA,Ladakh,North
1,Rural,dm_unscreened,4.9,3.1,6.7,Proportion,"4.9 (3.1, 6.7)",1032,sex,Female,Jammu & Kashmir,North
1,Rural,dm_undiagnosed,11.6,8.6,14.6,Proportion,"11.6 (8.6, 14.6)",1032,sex,Female,Jammu & Kashmir,North
1,Rural,dm_unscreened,4.5,2.7,6.4,Proportion,"4.5 (2.7, 6.4)",802,sex,Male,Jammu & Kashmir,North
1,Rural,dm_undiagnosed,13.6,10,17.3,Proportion,"13.6 (10, 17.3)",802,sex,Male,Jammu & Kashmir,North
1,Urban,dm_unscreened,4.1,1.6,6.7,Proportion,"4.1 (1.6, 6.7)",301,sex,Female,Jammu & Kashmir,North
1,Urban,dm_undiagnosed,9.5,5.1,14,Proportion,"9.5 (5.1, 14)",301,sex,Female,Jammu & Kashmir,North
1,Urban,dm_unscreened,3.2,1,5.4,Proportion,"3.2 (1, 5.4)",200,sex,Male,Jammu & Kashmir,North
1,Urban,dm_undiagnosed,7.7,4,11.4,Proportion,"7.7 (4, 11.4)",200,sex,Male,Jammu & Kashmir,North
2,Rural,dm_unscreened,8.3,5.8,10.9,Proportion,"8.3 (5.8, 10.9)",788,sex,Female,Himachal Pradesh,North
2,Rural,dm_undiagnosed,22.1,18.5,25.8,Proportion,"22.1 (18.5, 25.8)",788,sex,Female,Himachal Pradesh,North
2,Rural,dm_unscreened,12.3,9.2,15.5,Proportion,"12.3 (9.2, 15.5)",555,sex,Male,Himachal Pradesh,North
2,Rural,dm_undiagnosed,27.8,23,32.6,Proportion,"27.8 (23, 32.6)",555,sex,Male,Himachal Pradesh,North
2,Urban,dm_unscreened,7.6,2,13.1,Proportion,"7.6 (2, 13.1)",108,sex,Female,Himachal Pradesh,North
2,Urban,dm_undiagnosed,21.6,8.5,34.6,Proportion,"21.6 (8.5, 34.6)",108,sex,Female,Himachal Pradesh,North
2,Urban,dm_unscreened,0.8,-0.8,2.4,Proportion,"0.8 (-0.8, 2.4)",71,sex,Male,Himachal Pradesh,North
2,Urban,dm_undiagnosed,11.7,3.1,20.3,Proportion,"11.7 (3.1, 20.3)",71,sex,Male,Himachal Pradesh,North
3,Rural,dm_unscreened,9.5,7.6,11.4,Proportion,"9.5 (7.6, 11.4)",1353,sex,Female,Punjab,North
3,Rural,dm_undiagnosed,24.9,22,27.8,Proportion,"24.9 (22, 27.8)",1353,sex,Female,Punjab,North
3,Rural,dm_unscreened,13.1,10.4,15.7,Proportion,"13.1 (10.4, 15.7)",929,sex,Male,Punjab,North
3,Rural,dm_undiagnosed,29.4,25.7,33,Proportion,"29.4 (25.7, 33)",929,sex,Male,Punjab,North
3,Urban,dm_unscreened,7.6,5.1,10.2,Proportion,"7.6 (5.1, 10.2)",723,sex,Female,Punjab,North
3,Urban,dm_undiagnosed,22.5,18.2,26.8,Proportion,"22.5 (18.2, 26.8)",723,sex,Female,Punjab,North
3,Urban,dm_unscreened,8,4.7,11.3,Proportion,"8 (4.7, 11.3)",542,sex,Male,Punjab,North
3,Urban,dm_undiagnosed,24.3,19.4,29.2,Proportion,"24.3 (19.4, 29.2)",542,sex,Male,Punjab,North
4,Rural,dm_unscreened,33.3,33.3,33.3,Proportion,"33.3 (33.3, 33.3)",3,sex,Female,Chandigarh,North
4,Rural,dm_undiagnosed,33.3,33.3,33.3,Proportion,"33.3 (33.3, 33.3)",3,sex,Female,Chandigarh,North
4,Rural,dm_unscreened,0,0,0,Proportion,"0 (0, 0)",2,sex,Male,Chandigarh,North
4,Rural,dm_undiagnosed,50,50,50,Proportion,"50 (50, 50)",2,sex,Male,Chandigarh,North
4,Urban,dm_unscreened,5.1,0.7,9.5,Proportion,"5.1 (0.7, 9.5)",82,sex,Female,Chandigarh,North
4,Urban,dm_undiagnosed,26.2,17.7,34.8,Proportion,"26.2 (17.7, 34.8)",82,sex,Female,Chandigarh,North
4,Urban,dm_unscreened,14.2,4.4,24.1,Proportion,"14.2 (4.4, 24.1)",45,sex,Male,Chandigarh,North
4,Urban,dm_undiagnosed,26.8,13.9,39.7,Proportion,"26.8 (13.9, 39.7)",45,sex,Male,Chandigarh,North
5,Rural,dm_unscreened,13.5,9.4,17.6,Proportion,"13.5 (9.4, 17.6)",464,sex,Female,Uttarakhand,Central
5,Rural,dm_undiagnosed,25.7,20,31.4,Proportion,"25.7 (20, 31.4)",464,sex,Female,Uttarakhand,Central
5,Rural,dm_unscreened,15.3,11.1,19.4,Proportion,"15.3 (11.1, 19.4)",506,sex,Male,Uttarakhand,Central
5,Rural,dm_undiagnosed,30.1,24.6,35.6,Proportion,"30.1 (24.6, 35.6)",506,sex,Male,Uttarakhand,Central
5,Urban,dm_unscreened,11.1,5.7,16.5,Proportion,"11.1 (5.7, 16.5)",239,sex,Female,Uttarakhand,Central
5,Urban,dm_undiagnosed,21,13.5,28.4,Proportion,"21 (13.5, 28.4)",239,sex,Female,Uttarakhand,Central
5,Urban,dm_unscreened,20.2,13.3,27.1,Proportion,"20.2 (13.3, 27.1)",207,sex,Male,Uttarakhand,Central
5,Urban,dm_undiagnosed,27.2,20.3,34.2,Proportion,"27.2 (20.3, 34.2)",207,sex,Male,Uttarakhand,Central
6,Rural,dm_unscreened,12.4,9.9,15,Proportion,"12.4 (9.9, 15)",940,sex,Female,Haryana,North
6,Rural,dm_undiagnosed,26.7,22.8,30.6,Proportion,"26.7 (22.8, 30.6)",940,sex,Female,Haryana,North
6,Rural,dm_unscreened,18.9,15.6,22.3,Proportion,"18.9 (15.6, 22.3)",807,sex,Male,Haryana,North
6,Rural,dm_undiagnosed,34.7,30.6,38.8,Proportion,"34.7 (30.6, 38.8)",807,sex,Male,Haryana,North
6,Urban,dm_unscreened,7.1,4.6,9.5,Proportion,"7.1 (4.6, 9.5)",646,sex,Female,Haryana,North
6,Urban,dm_undiagnosed,17,13.2,20.9,Proportion,"17 (13.2, 20.9)",646,sex,Female,Haryana,North
6,Urban,dm_unscreened,8.2,5.6,10.7,Proportion,"8.2 (5.6, 10.7)",568,sex,Male,Haryana,North
6,Urban,dm_undiagnosed,20,16.3,23.8,Proportion,"20 (16.3, 23.8)",568,sex,Male,Haryana,North
7,Rural,dm_unscreened,4,-4,12.1,Proportion,"4 (-4, 12.1)",19,sex,Female,Nct Of Delhi,North
7,Rural,dm_undiagnosed,21.7,6.5,37,Proportion,"21.7 (6.5, 37)",19,sex,Female,Nct Of Delhi,North
7,Rural,dm_unscreened,0,0,0,Proportion,"0 (0, 0)",19,sex,Male,Nct Of Delhi,North
7,Rural,dm_undiagnosed,25.9,-1.9,53.6,Proportion,"25.9 (-1.9, 53.6)",19,sex,Male,Nct Of Delhi,North
7,Urban,dm_unscreened,5.5,4,7,Proportion,"5.5 (4, 7)",905,sex,Female,Nct Of Delhi,North
7,Urban,dm_undiagnosed,17,14.3,19.8,Proportion,"17 (14.3, 19.8)",905,sex,Female,Nct Of Delhi,North
7,Urban,dm_unscreened,10.1,7.5,12.7,Proportion,"10.1 (7.5, 12.7)",753,sex,Male,Nct Of Delhi,North
7,Urban,dm_undiagnosed,25.6,21.7,29.5,Proportion,"25.6 (21.7, 29.5)",753,sex,Male,Nct Of Delhi,North
8,Rural,dm_unscreened,19.7,16.3,23.1,Proportion,"19.7 (16.3, 23.1)",896,sex,Female,Rajasthan,North
8,Rural,dm_undiagnosed,26.7,22.7,30.8,Proportion,"26.7 (22.7, 30.8)",896,sex,Female,Rajasthan,North
8,Rural,dm_unscreened,20.3,16.9,23.8,Proportion,"20.3 (16.9, 23.8)",891,sex,Male,Rajasthan,North
8,Rural,dm_undiagnosed,27.9,23.8,32,Proportion,"27.9 (23.8, 32)",891,sex,Male,Rajasthan,North
8,Urban,dm_unscreened,10.9,7.6,14.2,Proportion,"10.9 (7.6, 14.2)",496,sex,Female,Rajasthan,North
8,Urban,dm_undiagnosed,17.3,12.8,21.7,Proportion,"17.3 (12.8, 21.7)",496,sex,Female,Rajasthan,North
8,Urban,dm_unscreened,13.8,9.1,18.5,Proportion,"13.8 (9.1, 18.5)",459,sex,Male,Rajasthan,North
8,Urban,dm_undiagnosed,18.6,13.3,23.9,Proportion,"18.6 (13.3, 23.9)",459,sex,Male,Rajasthan,North
9,Rural,dm_unscreened,20.6,18.7,22.5,Proportion,"20.6 (18.7, 22.5)",3710,sex,Female,Uttar Pradesh,Central
9,Rural,dm_undiagnosed,31.2,28.8,33.6,Proportion,"31.2 (28.8, 33.6)",3710,sex,Female,Uttar Pradesh,Central
9,Rural,dm_unscreened,21.9,19.9,23.9,Proportion,"21.9 (19.9, 23.9)",3139,sex,Male,Uttar Pradesh,Central
9,Rural,dm_undiagnosed,32.7,30.2,35.1,Proportion,"32.7 (30.2, 35.1)",3139,sex,Male,Uttar Pradesh,Central
9,Urban,dm_unscreened,13.9,11.2,16.7,Proportion,"13.9 (11.2, 16.7)",1057,sex,Female,Uttar Pradesh,Central
9,Urban,dm_undiagnosed,28.4,24.6,32.2,Proportion,"28.4 (24.6, 32.2)",1057,sex,Female,Uttar Pradesh,Central
9,Urban,dm_unscreened,18.2,14.9,21.4,Proportion,"18.2 (14.9, 21.4)",1021,sex,Male,Uttar Pradesh,Central
9,Urban,dm_undiagnosed,32.5,28.5,36.6,Proportion,"32.5 (28.5, 36.6)",1021,sex,Male,Uttar Pradesh,Central
10,Rural,dm_unscreened,27,24.4,29.6,Proportion,"27 (24.4, 29.6)",1883,sex,Female,Bihar,East
10,Rural,dm_undiagnosed,33.2,30.4,36.1,Proportion,"33.2 (30.4, 36.1)",1883,sex,Female,Bihar,East
10,Rural,dm_unscreened,24,21.4,26.6,Proportion,"24 (21.4, 26.6)",1776,sex,Male,Bihar,East
