state,variable,estimate,lci,uci,type,est_ci,n,stratification,strata,n5_state,zone
17,dm_treated,1,0.8,1.3,Proportion,"1 (0.8, 1.3)",25563,,NA,Meghalaya,North East
17,dm_controlled,1.3,1,1.6,Proportion,"1.3 (1, 1.6)",25563,,NA,Meghalaya,North East
18,dm_screened,31.4,29.8,33,Proportion,"31.4 (29.8, 33)",77655,,NA,Assam,North East
18,dm_disease,4.2,3.9,4.5,Proportion,"4.2 (3.9, 4.5)",77655,,NA,Assam,North East
18,dm_diagnosed,3.2,3,3.5,Proportion,"3.2 (3, 3.5)",77655,,NA,Assam,North East
18,dm_treated,2,1.8,2.2,Proportion,"2 (1.8, 2.2)",77655,,NA,Assam,North East
18,dm_controlled,2,1.8,2.2,Proportion,"2 (1.8, 2.2)",77655,,NA,Assam,North East
19,dm_screened,26.6,25.2,28.2,Proportion,"26.6 (25.2, 28.2)",47760,,NA,West Bengal,East
19,dm_disease,4.9,4.6,5.3,Proportion,"4.9 (4.6, 5.3)",47760,,NA,West Bengal,East
19,dm_diagnosed,3.4,3.1,3.7,Proportion,"3.4 (3.1, 3.7)",47760,,NA,West Bengal,East
19,dm_treated,2.7,2.4,2.9,Proportion,"2.7 (2.4, 2.9)",47760,,NA,West Bengal,East
19,dm_controlled,1.8,1.6,2,Proportion,"1.8 (1.6, 2)",47760,,NA,West Bengal,East
20,dm_screened,21.4,19.8,23,Proportion,"21.4 (19.8, 23)",56626,,NA,Jharkhand,East
20,dm_disease,4.9,4.4,5.4,Proportion,"4.9 (4.4, 5.4)",56626,,NA,Jharkhand,East
20,dm_diagnosed,3.7,3.2,4.2,Proportion,"3.7 (3.2, 4.2)",56626,,NA,Jharkhand,East
20,dm_treated,1.6,1.4,1.8,Proportion,"1.6 (1.4, 1.8)",56626,,NA,Jharkhand,East
20,dm_controlled,2.7,2.3,3.2,Proportion,"2.7 (2.3, 3.2)",56626,,NA,Jharkhand,East
21,dm_screened,22.5,21.4,23.5,Proportion,"22.5 (21.4, 23.5)",66752,,NA,Odisha,East
21,dm_disease,5.4,5.1,5.8,Proportion,"5.4 (5.1, 5.8)",66752,,NA,Odisha,East
21,dm_diagnosed,4,3.6,4.3,Proportion,"4 (3.6, 4.3)",66752,,NA,Odisha,East
21,dm_treated,2.8,2.6,3,Proportion,"2.8 (2.6, 3)",66752,,NA,Odisha,East
21,dm_controlled,2.2,2,2.5,Proportion,"2.2 (2, 2.5)",66752,,NA,Odisha,East
22,dm_screened,35.2,33.2,37.2,Proportion,"35.2 (33.2, 37.2)",64853,,NA,Chhattisgarh,Central
22,dm_disease,4,3.6,4.3,Proportion,"4 (3.6, 4.3)",64853,,NA,Chhattisgarh,Central
22,dm_diagnosed,2.9,2.6,3.3,Proportion,"2.9 (2.6, 3.3)",64853,,NA,Chhattisgarh,Central
22,dm_treated,1.7,1.5,1.9,Proportion,"1.7 (1.5, 1.9)",64853,,NA,Chhattisgarh,Central
22,dm_controlled,2.1,1.8,2.5,Proportion,"2.1 (1.8, 2.5)",64853,,NA,Chhattisgarh,Central
23,dm_screened,20.1,19.1,21.1,Proportion,"20.1 (19.1, 21.1)",109597,,NA,Madhya Pradesh,Central
23,dm_disease,3.1,2.9,3.3,Proportion,"3.1 (2.9, 3.3)",109597,,NA,Madhya Pradesh,Central
23,dm_diagnosed,2.1,2,2.3,Proportion,"2.1 (2, 2.3)",109597,,NA,Madhya Pradesh,Central
23,dm_treated,1.4,1.3,1.6,Proportion,"1.4 (1.3, 1.6)",109597,,NA,Madhya Pradesh,Central
23,dm_controlled,1.3,1.2,1.4,Proportion,"1.3 (1.2, 1.4)",109597,,NA,Madhya Pradesh,Central
24,dm_screened,26.2,24.5,28.1,Proportion,"26.2 (24.5, 28.1)",86154,,NA,Gujarat,West
24,dm_disease,4.4,4.2,4.7,Proportion,"4.4 (4.2, 4.7)",86154,,NA,Gujarat,West
24,dm_diagnosed,3.1,2.9,3.3,Proportion,"3.1 (2.9, 3.3)",86154,,NA,Gujarat,West
24,dm_treated,2.6,2.4,2.8,Proportion,"2.6 (2.4, 2.8)",86154,,NA,Gujarat,West
24,dm_controlled,1.8,1.6,1.9,Proportion,"1.8 (1.6, 1.9)",86154,,NA,Gujarat,West
25,dm_screened,27.2,22.4,32.6,Proportion,"27.2 (22.4, 32.6)",6371,,NA,Dadra & Nagar Haveli And Daman & Diu,West
25,dm_disease,0,0,0,Proportion,"0 (0, 0)",6371,,NA,Dadra & Nagar Haveli And Daman & Diu,West
25,dm_diagnosed,0,0,0,Proportion,"0 (0, 0)",6371,,NA,Dadra & Nagar Haveli And Daman & Diu,West
25,dm_treated,0,0,0,Proportion,"0 (0, 0)",6371,,NA,Dadra & Nagar Haveli And Daman & Diu,West
25,dm_controlled,1.2,0.9,1.6,Proportion,"1.2 (0.9, 1.6)",6371,,NA,Dadra & Nagar Haveli And Daman & Diu,West
27,dm_screened,33.1,31.3,34.8,Proportion,"33.1 (31.3, 34.8)",88219,,NA,Maharashtra,West
27,dm_disease,5,4.7,5.3,Proportion,"5 (4.7, 5.3)",88219,,NA,Maharashtra,West
27,dm_diagnosed,3.8,3.5,4.1,Proportion,"3.8 (3.5, 4.1)",88219,,NA,Maharashtra,West
27,dm_treated,3.3,3,3.6,Proportion,"3.3 (3, 3.6)",88219,,NA,Maharashtra,West
27,dm_controlled,2.3,2.1,2.5,Proportion,"2.3 (2.1, 2.5)",88219,,NA,Maharashtra,West
28,dm_screened,53.8,51.4,56.1,Proportion,"53.8 (51.4, 56.1)",26506,,NA,Andhra Pradesh,South
28,dm_disease,0,0,0,Proportion,"0 (0, 0)",26506,,NA,Andhra Pradesh,South
28,dm_diagnosed,0,0,0,Proportion,"0 (0, 0)",26506,,NA,Andhra Pradesh,South
28,dm_treated,0,0,0,Proportion,"0 (0, 0)",26506,,NA,Andhra Pradesh,South
28,dm_controlled,3.8,3.5,4.1,Proportion,"3.8 (3.5, 4.1)",26506,,NA,Andhra Pradesh,South
29,dm_screened,41.5,39.5,43.7,Proportion,"41.5 (39.5, 43.7)",72817,,NA,Karnataka,South
29,dm_disease,6.7,6.3,7.1,Proportion,"6.7 (6.3, 7.1)",72817,,NA,Karnataka,South
29,dm_diagnosed,5,4.7,5.4,Proportion,"5 (4.7, 5.4)",72817,,NA,Karnataka,South
29,dm_treated,4.4,4.1,4.8,Proportion,"4.4 (4.1, 4.8)",72817,,NA,Karnataka,South
29,dm_controlled,2.6,2.4,2.8,Proportion,"2.6 (2.4, 2.8)",72817,,NA,Karnataka,South
30,dm_screened,NA,NA,NA,Proportion,"NaN (NaN, NaN)",4934,,NA,Goa,West
30,dm_disease,0,0,0,Proportion,"0 (0, 0)",4934,,NA,Goa,West
30,dm_diagnosed,0,0,0,Proportion,"0 (0, 0)",4934,,NA,Goa,West
30,dm_treated,0,0,0,Proportion,"0 (0, 0)",4934,,NA,Goa,West
30,dm_controlled,0,0,0,Proportion,"0 (0, 0)",4934,,NA,Goa,West
31,dm_screened,NA,NA,NA,Proportion,"NaN (NaN, NaN)",2859,,NA,Lakshadweep,South
31,dm_disease,0,0,0,Proportion,"0 (0, 0)",2859,,NA,Lakshadweep,South
31,dm_diagnosed,0,0,0,Proportion,"0 (0, 0)",2859,,NA,Lakshadweep,South
31,dm_treated,0,0,0,Proportion,"0 (0, 0)",2859,,NA,Lakshadweep,South
31,dm_controlled,0,0,0,Proportion,"0 (0, 0)",2859,,NA,Lakshadweep,South
32,dm_screened,NA,NA,NA,Proportion,"NaN (NaN, NaN)",30274,,NA,Kerala,South
32,dm_disease,0,0,0,Proportion,"0 (0, 0)",30274,,NA,Kerala,South
32,dm_diagnosed,0,0,0,Proportion,"0 (0, 0)",30274,,NA,Kerala,South
32,dm_treated,0,0,0,Proportion,"0 (0, 0)",30274,,NA,Kerala,South
32,dm_controlled,0,0,0,Proportion,"0 (0, 0)",30274,,NA,Kerala,South
33,dm_screened,71.8,70.5,73.1,Proportion,"71.8 (70.5, 73.1)",65035,,NA,Tamil Nadu,South
33,dm_disease,13.9,13.1,14.7,Proportion,"13.9 (13.1, 14.7)",65035,,NA,Tamil Nadu,South
33,dm_diagnosed,11.7,11,12.5,Proportion,"11.7 (11, 12.5)",65035,,NA,Tamil Nadu,South
33,dm_treated,8.1,7.8,8.5,Proportion,"8.1 (7.8, 8.5)",65035,,NA,Tamil Nadu,South
33,dm_controlled,6.8,6.1,7.5,Proportion,"6.8 (6.1, 7.5)",65035,,NA,Tamil Nadu,South
34,dm_screened,NA,NA,NA,Proportion,"NaN (NaN, NaN)",9145,,NA,Puducherry,South
34,dm_disease,0,0,0,Proportion,"0 (0, 0)",9145,,NA,Puducherry,South
34,dm_diagnosed,0,0,0,Proportion,"0 (0, 0)",9145,,NA,Puducherry,South
34,dm_treated,0,0,0,Proportion,"0 (0, 0)",9145,,NA,Puducherry,South
34,dm_controlled,0,0,0,Proportion,"0 (0, 0)",9145,,NA,Puducherry,South
35,dm_screened,NA,NA,NA,Proportion,"NaN (NaN, NaN)",6578,,NA,Andaman & Nicobar Islands,South
35,dm_disease,0,0,0,Proportion,"0 (0, 0)",6578,,NA,Andaman & Nicobar Islands,South
35,dm_diagnosed,0,0,0,Proportion,"0 (0, 0)",6578,,NA,Andaman & Nicobar Islands,South
35,dm_treated,0,0,0,Proportion,"0 (0, 0)",6578,,NA,Andaman & Nicobar Islands,South
35,dm_controlled,0,0,0,Proportion,"0 (0, 0)",6578,,NA,Andaman & Nicobar Islands,South
36,dm_screened,52.3,50.5,54.1,Proportion,"52.3 (50.5, 54.1)",62817,,NA,Telangana,South
36,dm_disease,7.9,7.5,8.3,Proportion,"7.9 (7.5, 8.3)",62817,,NA,Telangana,South
36,dm_diagnosed,6.2,5.8,6.6,Proportion,"6.2 (5.8, 6.6)",62817,,NA,Telangana,South
36,dm_treated,5.4,5,5.8,Proportion,"5.4 (5, 5.8)",62817,,NA,Telangana,South
36,dm_controlled,3.6,3.3,3.8,Proportion,"3.6 (3.3, 3.8)",62817,,NA,Telangana,South
37,dm_screened,54.7,49.3,60.1,Proportion,"54.7 (49.3, 60.1)",5658,,NA,Ladakh,North
37,dm_disease,0,0,0,Proportion,"0 (0, 0)",5658,,NA,Ladakh,North
37,dm_diagnosed,0,0,0,Proportion,"0 (0, 0)",5658,,NA,Ladakh,North
37,dm_treated,0,0,0,Proportion,"0 (0, 0)",5658,,NA,Ladakh,North
37,dm_controlled,0,0,0,Proportion,"0 (0, 0)",5658,,NA,Ladakh,North
1,dm_screened,57.2,55,59.3,Proportion,"57.2 (55, 59.3)",27137,sex,Female,Jammu & Kashmir,North
1,dm_disease,0,0,0,Proportion,"0 (0, 0)",27137,sex,Female,Jammu & Kashmir,North
1,dm_diagnosed,4.5,4,4.9,Proportion,"4.5 (4, 4.9)",27137,sex,Female,Jammu & Kashmir,North
1,dm_treated,2.8,2.4,3.1,Proportion,"2.8 (2.4, 3.1)",27137,sex,Female,Jammu & Kashmir,North
1,dm_controlled,3.5,3.1,3.9,Proportion,"3.5 (3.1, 3.9)",27137,sex,Female,Jammu & Kashmir,North
1,dm_screened,49,46.8,51.2,Proportion,"49 (46.8, 51.2)",26914,sex,Male,Jammu & Kashmir,North
1,dm_disease,3.5,3.1,3.9,Proportion,"3.5 (3.1, 3.9)",26914,sex,Male,Jammu & Kashmir,North
1,dm_diagnosed,3.2,2.9,3.6,Proportion,"3.2 (2.9, 3.6)",26914,sex,Male,Jammu & Kashmir,North
1,dm_treated,1.8,1.6,2.1,Proportion,"1.8 (1.6, 2.1)",26914,sex,Male,Jammu & Kashmir,North
1,dm_controlled,2.5,2.2,2.9,Proportion,"2.5 (2.2, 2.9)",26914,sex,Male,Jammu & Kashmir,North
2,dm_screened,57.5,55.2,59.7,Proportion,"57.5 (55.2, 59.7)",14616,sex,Female,Himachal Pradesh,North
2,dm_disease,0,0,0,Proportion,"0 (0, 0)",14616,sex,Female,Himachal Pradesh,North
2,dm_diagnosed,0,0,0,Proportion,"0 (0, 0)",14616,sex,Female,Himachal Pradesh,North
2,dm_treated,0,0,0,Proportion,"0 (0, 0)",14616,sex,Female,Himachal Pradesh,North
2,dm_controlled,0,0,0,Proportion,"0 (0, 0)",14616,sex,Female,Himachal Pradesh,North
2,dm_screened,45.5,43.2,47.8,Proportion,"45.5 (43.2, 47.8)",12440,sex,Male,Himachal Pradesh,North
2,dm_disease,0,0,0,Proportion,"0 (0, 0)",12440,sex,Male,Himachal Pradesh,North
2,dm_diagnosed,0,0,0,Proportion,"0 (0, 0)",12440,sex,Male,Himachal Pradesh,North
2,dm_treated,0,0,0,Proportion,"0 (0, 0)",12440,sex,Male,Himachal Pradesh,North
2,dm_controlled,0,0,0,Proportion,"0 (0, 0)",12440,sex,Male,Himachal Pradesh,North
3,dm_screened,58.1,56.2,60,Proportion,"58.1 (56.2, 60)",26240,sex,Female,Punjab,North
3,dm_disease,0,0,0,Proportion,"0 (0, 0)",26240,sex,Female,Punjab,North
3,dm_diagnosed,0,0,0,Proportion,"0 (0, 0)",26240,sex,Female,Punjab,North
3,dm_treated,0,0,0,Proportion,"0 (0, 0)",26240,sex,Female,Punjab,North
3,dm_controlled,2.6,2.3,2.9,Proportion,"2.6 (2.3, 2.9)",26240,sex,Female,Punjab,North
3,dm_screened,48.6,46.7,50.6,Proportion,"48.6 (46.7, 50.6)",23563,sex,Male,Punjab,North
3,dm_disease,0,0,0,Proportion,"0 (0, 0)",23563,sex,Male,Punjab,North
3,dm_diagnosed,0,0,0,Proportion,"0 (0, 0)",23563,sex,Male,Punjab,North
3,dm_treated,3.4,3,3.7,Proportion,"3.4 (3, 3.7)",23563,sex,Male,Punjab,North
3,dm_controlled,2.2,2,2.5,Proportion,"2.2 (2, 2.5)",23563,sex,Male,Punjab,North
4,dm_screened,NA,0,NA,Proportion,"NaN (0, NaN)",770,sex,Female,Chandigarh,North
4,dm_disease,0,0,0,Proportion,"0 (0, 0)",770,sex,Female,Chandigarh,North
4,dm_diagnosed,0,0,0,Proportion,"0 (0, 0)",770,sex,Female,Chandigarh,North
4,dm_treated,0,0,0,Proportion,"0 (0, 0)",770,sex,Female,Chandigarh,North
4,dm_controlled,0,0,0,Proportion,"0 (0, 0)",770,sex,Female,Chandigarh,North
4,dm_screened,57.7,47.7,67.2,Proportion,"57.7 (47.7, 67.2)",581,sex,Male,Chandigarh,North
4,dm_disease,0,0,0,Proportion,"0 (0, 0)",581,sex,Male,Chandigarh,North
4,dm_diagnosed,0,0,0,Proportion,"0 (0, 0)",581,sex,Male,Chandigarh,North
4,dm_treated,0,0,0,Proportion,"0 (0, 0)",581,sex,Male,Chandigarh,North
4,dm_controlled,0,0,0,Proportion,"0 (0, 0)",581,sex,Male,Chandigarh,North
5,dm_screened,40.6,37.9,43.3,Proportion,"40.6 (37.9, 43.3)",16334,sex,Female,Uttarakhand,Central
5,dm_disease,0,0,0,Proportion,"0 (0, 0)",16334,sex,Female,Uttarakhand,Central
5,dm_diagnosed,0,0,0,Proportion,"0 (0, 0)",16334,sex,Female,Uttarakhand,Central
5,dm_treated,0,0,0,Proportion,"0 (0, 0)",16334,sex,Female,Uttarakhand,Central
5,dm_controlled,2.4,2.1,2.9,Proportion,"2.4 (2.1, 2.9)",16334,sex,Female,Uttarakhand,Central
5,dm_screened,36.2,33.8,38.7,Proportion,"36.2 (33.8, 38.7)",11482,sex,Male,Uttarakhand,Central
5,dm_disease,0,0,0,Proportion,"0 (0, 0)",11482,sex,Male,Uttarakhand,Central
5,dm_diagnosed,0,0,0,Proportion,"0 (0, 0)",11482,sex,Male,Uttarakhand,Central
5,dm_treated,0,0,0,Proportion,"0 (0, 0)",11482,sex,Male,Uttarakhand,Central
5,dm_controlled,0,0,0,Proportion,"0 (0, 0)",11482,sex,Male,Uttarakhand,Central
6,dm_screened,49,47.4,50.6,Proportion,"49 (47.4, 50.6)",25986,sex,Female,Haryana,North
6,dm_disease,0,0,0,Proportion,"0 (0, 0)",25986,sex,Female,Haryana,North
6,dm_diagnosed,0,0,0,Proportion,"0 (0, 0)",25986,sex,Female,Haryana,North
6,dm_treated,2.7,2.5,3,Proportion,"2.7 (2.5, 3)",25986,sex,Female,Haryana,North
6,dm_controlled,3.1,2.7,3.5,Proportion,"3.1 (2.7, 3.5)",25986,sex,Female,Haryana,North
6,dm_screened,38.8,37.3,40.4,Proportion,"38.8 (37.3, 40.4)",23455,sex,Male,Haryana,North
6,dm_disease,0,0,0,Proportion,"0 (0, 0)",23455,sex,Male,Haryana,North
6,dm_diagnosed,0,0,0,Proportion,"0 (0, 0)",23455,sex,Male,Haryana,North
6,dm_treated,2.5,2.2,2.7,Proportion,"2.5 (2.2, 2.7)",23455,sex,Male,Haryana,North
6,dm_controlled,2.5,2.2,2.9,Proportion,"2.5 (2.2, 2.9)",23455,sex,Male,Haryana,North
7,dm_screened,63,60.8,65.2,Proportion,"63 (60.8, 65.2)",11576,sex,Female,Nct Of Delhi,North
7,dm_disease,0,0,0,Proportion,"0 (0, 0)",11576,sex,Female,Nct Of Delhi,North
7,dm_diagnosed,0,0,0,Proportion,"0 (0, 0)",11576,sex,Female,Nct Of Delhi,North
7,dm_treated,0,0,0,Proportion,"0 (0, 0)",11576,sex,Female,Nct Of Delhi,North
7,dm_controlled,0,0,0,Proportion,"0 (0, 0)",11576,sex,Female,Nct Of Delhi,North
7,dm_screened,53.7,51.1,56.2,Proportion,"53.7 (51.1, 56.2)",9765,sex,Male,Nct Of Delhi,North
7,dm_disease,0,0,0,Proportion,"0 (0, 0)",9765,sex,Male,Nct Of Delhi,North
7,dm_diagnosed,0,0,0,Proportion,"0 (0, 0)",9765,sex,Male,Nct Of Delhi,North
7,dm_treated,0,0,0,Proportion,"0 (0, 0)",9765,sex,Male,Nct Of Delhi,North
7,dm_controlled,0,0,0,Proportion,"0 (0, 0)",9765,sex,Male,Nct Of Delhi,North
8,dm_screened,20.4,19.1,21.8,Proportion,"20.4 (19.1, 21.8)",50195,sex,Female,Rajasthan,North
8,dm_disease,2.8,2.6,3.1,Proportion,"2.8 (2.6, 3.1)",50195,sex,Female,Rajasthan,North
8,dm_diagnosed,2.3,2.1,2.6,Proportion,"2.3 (2.1, 2.6)",50195,sex,Female,Rajasthan,North
8,dm_treated,1.2,1.1,1.3,Proportion,"1.2 (1.1, 1.3)",50195,sex,Female,Rajasthan,North
8,dm_controlled,1.7,1.4,1.9,Proportion,"1.7 (1.4, 1.9)",50195,sex,Female,Rajasthan,North
8,dm_screened,18,16.7,19.3,Proportion,"18 (16.7, 19.3)",45181,sex,Male,Rajasthan,North
8,dm_disease,3,2.7,3.3,Proportion,"3 (2.7, 3.3)",45181,sex,Male,Rajasthan,North
