state,n5_state,residence,variable,estimate,lci,uci,stratification,strata,est_ci,ST_NM
5,Uttarakhand,Rural,Screened,34.3,31.8,36.9,,Total,"34.3 (31.8, 36.9)",Uttarakhand
5,Uttarakhand,Rural,Diabetes,4.6,4.2,5.1,,Total,"4.6 (4.2, 5.1)",Uttarakhand
5,Uttarakhand,Urban,Screened,49.2,44.2,54.2,,Total,"49.2 (44.2, 54.2)",Uttarakhand
5,Uttarakhand,Urban,Diabetes,9.1,7.9,10.3,,Total,"9.1 (7.9, 10.3)",Uttarakhand
6,Haryana,Rural,Screened,40.8,39.1,42.5,,Total,"40.8 (39.1, 42.5)",Haryana
6,Haryana,Rural,Diabetes,5,4.5,5.4,,Total,"5 (4.5, 5.4)",Haryana
6,Haryana,Urban,Screened,50.8,48.2,53.4,,Total,"50.8 (48.2, 53.4)",Haryana
6,Haryana,Urban,Diabetes,7.8,6.8,8.7,,Total,"7.8 (6.8, 8.7)",Haryana
7,Nct Of Delhi,Rural,Screened,70.3,56.6,83.9,,Total,"70.3 (56.6, 83.9)",Delhi
7,Nct Of Delhi,Rural,Diabetes,6.2,1.3,11,,Total,"6.2 (1.3, 11)",Delhi
7,Nct Of Delhi,Urban,Screened,58.5,56.3,60.6,,Total,"58.5 (56.3, 60.6)",Delhi
7,Nct Of Delhi,Urban,Diabetes,7.7,7.2,8.2,,Total,"7.7 (7.2, 8.2)",Delhi
8,Rajasthan,Rural,Screened,16.5,15.1,17.9,,Total,"16.5 (15.1, 17.9)",Rajasthan
8,Rajasthan,Rural,Diabetes,2.3,2.1,2.6,,Total,"2.3 (2.1, 2.6)",Rajasthan
8,Rajasthan,Urban,Screened,27.5,24.8,30.2,,Total,"27.5 (24.8, 30.2)",Rajasthan
8,Rajasthan,Urban,Diabetes,4.7,4,5.4,,Total,"4.7 (4, 5.4)",Rajasthan
9,Uttar Pradesh,Rural,Screened,23.6,22.8,24.5,,Total,"23.6 (22.8, 24.5)",Uttar Pradesh
9,Uttar Pradesh,Rural,Diabetes,4.3,4,4.5,,Total,"4.3 (4, 4.5)",Uttar Pradesh
9,Uttar Pradesh,Urban,Screened,32.2,30.2,34.1,,Total,"32.2 (30.2, 34.1)",Uttar Pradesh
9,Uttar Pradesh,Urban,Diabetes,5.6,5.1,6.1,,Total,"5.6 (5.1, 6.1)",Uttar Pradesh
10,Bihar,Rural,Screened,13.6,12.9,14.3,,Total,"13.6 (12.9, 14.3)",Bihar
10,Bihar,Rural,Diabetes,4.6,4.3,4.9,,Total,"4.6 (4.3, 4.9)",Bihar
10,Bihar,Urban,Screened,27.7,24.3,31,,Total,"27.7 (24.3, 31)",Bihar
10,Bihar,Urban,Diabetes,8.4,7.2,9.5,,Total,"8.4 (7.2, 9.5)",Bihar
11,Sikkim,Rural,Screened,36.2,33.4,39.1,,Total,"36.2 (33.4, 39.1)",Sikkim
11,Sikkim,Rural,Diabetes,4.6,3.8,5.5,,Total,"4.6 (3.8, 5.5)",Sikkim
11,Sikkim,Urban,Screened,40.5,32,49.1,,Total,"40.5 (32, 49.1)",Sikkim
11,Sikkim,Urban,Diabetes,7.1,4.9,9.3,,Total,"7.1 (4.9, 9.3)",Sikkim
12,Arunachal Pradesh,Rural,Screened,29.9,27.6,32.1,,Total,"29.9 (27.6, 32.1)",Arunachal Pradesh
12,Arunachal Pradesh,Rural,Diabetes,3.1,2.5,3.7,,Total,"3.1 (2.5, 3.7)",Arunachal Pradesh
12,Arunachal Pradesh,Urban,Screened,35.9,31.9,39.9,,Total,"35.9 (31.9, 39.9)",Arunachal Pradesh
12,Arunachal Pradesh,Urban,Diabetes,6.1,4.7,7.5,,Total,"6.1 (4.7, 7.5)",Arunachal Pradesh
13,Nagaland,Rural,Screened,15.9,13,18.8,,Total,"15.9 (13, 18.8)",Nagaland
13,Nagaland,Rural,Diabetes,2.2,1.7,2.6,,Total,"2.2 (1.7, 2.6)",Nagaland
13,Nagaland,Urban,Screened,24.7,20.7,28.7,,Total,"24.7 (20.7, 28.7)",Nagaland
13,Nagaland,Urban,Diabetes,4.6,3.3,5.8,,Total,"4.6 (3.3, 5.8)",Nagaland
14,Manipur,Rural,Screened,33.4,31.5,35.3,,Total,"33.4 (31.5, 35.3)",Manipur
14,Manipur,Rural,Diabetes,5,4.3,5.7,,Total,"5 (4.3, 5.7)",Manipur
14,Manipur,Urban,Screened,47.6,44.2,51,,Total,"47.6 (44.2, 51)",Manipur
14,Manipur,Urban,Diabetes,8.5,7.3,9.7,,Total,"8.5 (7.3, 9.7)",Manipur
15,Mizoram,Rural,Screened,26.5,22.6,30.3,,Total,"26.5 (22.6, 30.3)",Mizoram
15,Mizoram,Rural,Diabetes,3.7,3,4.5,,Total,"3.7 (3, 4.5)",Mizoram
15,Mizoram,Urban,Screened,48.5,45.1,51.9,,Total,"48.5 (45.1, 51.9)",Mizoram
15,Mizoram,Urban,Diabetes,6.8,5.6,8,,Total,"6.8 (5.6, 8)",Mizoram
16,Tripura,Rural,Screened,29.8,26.3,33.3,,Total,"29.8 (26.3, 33.3)",Tripura
16,Tripura,Rural,Diabetes,4.2,3.7,4.7,,Total,"4.2 (3.7, 4.7)",Tripura
16,Tripura,Urban,Screened,43.1,37.3,48.9,,Total,"43.1 (37.3, 48.9)",Tripura
16,Tripura,Urban,Diabetes,8.4,6.9,9.9,,Total,"8.4 (6.9, 9.9)",Tripura
17,Meghalaya,Rural,Screened,11.2,9.5,13,,Total,"11.2 (9.5, 13)",Meghalaya
17,Meghalaya,Rural,Diabetes,1.6,1.3,2,,Total,"1.6 (1.3, 2)",Meghalaya
17,Meghalaya,Urban,Screened,33.1,26.4,39.9,,Total,"33.1 (26.4, 39.9)",Meghalaya
17,Meghalaya,Urban,Diabetes,4.8,3.6,5.9,,Total,"4.8 (3.6, 5.9)",Meghalaya
18,Assam,Rural,Screened,28.8,27,30.5,,Total,"28.8 (27, 30.5)",Assam
18,Assam,Rural,Diabetes,3.6,3.3,3.9,,Total,"3.6 (3.3, 3.9)",Assam
18,Assam,Urban,Screened,46,41.7,50.2,,Total,"46 (41.7, 50.2)",Assam
18,Assam,Urban,Diabetes,7.4,6.5,8.3,,Total,"7.4 (6.5, 8.3)",Assam
19,West Bengal,Rural,Screened,22.2,20.8,23.6,,Total,"22.2 (20.8, 23.6)",West Bengal
19,West Bengal,Rural,Diabetes,4.2,3.9,4.5,,Total,"4.2 (3.9, 4.5)",West Bengal
19,West Bengal,Urban,Screened,35.3,32,38.6,,Total,"35.3 (32, 38.6)",West Bengal
19,West Bengal,Urban,Diabetes,6.3,5.6,7,,Total,"6.3 (5.6, 7)",West Bengal
20,Jharkhand,Rural,Screened,16.5,15,17.9,,Total,"16.5 (15, 17.9)",Jharkhand
20,Jharkhand,Rural,Diabetes,3.9,3.4,4.4,,Total,"3.9 (3.4, 4.4)",Jharkhand
20,Jharkhand,Urban,Screened,35.6,31.9,39.3,,Total,"35.6 (31.9, 39.3)",Jharkhand
20,Jharkhand,Urban,Diabetes,7.6,6.4,8.8,,Total,"7.6 (6.4, 8.8)",Jharkhand
21,Odisha,Rural,Screened,19.8,18.8,20.9,,Total,"19.8 (18.8, 20.9)",Odisha
21,Odisha,Rural,Diabetes,4.7,4.3,5.1,,Total,"4.7 (4.3, 5.1)",Odisha
21,Odisha,Urban,Screened,35.6,32.7,38.5,,Total,"35.6 (32.7, 38.5)",Odisha
21,Odisha,Urban,Diabetes,9.1,8,10.2,,Total,"9.1 (8, 10.2)",Odisha
22,Chhattisgarh,Rural,Screened,32.5,30.3,34.8,,Total,"32.5 (30.3, 34.8)",Chhattisgarh
22,Chhattisgarh,Rural,Diabetes,3.2,2.9,3.6,,Total,"3.2 (2.9, 3.6)",Chhattisgarh
22,Chhattisgarh,Urban,Screened,44,39.7,48.3,,Total,"44 (39.7, 48.3)",Chhattisgarh
22,Chhattisgarh,Urban,Diabetes,6.3,5.3,7.3,,Total,"6.3 (5.3, 7.3)",Chhattisgarh
23,Madhya Pradesh,Rural,Screened,16.6,15.6,17.7,,Total,"16.6 (15.6, 17.7)",Madhya Pradesh
23,Madhya Pradesh,Rural,Diabetes,2.5,2.3,2.7,,Total,"2.5 (2.3, 2.7)",Madhya Pradesh
23,Madhya Pradesh,Urban,Screened,29.6,27.2,32,,Total,"29.6 (27.2, 32)",Madhya Pradesh
23,Madhya Pradesh,Urban,Diabetes,4.8,4.3,5.3,,Total,"4.8 (4.3, 5.3)",Madhya Pradesh
24,Gujarat,Rural,Screened,18.8,17.4,20.2,,Total,"18.8 (17.4, 20.2)",Gujarat
24,Gujarat,Rural,Diabetes,3.5,3.2,3.7,,Total,"3.5 (3.2, 3.7)",Gujarat
24,Gujarat,Urban,Screened,36.3,32.7,39.8,,Total,"36.3 (32.7, 39.8)",Gujarat
24,Gujarat,Urban,Diabetes,5.7,5.3,6.2,,Total,"5.7 (5.3, 6.2)",Gujarat
25,Dadra & Nagar Haveli And Daman & Diu,Rural,Screened,28,20.1,35.9,,Total,"28 (20.1, 35.9)",Dadra & Nagar Haveli And Daman & Diu
25,Dadra & Nagar Haveli And Daman & Diu,Rural,Diabetes,3.9,2.8,5,,Total,"3.9 (2.8, 5)",Dadra & Nagar Haveli And Daman & Diu
25,Dadra & Nagar Haveli And Daman & Diu,Urban,Screened,26.3,20.2,32.4,,Total,"26.3 (20.2, 32.4)",Dadra & Nagar Haveli And Daman & Diu
25,Dadra & Nagar Haveli And Daman & Diu,Urban,Diabetes,5.3,4,6.7,,Total,"5.3 (4, 6.7)",Dadra & Nagar Haveli And Daman & Diu
27,Maharashtra,Rural,Screened,27.5,25.7,29.2,,Total,"27.5 (25.7, 29.2)",Maharashtra
27,Maharashtra,Rural,Diabetes,3.8,3.5,4,,Total,"3.8 (3.5, 4)",Maharashtra
27,Maharashtra,Urban,Screened,40.6,37.5,43.6,,Total,"40.6 (37.5, 43.6)",Maharashtra
27,Maharashtra,Urban,Diabetes,6.6,6.1,7.2,,Total,"6.6 (6.1, 7.2)",Maharashtra
28,Andhra Pradesh,Rural,Screened,52.6,49.7,55.4,,Total,"52.6 (49.7, 55.4)",Andhra Pradesh
28,Andhra Pradesh,Rural,Diabetes,8.8,8.2,9.4,,Total,"8.8 (8.2, 9.4)",Andhra Pradesh
28,Andhra Pradesh,Urban,Screened,56.5,52.6,60.5,,Total,"56.5 (52.6, 60.5)",Andhra Pradesh
28,Andhra Pradesh,Urban,Diabetes,13.4,12.2,14.7,,Total,"13.4 (12.2, 14.7)",Andhra Pradesh
29,Karnataka,Rural,Screened,39.6,37.5,41.7,,Total,"39.6 (37.5, 41.7)",Karnataka
29,Karnataka,Rural,Diabetes,5.5,5.2,5.9,,Total,"5.5 (5.2, 5.9)",Karnataka
29,Karnataka,Urban,Screened,44.7,40.4,49,,Total,"44.7 (40.4, 49)",Karnataka
29,Karnataka,Urban,Diabetes,8.6,7.7,9.5,,Total,"8.6 (7.7, 9.5)",Karnataka
30,Goa,Rural,Screened,78,70.3,85.7,,Total,"78 (70.3, 85.7)",Goa
30,Goa,Rural,Diabetes,11.8,10,13.5,,Total,"11.8 (10, 13.5)",Goa
30,Goa,Urban,Screened,78.9,74,83.7,,Total,"78.9 (74, 83.7)",Goa
30,Goa,Urban,Diabetes,10.7,9.2,12.2,,Total,"10.7 (9.2, 12.2)",Goa
31,Lakshadweep,Rural,Screened,78.9,72.7,85.2,,Total,"78.9 (72.7, 85.2)",Lakshadweep
31,Lakshadweep,Rural,Diabetes,9.1,7.2,11.1,,Total,"9.1 (7.2, 11.1)",Lakshadweep
31,Lakshadweep,Urban,Screened,86.1,83.4,88.7,,Total,"86.1 (83.4, 88.7)",Lakshadweep
31,Lakshadweep,Urban,Diabetes,10.4,8.7,12.1,,Total,"10.4 (8.7, 12.1)",Lakshadweep
32,Kerala,Rural,Screened,80.4,78.9,81.9,,Total,"80.4 (78.9, 81.9)",Kerala
32,Kerala,Rural,Diabetes,17.2,16.3,18,,Total,"17.2 (16.3, 18)",Kerala
32,Kerala,Urban,Screened,82.9,81.3,84.4,,Total,"82.9 (81.3, 84.4)",Kerala
32,Kerala,Urban,Diabetes,16.9,16,17.8,,Total,"16.9 (16, 17.8)",Kerala
33,Tamil Nadu,Rural,Screened,70,68.3,71.8,,Total,"70 (68.3, 71.8)",Tamil Nadu
33,Tamil Nadu,Rural,Diabetes,12.2,11.1,13.3,,Total,"12.2 (11.1, 13.3)",Tamil Nadu
33,Tamil Nadu,Urban,Screened,73.9,72.1,75.7,,Total,"73.9 (72.1, 75.7)",Tamil Nadu
33,Tamil Nadu,Urban,Diabetes,15.9,14.7,17,,Total,"15.9 (14.7, 17)",Tamil Nadu
34,Puducherry,Rural,Screened,59.1,51.6,66.7,,Total,"59.1 (51.6, 66.7)",Puducherry
34,Puducherry,Rural,Diabetes,8.5,6.6,10.4,,Total,"8.5 (6.6, 10.4)",Puducherry
34,Puducherry,Urban,Screened,75.1,71,79.2,,Total,"75.1 (71, 79.2)",Puducherry
34,Puducherry,Urban,Diabetes,14.7,12.7,16.7,,Total,"14.7 (12.7, 16.7)",Puducherry
35,Andaman & Nicobar Islands,Rural,Screened,77.8,74.6,80.9,,Total,"77.8 (74.6, 80.9)",Andaman & Nicobar
35,Andaman & Nicobar Islands,Rural,Diabetes,7.6,6.2,9,,Total,"7.6 (6.2, 9)",Andaman & Nicobar
35,Andaman & Nicobar Islands,Urban,Screened,74.1,69.1,79,,Total,"74.1 (69.1, 79)",Andaman & Nicobar
35,Andaman & Nicobar Islands,Urban,Diabetes,9.3,7.5,11.1,,Total,"9.3 (7.5, 11.1)",Andaman & Nicobar
36,Telangana,Rural,Screened,48.4,46.4,50.4,,Total,"48.4 (46.4, 50.4)",Telangana
36,Telangana,Rural,Diabetes,6.3,6,6.6,,Total,"6.3 (6, 6.6)",Telangana
36,Telangana,Urban,Screened,60.6,57.3,63.9,,Total,"60.6 (57.3, 63.9)",Telangana
36,Telangana,Urban,Diabetes,11.4,10.5,12.3,,Total,"11.4 (10.5, 12.3)",Telangana
37,Ladakh,Rural,Screened,53.7,47.8,59.7,,Total,"53.7 (47.8, 59.7)",Ladakh
37,Ladakh,Rural,Diabetes,6.3,2.9,9.7,,Total,"6.3 (2.9, 9.7)",Ladakh
37,Ladakh,Urban,Screened,58.9,46.9,70.8,,Total,"58.9 (46.9, 70.8)",Ladakh
37,Ladakh,Urban,Diabetes,9.7,1.3,18.1,,Total,"9.7 (1.3, 18.1)",Ladakh
1,Jammu & Kashmir,Rural,Screened,55.8,53.5,58.2,sex,Female,"55.8 (53.5, 58.2)",Jammu & Kashmir
1,Jammu & Kashmir,Rural,Diabetes,4.5,4,5,sex,Female,"4.5 (4, 5)",Jammu & Kashmir
1,Jammu & Kashmir,Rural,Screened,47.9,45.4,50.3,sex,Male,"47.9 (45.4, 50.3)",Jammu & Kashmir
1,Jammu & Kashmir,Rural,Diabetes,3.3,2.9,3.7,sex,Male,"3.3 (2.9, 3.7)",Jammu & Kashmir
1,Jammu & Kashmir,Urban,Screened,60.7,56.2,65.2,sex,Female,"60.7 (56.2, 65.2)",Jammu & Kashmir
1,Jammu & Kashmir,Urban,Diabetes,5.8,4.7,6.8,sex,Female,"5.8 (4.7, 6.8)",Jammu & Kashmir
1,Jammu & Kashmir,Urban,Screened,52.1,47.4,56.8,sex,Male,"52.1 (47.4, 56.8)",Jammu & Kashmir
1,Jammu & Kashmir,Urban,Diabetes,4.1,3.3,4.9,sex,Male,"4.1 (3.3, 4.9)",Jammu & Kashmir
2,Himachal Pradesh,Rural,Screened,56.5,54.2,58.8,sex,Female,"56.5 (54.2, 58.8)",Himachal Pradesh
2,Himachal Pradesh,Rural,Diabetes,6.3,5.5,7.2,sex,Female,"6.3 (5.5, 7.2)",Himachal Pradesh
2,Himachal Pradesh,Rural,Screened,44.5,42.1,46.9,sex,Male,"44.5 (42.1, 46.9)",Himachal Pradesh
2,Himachal Pradesh,Rural,Diabetes,5.2,4.5,5.8,sex,Male,"5.2 (4.5, 5.8)",Himachal Pradesh
2,Himachal Pradesh,Urban,Screened,64.4,57.9,70.9,sex,Female,"64.4 (57.9, 70.9)",Himachal Pradesh
2,Himachal Pradesh,Urban,Diabetes,8.2,6.1,10.3,sex,Female,"8.2 (6.1, 10.3)",Himachal Pradesh
2,Himachal Pradesh,Urban,Screened,51.8,46.1,57.5,sex,Male,"51.8 (46.1, 57.5)",Himachal Pradesh
2,Himachal Pradesh,Urban,Diabetes,6.4,4.1,8.7,sex,Male,"6.4 (4.1, 8.7)",Himachal Pradesh
3,Punjab,Rural,Screened,55.3,53,57.7,sex,Female,"55.3 (53, 57.7)",Punjab
3,Punjab,Rural,Diabetes,7.1,6.6,7.6,sex,Female,"7.1 (6.6, 7.6)",Punjab
3,Punjab,Rural,Screened,45.4,43.1,47.7,sex,Male,"45.4 (43.1, 47.7)",Punjab
3,Punjab,Rural,Diabetes,5.2,4.7,5.6,sex,Male,"5.2 (4.7, 5.6)",Punjab
3,Punjab,Urban,Screened,63,59.9,66.2,sex,Female,"63 (59.9, 66.2)",Punjab
3,Punjab,Urban,Diabetes,8.7,7.8,9.6,sex,Female,"8.7 (7.8, 9.6)",Punjab
3,Punjab,Urban,Screened,54.1,50.6,57.7,sex,Male,"54.1 (50.6, 57.7)",Punjab
3,Punjab,Urban,Diabetes,7.3,6.3,8.3,sex,Male,"7.3 (6.3, 8.3)",Punjab
4,Chandigarh,Rural,Screened,54.2,54.2,54.2,sex,Female,"54.2 (54.2, 54.2)",Chandigarh
4,Chandigarh,Rural,Diabetes,12.5,12.5,12.5,sex,Female,"12.5 (12.5, 12.5)",Chandigarh
4,Chandigarh,Rural,Screened,50,50,50,sex,Male,"50 (50, 50)",Chandigarh
4,Chandigarh,Rural,Diabetes,5,5,5,sex,Male,"5 (5, 5)",Chandigarh
4,Chandigarh,Urban,Screened,67,58.8,75.1,sex,Female,"67 (58.8, 75.1)",Chandigarh
4,Chandigarh,Urban,Diabetes,10.6,8.1,13.2,sex,Female,"10.6 (8.1, 13.2)",Chandigarh
4,Chandigarh,Urban,Screened,57.8,48.1,67.5,sex,Male,"57.8 (48.1, 67.5)",Chandigarh
4,Chandigarh,Urban,Diabetes,7.4,5.2,9.6,sex,Male,"7.4 (5.2, 9.6)",Chandigarh
5,Uttarakhand,Rural,Screened,35.6,32.9,38.4,sex,Female,"35.6 (32.9, 38.4)",Uttarakhand
5,Uttarakhand,Rural,Diabetes,4,3.5,4.5,sex,Female,"4 (3.5, 4.5)",Uttarakhand
5,Uttarakhand,Rural,Screened,32.5,29.9,35.1,sex,Male,"32.5 (29.9, 35.1)",Uttarakhand
5,Uttarakhand,Rural,Diabetes,5.5,4.8,6.2,sex,Male,"5.5 (4.8, 6.2)",Uttarakhand
5,Uttarakhand,Urban,Screened,52.7,47.1,58.4,sex,Female,"52.7 (47.1, 58.4)",Uttarakhand
5,Uttarakhand,Urban,Diabetes,9,7.6,10.3,sex,Female,"9 (7.6, 10.3)",Uttarakhand
5,Uttarakhand,Urban,Screened,44.6,39.5,49.7,sex,Male,"44.6 (39.5, 49.7)",Uttarakhand
5,Uttarakhand,Urban,Diabetes,9.3,7.5,11,sex,Male,"9.3 (7.5, 11)",Uttarakhand
6,Haryana,Rural,Screened,45.7,43.8,47.6,sex,Female,"45.7 (43.8, 47.6)",Haryana
6,Haryana,Rural,Diabetes,5.1,4.5,5.6,sex,Female,"5.1 (4.5, 5.6)",Haryana
6,Haryana,Rural,Screened,35.3,33.5,37,sex,Male,"35.3 (33.5, 37)",Haryana
6,Haryana,Rural,Diabetes,4.8,4.3,5.3,sex,Male,"4.8 (4.3, 5.3)",Haryana
6,Haryana,Urban,Screened,55.7,53,58.5,sex,Female,"55.7 (53, 58.5)",Haryana
6,Haryana,Urban,Diabetes,8.1,7,9.2,sex,Female,"8.1 (7, 9.2)",Haryana
6,Haryana,Urban,Screened,45.6,42.7,48.5,sex,Male,"45.6 (42.7, 48.5)",Haryana
6,Haryana,Urban,Diabetes,7.4,6.4,8.5,sex,Male,"7.4 (6.4, 8.5)",Haryana
7,Nct Of Delhi,Rural,Screened,73.9,59.6,88.3,sex,Female,"73.9 (59.6, 88.3)",Delhi
7,Nct Of Delhi,Rural,Diabetes,6,0.2,11.8,sex,Female,"6 (0.2, 11.8)",Delhi
7,Nct Of Delhi,Rural,Screened,65.9,52.2,79.5,sex,Male,"65.9 (52.2, 79.5)",Delhi
7,Nct Of Delhi,Rural,Diabetes,6.4,2.5,10.3,sex,Male,"6.4 (2.5, 10.3)",Delhi
7,Nct Of Delhi,Urban,Screened,62.8,60.6,65,sex,Female,"62.8 (60.6, 65)",Delhi
7,Nct Of Delhi,Urban,Diabetes,7.8,7.2,8.4,sex,Female,"7.8 (7.2, 8.4)",Delhi
7,Nct Of Delhi,Urban,Screened,53.3,50.8,55.9,sex,Male,"53.3 (50.8, 55.9)",Delhi
7,Nct Of Delhi,Urban,Diabetes,7.6,7,8.3,sex,Male,"7.6 (7, 8.3)",Delhi
8,Rajasthan,Rural,Screened,17.7,16.2,19.2,sex,Female,"17.7 (16.2, 19.2)",Rajasthan
8,Rajasthan,Rural,Diabetes,2.3,2,2.5,sex,Female,"2.3 (2, 2.5)",Rajasthan
8,Rajasthan,Rural,Screened,15.2,13.9,16.6,sex,Male,"15.2 (13.9, 16.6)",Rajasthan
8,Rajasthan,Rural,Diabetes,2.4,2.1,2.7,sex,Male,"2.4 (2.1, 2.7)",Rajasthan
8,Rajasthan,Urban,Screened,28.9,26.1,31.8,sex,Female,"28.9 (26.1, 31.8)",Rajasthan
8,Rajasthan,Urban,Diabetes,4.7,3.9,5.4,sex,Female,"4.7 (3.9, 5.4)",Rajasthan
8,Rajasthan,Urban,Screened,26,23.3,28.8,sex,Male,"26 (23.3, 28.8)",Rajasthan
8,Rajasthan,Urban,Diabetes,4.7,3.9,5.6,sex,Male,"4.7 (3.9, 5.6)",Rajasthan
9,Uttar Pradesh,Rural,Screened,24.9,23.9,25.8,sex,Female,"24.9 (23.9, 25.8)",Uttar Pradesh
9,Uttar Pradesh,Rural,Diabetes,4.4,4.1,4.6,sex,Female,"4.4 (4.1, 4.6)",Uttar Pradesh
9,Uttar Pradesh,Rural,Screened,22.2,21.3,23,sex,Male,"22.2 (21.3, 23)",Uttar Pradesh
9,Uttar Pradesh,Rural,Diabetes,4.2,3.9,4.5,sex,Male,"4.2 (3.9, 4.5)",Uttar Pradesh
9,Uttar Pradesh,Urban,Screened,34.5,32.3,36.6,sex,Female,"34.5 (32.3, 36.6)",Uttar Pradesh
9,Uttar Pradesh,Urban,Diabetes,5.5,4.9,6,sex,Female,"5.5 (4.9, 6)",Uttar Pradesh
9,Uttar Pradesh,Urban,Screened,29.6,27.7,31.5,sex,Male,"29.6 (27.7, 31.5)",Uttar Pradesh
9,Uttar Pradesh,Urban,Diabetes,5.7,5.2,6.3,sex,Male,"5.7 (5.2, 6.3)",Uttar Pradesh
10,Bihar,Rural,Screened,13.1,12.3,13.9,sex,Female,"13.1 (12.3, 13.9)",Bihar
10,Bihar,Rural,Diabetes,4.3,4,4.6,sex,Female,"4.3 (4, 4.6)",Bihar
10,Bihar,Rural,Screened,14.3,13.6,15,sex,Male,"14.3 (13.6, 15)",Bihar
10,Bihar,Rural,Diabetes,5.1,4.7,5.4,sex,Male,"5.1 (4.7, 5.4)",Bihar
10,Bihar,Urban,Screened,28.2,24.4,31.9,sex,Female,"28.2 (24.4, 31.9)",Bihar
10,Bihar,Urban,Diabetes,8.6,7.4,9.8,sex,Female,"8.6 (7.4, 9.8)",Bihar
10,Bihar,Urban,Screened,27.1,23.9,30.3,sex,Male,"27.1 (23.9, 30.3)",Bihar
10,Bihar,Urban,Diabetes,8.1,6.5,9.7,sex,Male,"8.1 (6.5, 9.7)",Bihar
11,Sikkim,Rural,Screened,40,36.7,43.3,sex,Female,"40 (36.7, 43.3)",Sikkim
11,Sikkim,Rural,Diabetes,4.4,3.4,5.4,sex,Female,"4.4 (3.4, 5.4)",Sikkim
11,Sikkim,Rural,Screened,32.4,29.5,35.2,sex,Male,"32.4 (29.5, 35.2)",Sikkim
11,Sikkim,Rural,Diabetes,4.8,3.7,6,sex,Male,"4.8 (3.7, 6)",Sikkim
11,Sikkim,Urban,Screened,41.5,31.9,51.1,sex,Female,"41.5 (31.9, 51.1)",Sikkim
11,Sikkim,Urban,Diabetes,7.4,4.8,9.9,sex,Female,"7.4 (4.8, 9.9)",Sikkim
11,Sikkim,Urban,Screened,39.4,30.8,48,sex,Male,"39.4 (30.8, 48)",Sikkim
11,Sikkim,Urban,Diabetes,6.8,3.5,10.1,sex,Male,"6.8 (3.5, 10.1)",Sikkim
12,Arunachal Pradesh,Rural,Screened,30.7,28.4,33,sex,Female,"30.7 (28.4, 33)",Arunachal Pradesh
12,Arunachal Pradesh,Rural,Diabetes,2.8,2.3,3.4,sex,Female,"2.8 (2.3, 3.4)",Arunachal Pradesh
12,Arunachal Pradesh,Rural,Screened,29,26.7,31.2,sex,Male,"29 (26.7, 31.2)",Arunachal Pradesh
12,Arunachal Pradesh,Rural,Diabetes,3.4,2.7,4,sex,Male,"3.4 (2.7, 4)",Arunachal Pradesh
12,Arunachal Pradesh,Urban,Screened,37.1,32.9,41.2,sex,Female,"37.1 (32.9, 41.2)",Arunachal Pradesh
12,Arunachal Pradesh,Urban,Diabetes,5.9,4.5,7.4,sex,Female,"5.9 (4.5, 7.4)",Arunachal Pradesh
12,Arunachal Pradesh,Urban,Screened,34.7,30.5,38.9,sex,Male,"34.7 (30.5, 38.9)",Arunachal Pradesh
12,Arunachal Pradesh,Urban,Diabetes,6.3,4.9,7.8,sex,Male,"6.3 (4.9, 7.8)",Arunachal Pradesh
13,Nagaland,Rural,Screened,16.1,13,19.2,sex,Female,"16.1 (13, 19.2)",Nagaland
