REGCODE,REGNAME,n5_state,v024,variable,estimate,lci,uci,strata,est_ci
21,Jammu,Jammu & Kashmir,1,Screened,50.7,43.6,57.8,Total,"50.7 (43.6, 57.8)"
21,Jammu,Jammu & Kashmir,1,Diabetes,5.2,3.8,6.6,Total,"5.2 (3.8, 6.6)"
22,Samba,Jammu & Kashmir,1,Screened,43.1,35.3,50.8,Total,"43.1 (35.3, 50.8)"
22,Samba,Jammu & Kashmir,1,Diabetes,4.4,3,5.7,Total,"4.4 (3, 5.7)"
23,Chamba,Himachal Pradesh,2,Screened,44.6,39.1,50.1,Total,"44.6 (39.1, 50.1)"
23,Chamba,Himachal Pradesh,2,Diabetes,4.1,2.7,5.4,Total,"4.1 (2.7, 5.4)"
24,Kangra,Himachal Pradesh,2,Screened,49.2,42.7,55.7,Total,"49.2 (42.7, 55.7)"
24,Kangra,Himachal Pradesh,2,Diabetes,7.8,6.6,9,Total,"7.8 (6.6, 9)"
25,Lahul & Spiti,Himachal Pradesh,2,Screened,50.4,45.1,55.7,Total,"50.4 (45.1, 55.7)"
25,Lahul & Spiti,Himachal Pradesh,2,Diabetes,1.5,0.9,2.1,Total,"1.5 (0.9, 2.1)"
26,Kullu,Himachal Pradesh,2,Screened,47,41.7,52.3,Total,"47 (41.7, 52.3)"
26,Kullu,Himachal Pradesh,2,Diabetes,7.3,3.8,10.9,Total,"7.3 (3.8, 10.9)"
27,Mandi,Himachal Pradesh,2,Screened,54.7,48.7,60.6,Total,"54.7 (48.7, 60.6)"
27,Mandi,Himachal Pradesh,2,Diabetes,4.7,3.3,6.1,Total,"4.7 (3.3, 6.1)"
28,Hamirpur,Himachal Pradesh,2,Screened,58.3,53.9,62.8,Total,"58.3 (53.9, 62.8)"
28,Hamirpur,Himachal Pradesh,2,Diabetes,9.5,7.6,11.4,Total,"9.5 (7.6, 11.4)"
29,Una,Himachal Pradesh,2,Screened,48.1,44.4,51.8,Total,"48.1 (44.4, 51.8)"
29,Una,Himachal Pradesh,2,Diabetes,9.6,7.8,11.4,Total,"9.6 (7.8, 11.4)"
30,Bilaspur,Himachal Pradesh,2,Screened,48,43.7,52.3,Total,"48 (43.7, 52.3)"
30,Bilaspur,Himachal Pradesh,2,Diabetes,5.1,4.1,6,Total,"5.1 (4.1, 6)"
31,Solan,Himachal Pradesh,2,Screened,47.4,43.6,51.2,Total,"47.4 (43.6, 51.2)"
31,Solan,Himachal Pradesh,2,Diabetes,4,3.2,4.8,Total,"4 (3.2, 4.8)"
32,Sirmaur,Himachal Pradesh,2,Screened,56.3,52.3,60.3,Total,"56.3 (52.3, 60.3)"
32,Sirmaur,Himachal Pradesh,2,Diabetes,5.5,3.8,7.3,Total,"5.5 (3.8, 7.3)"
33,Shimla,Himachal Pradesh,2,Screened,60.6,55.2,66.1,Total,"60.6 (55.2, 66.1)"
33,Shimla,Himachal Pradesh,2,Diabetes,3.6,2.5,4.8,Total,"3.6 (2.5, 4.8)"
34,Kinnaur,Himachal Pradesh,2,Screened,61.2,55.9,66.4,Total,"61.2 (55.9, 66.4)"
34,Kinnaur,Himachal Pradesh,2,Diabetes,3.2,2.4,4.1,Total,"3.2 (2.4, 4.1)"
36,Kapurthala,Punjab,3,Screened,58.8,52.8,64.9,Total,"58.8 (52.8, 64.9)"
36,Kapurthala,Punjab,3,Diabetes,7,5.8,8.2,Total,"7 (5.8, 8.2)"
37,Jalandhar,Punjab,3,Screened,58,50.6,65.3,Total,"58 (50.6, 65.3)"
37,Jalandhar,Punjab,3,Diabetes,7.9,6.4,9.4,Total,"7.9 (6.4, 9.4)"
38,Hoshiarpur,Punjab,3,Screened,60.5,53.3,67.6,Total,"60.5 (53.3, 67.6)"
38,Hoshiarpur,Punjab,3,Diabetes,5,3.8,6.1,Total,"5 (3.8, 6.1)"
39,Shahid Bhagat Singh Nagar,Punjab,3,Screened,61.3,54,68.6,Total,"61.3 (54, 68.6)"
39,Shahid Bhagat Singh Nagar,Punjab,3,Diabetes,5.3,4,6.5,Total,"5.3 (4, 6.5)"
40,Fatehgarh Sahib,Punjab,3,Screened,62.5,55.9,69,Total,"62.5 (55.9, 69)"
40,Fatehgarh Sahib,Punjab,3,Diabetes,8.2,6.9,9.6,Total,"8.2 (6.9, 9.6)"
41,Ludhiana,Punjab,3,Screened,68.7,61.7,75.6,Total,"68.7 (61.7, 75.6)"
41,Ludhiana,Punjab,3,Diabetes,7.4,5.6,9.2,Total,"7.4 (5.6, 9.2)"
42,Moga,Punjab,3,Screened,46.8,39.2,54.5,Total,"46.8 (39.2, 54.5)"
42,Moga,Punjab,3,Diabetes,5.8,4.8,6.7,Total,"5.8 (4.8, 6.7)"
44,Muktsar,Punjab,3,Screened,38.4,31.5,45.3,Total,"38.4 (31.5, 45.3)"
44,Muktsar,Punjab,3,Diabetes,5.4,4.4,6.5,Total,"5.4 (4.4, 6.5)"
45,Faridkot,Punjab,3,Screened,36.8,32.3,41.3,Total,"36.8 (32.3, 41.3)"
45,Faridkot,Punjab,3,Diabetes,8.5,6.4,10.6,Total,"8.5 (6.4, 10.6)"
46,Bathinda,Punjab,3,Screened,37.4,32,42.7,Total,"37.4 (32, 42.7)"
46,Bathinda,Punjab,3,Diabetes,7.6,6,9.1,Total,"7.6 (6, 9.1)"
47,Mansa,Punjab,3,Screened,24.6,20.1,29.1,Total,"24.6 (20.1, 29.1)"
47,Mansa,Punjab,3,Diabetes,4.8,3.5,6.1,Total,"4.8 (3.5, 6.1)"
48,Patiala,Punjab,3,Screened,67.5,61.4,73.6,Total,"67.5 (61.4, 73.6)"
48,Patiala,Punjab,3,Diabetes,8.2,6.4,10,Total,"8.2 (6.4, 10)"
49,Amritsar,Punjab,3,Screened,57,50.8,63.3,Total,"57 (50.8, 63.3)"
49,Amritsar,Punjab,3,Diabetes,6.4,4.7,8.2,Total,"6.4 (4.7, 8.2)"
50,Tarn Taran,Punjab,3,Screened,63.2,55.9,70.5,Total,"63.2 (55.9, 70.5)"
50,Tarn Taran,Punjab,3,Diabetes,4.5,3.6,5.4,Total,"4.5 (3.6, 5.4)"
51,Rupnagar,Punjab,3,Screened,69.4,63.7,75.2,Total,"69.4 (63.7, 75.2)"
51,Rupnagar,Punjab,3,Diabetes,9,7.5,10.5,Total,"9 (7.5, 10.5)"
52,Sahibzada Ajit Singh Nagar,Punjab,3,Screened,62.6,54.5,70.7,Total,"62.6 (54.5, 70.7)"
52,Sahibzada Ajit Singh Nagar,Punjab,3,Diabetes,8.4,7,9.7,Total,"8.4 (7, 9.7)"
53,Sangrur,Punjab,3,Screened,31,26.7,35.3,Total,"31 (26.7, 35.3)"
53,Sangrur,Punjab,3,Diabetes,6,4.6,7.5,Total,"6 (4.6, 7.5)"
54,Barnala,Punjab,3,Screened,48.4,39.7,57.2,Total,"48.4 (39.7, 57.2)"
54,Barnala,Punjab,3,Diabetes,6.8,5.4,8.3,Total,"6.8 (5.4, 8.3)"
55,Chandigarh,Chandigarh,4,Screened,62.9,54.8,71,Total,"62.9 (54.8, 71)"
55,Chandigarh,Chandigarh,4,Diabetes,9.3,7.4,11.1,Total,"9.3 (7.4, 11.1)"
56,Uttarkashi,Uttarakhand,5,Screened,30,21.7,38.3,Total,"30 (21.7, 38.3)"
56,Uttarkashi,Uttarakhand,5,Diabetes,2.7,1.9,3.5,Total,"2.7 (1.9, 3.5)"
57,Chamoli,Uttarakhand,5,Screened,30.6,24.4,36.8,Total,"30.6 (24.4, 36.8)"
57,Chamoli,Uttarakhand,5,Diabetes,3,2.1,3.9,Total,"3 (2.1, 3.9)"
58,Rudraprayag,Uttarakhand,5,Screened,23.9,19.3,28.5,Total,"23.9 (19.3, 28.5)"
58,Rudraprayag,Uttarakhand,5,Diabetes,3.7,2.7,4.7,Total,"3.7 (2.7, 4.7)"
59,Tehri Garhwal,Uttarakhand,5,Screened,22.1,18.2,25.9,Total,"22.1 (18.2, 25.9)"
59,Tehri Garhwal,Uttarakhand,5,Diabetes,4.3,3.1,5.4,Total,"4.3 (3.1, 5.4)"
60,Dehradun,Uttarakhand,5,Screened,59,51.1,66.9,Total,"59 (51.1, 66.9)"
60,Dehradun,Uttarakhand,5,Diabetes,8.3,6.5,10.1,Total,"8.3 (6.5, 10.1)"
61,Garhwal,Uttarakhand,5,Screened,31.7,25.6,37.8,Total,"31.7 (25.6, 37.8)"
61,Garhwal,Uttarakhand,5,Diabetes,5.5,3.8,7.2,Total,"5.5 (3.8, 7.2)"
62,Pithoragarh,Uttarakhand,5,Screened,27.1,21.3,32.9,Total,"27.1 (21.3, 32.9)"
62,Pithoragarh,Uttarakhand,5,Diabetes,2.9,2.1,3.8,Total,"2.9 (2.1, 3.8)"
63,Bageshwar,Uttarakhand,5,Screened,28.2,22.7,33.7,Total,"28.2 (22.7, 33.7)"
63,Bageshwar,Uttarakhand,5,Diabetes,3.4,2.6,4.1,Total,"3.4 (2.6, 4.1)"
64,Almora,Uttarakhand,5,Screened,46.3,41.4,51.3,Total,"46.3 (41.4, 51.3)"
64,Almora,Uttarakhand,5,Diabetes,4.4,3.2,5.6,Total,"4.4 (3.2, 5.6)"
65,Champawat,Uttarakhand,5,Screened,26.7,20.5,32.9,Total,"26.7 (20.5, 32.9)"
65,Champawat,Uttarakhand,5,Diabetes,4.5,3.1,5.8,Total,"4.5 (3.1, 5.8)"
66,Nainital,Uttarakhand,5,Screened,54.2,48.7,59.7,Total,"54.2 (48.7, 59.7)"
66,Nainital,Uttarakhand,5,Diabetes,7.4,5.8,9,Total,"7.4 (5.8, 9)"
67,Udham Singh Nagar,Uttarakhand,5,Screened,34.8,29.4,40.3,Total,"34.8 (29.4, 40.3)"
67,Udham Singh Nagar,Uttarakhand,5,Diabetes,7.1,5.6,8.5,Total,"7.1 (5.6, 8.5)"
68,Hardwar,Uttarakhand,5,Screened,33.6,27.6,39.7,Total,"33.6 (27.6, 39.7)"
68,Hardwar,Uttarakhand,5,Diabetes,6.6,5.1,8.1,Total,"6.6 (5.1, 8.1)"
69,Panchkula,Haryana,6,Screened,65.4,56.9,73.8,Total,"65.4 (56.9, 73.8)"
69,Panchkula,Haryana,6,Diabetes,7.3,5.8,8.7,Total,"7.3 (5.8, 8.7)"
70,Ambala,Haryana,6,Screened,41,35.9,46,Total,"41 (35.9, 46)"
70,Ambala,Haryana,6,Diabetes,5.9,4.5,7.3,Total,"5.9 (4.5, 7.3)"
71,Yamunanagar,Haryana,6,Screened,41.4,35.3,47.5,Total,"41.4 (35.3, 47.5)"
71,Yamunanagar,Haryana,6,Diabetes,7.7,6.3,9,Total,"7.7 (6.3, 9)"
72,Kurukshetra,Haryana,6,Screened,45.8,40.6,51,Total,"45.8 (40.6, 51)"
72,Kurukshetra,Haryana,6,Diabetes,8.6,7.1,10.1,Total,"8.6 (7.1, 10.1)"
73,Kaithal,Haryana,6,Screened,61.9,55.4,68.4,Total,"61.9 (55.4, 68.4)"
73,Kaithal,Haryana,6,Diabetes,5.2,3.9,6.5,Total,"5.2 (3.9, 6.5)"
74,Karnal,Haryana,6,Screened,56.8,51.9,61.7,Total,"56.8 (51.9, 61.7)"
74,Karnal,Haryana,6,Diabetes,5.2,4.1,6.2,Total,"5.2 (4.1, 6.2)"
75,Panipat,Haryana,6,Screened,42.2,37.6,46.7,Total,"42.2 (37.6, 46.7)"
75,Panipat,Haryana,6,Diabetes,7.8,5.1,10.5,Total,"7.8 (5.1, 10.5)"
76,Sonipat,Haryana,6,Screened,47.9,42.8,53,Total,"47.9 (42.8, 53)"
76,Sonipat,Haryana,6,Diabetes,5.4,4,6.8,Total,"5.4 (4, 6.8)"
77,Jind,Haryana,6,Screened,42.6,38.1,47.1,Total,"42.6 (38.1, 47.1)"
77,Jind,Haryana,6,Diabetes,4.5,3.6,5.3,Total,"4.5 (3.6, 5.3)"
78,Fatehabad,Haryana,6,Screened,39.3,34.3,44.3,Total,"39.3 (34.3, 44.3)"
78,Fatehabad,Haryana,6,Diabetes,5.9,4.5,7.2,Total,"5.9 (4.5, 7.2)"
79,Sirsa,Haryana,6,Screened,26.2,18.3,34.1,Total,"26.2 (18.3, 34.1)"
79,Sirsa,Haryana,6,Diabetes,11.6,7.8,15.5,Total,"11.6 (7.8, 15.5)"
80,Hisar,Haryana,6,Screened,45.3,39.4,51.3,Total,"45.3 (39.4, 51.3)"
80,Hisar,Haryana,6,Diabetes,9.5,6.8,12.2,Total,"9.5 (6.8, 12.2)"
82,Rohtak,Haryana,6,Screened,56.6,50,63.3,Total,"56.6 (50, 63.3)"
82,Rohtak,Haryana,6,Diabetes,11.5,6.9,16.1,Total,"11.5 (6.9, 16.1)"
83,Jhajjar,Haryana,6,Screened,52.7,47.2,58.2,Total,"52.7 (47.2, 58.2)"
83,Jhajjar,Haryana,6,Diabetes,4.7,3.8,5.6,Total,"4.7 (3.8, 5.6)"
84,Mahendragarh,Haryana,6,Screened,35.5,30.4,40.6,Total,"35.5 (30.4, 40.6)"
84,Mahendragarh,Haryana,6,Diabetes,3.6,2.6,4.6,Total,"3.6 (2.6, 4.6)"
85,Rewari,Haryana,6,Screened,34.9,30,39.9,Total,"34.9 (30, 39.9)"
85,Rewari,Haryana,6,Diabetes,3,2.2,3.9,Total,"3 (2.2, 3.9)"
86,Gurgaon,Haryana,6,Screened,48.4,39.1,57.7,Total,"48.4 (39.1, 57.7)"
86,Gurgaon,Haryana,6,Diabetes,3.2,2.2,4.1,Total,"3.2 (2.2, 4.1)"
87,Mewat,Haryana,6,Screened,27.7,21.7,33.6,Total,"27.7 (21.7, 33.6)"
87,Mewat,Haryana,6,Diabetes,1.8,1.1,2.5,Total,"1.8 (1.1, 2.5)"
88,Faridabad,Haryana,6,Screened,47.8,41.2,54.5,Total,"47.8 (41.2, 54.5)"
88,Faridabad,Haryana,6,Diabetes,4.7,3.6,5.9,Total,"4.7 (3.6, 5.9)"
89,Palwal,Haryana,6,Screened,33.5,27.5,39.5,Total,"33.5 (27.5, 39.5)"
89,Palwal,Haryana,6,Diabetes,3.8,3,4.6,Total,"3.8 (3, 4.6)"
99,Ganganagar,Rajasthan,8,Screened,20,14.2,25.7,Total,"20 (14.2, 25.7)"
99,Ganganagar,Rajasthan,8,Diabetes,6.2,3.9,8.4,Total,"6.2 (3.9, 8.4)"
100,Hanumangarh,Rajasthan,8,Screened,21.1,15.2,27,Total,"21.1 (15.2, 27)"
100,Hanumangarh,Rajasthan,8,Diabetes,5.5,3.6,7.4,Total,"5.5 (3.6, 7.4)"
101,Bikaner,Rajasthan,8,Screened,21.4,15.1,27.8,Total,"21.4 (15.1, 27.8)"
101,Bikaner,Rajasthan,8,Diabetes,3.9,2.1,5.6,Total,"3.9 (2.1, 5.6)"
102,Churu,Rajasthan,8,Screened,17.1,12.3,22,Total,"17.1 (12.3, 22)"
102,Churu,Rajasthan,8,Diabetes,4.4,2.8,6,Total,"4.4 (2.8, 6)"
103,Jhunjhunun,Rajasthan,8,Screened,15,11.7,18.3,Total,"15 (11.7, 18.3)"
103,Jhunjhunun,Rajasthan,8,Diabetes,5.2,3.6,6.8,Total,"5.2 (3.6, 6.8)"
104,Alwar,Rajasthan,8,Screened,16.5,13,20,Total,"16.5 (13, 20)"
104,Alwar,Rajasthan,8,Diabetes,2.3,1.5,3,Total,"2.3 (1.5, 3)"
105,Bharatpur,Rajasthan,8,Screened,12.5,9.6,15.4,Total,"12.5 (9.6, 15.4)"
105,Bharatpur,Rajasthan,8,Diabetes,2.7,1.9,3.5,Total,"2.7 (1.9, 3.5)"
106,Dhaulpur,Rajasthan,8,Screened,9.7,5.6,13.8,Total,"9.7 (5.6, 13.8)"
106,Dhaulpur,Rajasthan,8,Diabetes,1.6,0.7,2.4,Total,"1.6 (0.7, 2.4)"
107,Karauli,Rajasthan,8,Screened,10.1,6.5,13.7,Total,"10.1 (6.5, 13.7)"
107,Karauli,Rajasthan,8,Diabetes,1.3,0.8,1.7,Total,"1.3 (0.8, 1.7)"
108,Sawai Madhopur,Rajasthan,8,Screened,25.2,17.3,33.2,Total,"25.2 (17.3, 33.2)"
108,Sawai Madhopur,Rajasthan,8,Diabetes,2.2,1.5,2.9,Total,"2.2 (1.5, 2.9)"
109,Dausa,Rajasthan,8,Screened,15.8,11.6,19.9,Total,"15.8 (11.6, 19.9)"
109,Dausa,Rajasthan,8,Diabetes,1.5,1,2.1,Total,"1.5 (1, 2.1)"
110,Jaipur,Rajasthan,8,Screened,22.5,15.6,29.4,Total,"22.5 (15.6, 29.4)"
110,Jaipur,Rajasthan,8,Diabetes,3.4,2.4,4.3,Total,"3.4 (2.4, 4.3)"
111,Sikar,Rajasthan,8,Screened,22.8,18.1,27.4,Total,"22.8 (18.1, 27.4)"
111,Sikar,Rajasthan,8,Diabetes,4.1,2.8,5.4,Total,"4.1 (2.8, 5.4)"
112,Nagaur,Rajasthan,8,Screened,16.8,13.5,20.2,Total,"16.8 (13.5, 20.2)"
112,Nagaur,Rajasthan,8,Diabetes,1.7,1.2,2.2,Total,"1.7 (1.2, 2.2)"
113,Jodhpur,Rajasthan,8,Screened,19.9,14.5,25.2,Total,"19.9 (14.5, 25.2)"
113,Jodhpur,Rajasthan,8,Diabetes,3.6,1.8,5.4,Total,"3.6 (1.8, 5.4)"
114,Jaisalmer,Rajasthan,8,Screened,16.3,11.7,20.8,Total,"16.3 (11.7, 20.8)"
114,Jaisalmer,Rajasthan,8,Diabetes,1.9,0.9,2.8,Total,"1.9 (0.9, 2.8)"
115,Barmer,Rajasthan,8,Screened,17.7,10.9,24.6,Total,"17.7 (10.9, 24.6)"
115,Barmer,Rajasthan,8,Diabetes,1,0.5,1.5,Total,"1 (0.5, 1.5)"
116,Jalor,Rajasthan,8,Screened,26.4,12.8,39.9,Total,"26.4 (12.8, 39.9)"
116,Jalor,Rajasthan,8,Diabetes,2.6,1.1,4.1,Total,"2.6 (1.1, 4.1)"
117,Sirohi,Rajasthan,8,Screened,8.9,3.6,14.3,Total,"8.9 (3.6, 14.3)"
117,Sirohi,Rajasthan,8,Diabetes,1.8,0.6,3,Total,"1.8 (0.6, 3)"
118,Pali,Rajasthan,8,Screened,36.4,27.7,45.1,Total,"36.4 (27.7, 45.1)"
118,Pali,Rajasthan,8,Diabetes,3.9,1.8,6.1,Total,"3.9 (1.8, 6.1)"
119,Ajmer,Rajasthan,8,Screened,18.5,11.8,25.3,Total,"18.5 (11.8, 25.3)"
119,Ajmer,Rajasthan,8,Diabetes,3.1,2.3,4,Total,"3.1 (2.3, 4)"
120,Tonk,Rajasthan,8,Screened,17.9,11.5,24.2,Total,"17.9 (11.5, 24.2)"
120,Tonk,Rajasthan,8,Diabetes,1.8,1.3,2.3,Total,"1.8 (1.3, 2.3)"
121,Bundi,Rajasthan,8,Screened,15.8,9.3,22.2,Total,"15.8 (9.3, 22.2)"
121,Bundi,Rajasthan,8,Diabetes,1.6,1.1,2.1,Total,"1.6 (1.1, 2.1)"
122,Bhilwara,Rajasthan,8,Screened,7.9,4.9,10.9,Total,"7.9 (4.9, 10.9)"
122,Bhilwara,Rajasthan,8,Diabetes,2.1,1,3.1,Total,"2.1 (1, 3.1)"
123,Rajsamand,Rajasthan,8,Screened,17.5,11.5,23.5,Total,"17.5 (11.5, 23.5)"
123,Rajsamand,Rajasthan,8,Diabetes,2,1.4,2.6,Total,"2 (1.4, 2.6)"
124,Dungarpur,Rajasthan,8,Screened,28.2,21,35.4,Total,"28.2 (21, 35.4)"
124,Dungarpur,Rajasthan,8,Diabetes,3.4,1.7,5,Total,"3.4 (1.7, 5)"
125,Banswara,Rajasthan,8,Screened,14.2,6.8,21.5,Total,"14.2 (6.8, 21.5)"
125,Banswara,Rajasthan,8,Diabetes,1,0.5,1.5,Total,"1 (0.5, 1.5)"
126,Chittaurgarh,Rajasthan,8,Screened,21.4,13.4,29.4,Total,"21.4 (13.4, 29.4)"
126,Chittaurgarh,Rajasthan,8,Diabetes,1.8,1.2,2.4,Total,"1.8 (1.2, 2.4)"
127,Kota,Rajasthan,8,Screened,28.5,20.6,36.3,Total,"28.5 (20.6, 36.3)"
127,Kota,Rajasthan,8,Diabetes,1.9,1.3,2.4,Total,"1.9 (1.3, 2.4)"
128,Baran,Rajasthan,8,Screened,13,7.6,18.5,Total,"13 (7.6, 18.5)"
128,Baran,Rajasthan,8,Diabetes,1.4,0.9,1.9,Total,"1.4 (0.9, 1.9)"
129,Jhalawar,Rajasthan,8,Screened,10,4.9,15.1,Total,"10 (4.9, 15.1)"
129,Jhalawar,Rajasthan,8,Diabetes,1,0.6,1.5,Total,"1 (0.6, 1.5)"
130,Udaipur,Rajasthan,8,Screened,26.5,18.3,34.7,Total,"26.5 (18.3, 34.7)"
130,Udaipur,Rajasthan,8,Diabetes,4.6,2.3,6.8,Total,"4.6 (2.3, 6.8)"
131,Pratapgarh,Rajasthan,8,Screened,5.4,3.5,7.2,Total,"5.4 (3.5, 7.2)"
131,Pratapgarh,Rajasthan,8,Diabetes,1.3,0.8,1.7,Total,"1.3 (0.8, 1.7)"
132,Saharanpur,Uttar Pradesh,9,Screened,29.5,23.3,35.6,Total,"29.5 (23.3, 35.6)"
132,Saharanpur,Uttar Pradesh,9,Diabetes,1.9,1.3,2.4,Total,"1.9 (1.3, 2.4)"
134,Bijnor,Uttar Pradesh,9,Screened,33.8,28.2,39.4,Total,"33.8 (28.2, 39.4)"
134,Bijnor,Uttar Pradesh,9,Diabetes,5.2,4.1,6.3,Total,"5.2 (4.1, 6.3)"
136,Rampur,Uttar Pradesh,9,Screened,18.2,13.2,23.1,Total,"18.2 (13.2, 23.1)"
136,Rampur,Uttar Pradesh,9,Diabetes,4.6,3.2,5.9,Total,"4.6 (3.2, 5.9)"
137,Jyotiba Phule Nagar,Uttar Pradesh,9,Screened,25.9,21.5,30.3,Total,"25.9 (21.5, 30.3)"
137,Jyotiba Phule Nagar,Uttar Pradesh,9,Diabetes,3.3,1.9,4.7,Total,"3.3 (1.9, 4.7)"
138,Meerut,Uttar Pradesh,9,Screened,37.1,32.1,42.1,Total,"37.1 (32.1, 42.1)"
138,Meerut,Uttar Pradesh,9,Diabetes,6.8,5.1,8.5,Total,"6.8 (5.1, 8.5)"
139,Baghpat,Uttar Pradesh,9,Screened,32.1,26.7,37.6,Total,"32.1 (26.7, 37.6)"
139,Baghpat,Uttar Pradesh,9,Diabetes,4.4,3.5,5.2,Total,"4.4 (3.5, 5.2)"
141,Gautam Buddha Nagar,Uttar Pradesh,9,Screened,37.5,32.2,42.9,Total,"37.5 (32.2, 42.9)"
141,Gautam Buddha Nagar,Uttar Pradesh,9,Diabetes,5.6,4,7.2,Total,"5.6 (4, 7.2)"
142,Bulandshahr,Uttar Pradesh,9,Screened,32.3,26.1,38.6,Total,"32.3 (26.1, 38.6)"
142,Bulandshahr,Uttar Pradesh,9,Diabetes,3.4,2.7,4.2,Total,"3.4 (2.7, 4.2)"
143,Aligarh,Uttar Pradesh,9,Screened,23.4,18.3,28.6,Total,"23.4 (18.3, 28.6)"
143,Aligarh,Uttar Pradesh,9,Diabetes,3.6,2.4,4.8,Total,"3.6 (2.4, 4.8)"
144,Mahamaya Nagar,Uttar Pradesh,9,Screened,23.4,17,29.8,Total,"23.4 (17, 29.8)"
