state,n5_state,residence,variable,estimate,lci,uci,stratification,strata,est_ci,ST_NM
2,Himachal Pradesh,Urban,Screened,58.3,53,63.5,,Total,"58.3 (53, 63.5)",Himachal Pradesh
2,Himachal Pradesh,Urban,Diabetes,7.3,5.4,9.3,,Total,"7.3 (5.4, 9.3)",Himachal Pradesh
2,Himachal Pradesh,Urban,Diagnosed,6.2,4.5,7.9,,Total,"6.2 (4.5, 7.9)",Himachal Pradesh
2,Himachal Pradesh,Urban,Treated,5,3.6,6.3,,Total,"5 (3.6, 6.3)",Himachal Pradesh
2,Himachal Pradesh,Urban,Controlled,3.4,2.2,4.7,,Total,"3.4 (2.2, 4.7)",Himachal Pradesh
3,Punjab,Rural,Screened,50.7,48.5,52.9,,Total,"50.7 (48.5, 52.9)",Punjab
3,Punjab,Rural,Diabetes,6.2,5.8,6.6,,Total,"6.2 (5.8, 6.6)",Punjab
3,Punjab,Rural,Diagnosed,4.8,4.4,5.1,,Total,"4.8 (4.4, 5.1)",Punjab
3,Punjab,Rural,Treated,3.4,3.1,3.7,,Total,"3.4 (3.1, 3.7)",Punjab
3,Punjab,Rural,Controlled,2.2,1.9,2.4,,Total,"2.2 (1.9, 2.4)",Punjab
3,Punjab,Urban,Screened,58.8,55.6,62,,Total,"58.8 (55.6, 62)",Punjab
3,Punjab,Urban,Diabetes,8,7.2,8.8,,Total,"8 (7.2, 8.8)",Punjab
3,Punjab,Urban,Diagnosed,6.5,5.7,7.2,,Total,"6.5 (5.7, 7.2)",Punjab
3,Punjab,Urban,Treated,5,4.4,5.6,,Total,"5 (4.4, 5.6)",Punjab
3,Punjab,Urban,Controlled,2.9,2.4,3.3,,Total,"2.9 (2.4, 3.3)",Punjab
4,Chandigarh,Rural,Screened,52.3,52.3,52.3,,Total,"52.3 (52.3, 52.3)",Chandigarh
4,Chandigarh,Rural,Diabetes,9.1,9.1,9.1,,Total,"9.1 (9.1, 9.1)",Chandigarh
4,Chandigarh,Rural,Diagnosed,6.8,6.8,6.8,,Total,"6.8 (6.8, 6.8)",Chandigarh
4,Chandigarh,Rural,Treated,6.8,6.8,6.8,,Total,"6.8 (6.8, 6.8)",Chandigarh
4,Chandigarh,Rural,Controlled,2.3,2.3,2.3,,Total,"2.3 (2.3, 2.3)",Chandigarh
4,Chandigarh,Urban,Screened,63,54.8,71.2,,Total,"63 (54.8, 71.2)",Chandigarh
4,Chandigarh,Urban,Diabetes,9.3,7.4,11.2,,Total,"9.3 (7.4, 11.2)",Chandigarh
4,Chandigarh,Urban,Diagnosed,7.3,5.4,9.2,,Total,"7.3 (5.4, 9.2)",Chandigarh
4,Chandigarh,Urban,Treated,6.3,4.6,7.9,,Total,"6.3 (4.6, 7.9)",Chandigarh
4,Chandigarh,Urban,Controlled,2.7,1.6,3.8,,Total,"2.7 (1.6, 3.8)",Chandigarh
5,Uttarakhand,Rural,Screened,34.3,31.8,36.9,,Total,"34.3 (31.8, 36.9)",Uttarakhand
5,Uttarakhand,Rural,Diabetes,4.6,4.2,5.1,,Total,"4.6 (4.2, 5.1)",Uttarakhand
5,Uttarakhand,Rural,Diagnosed,3.6,3.2,4.1,,Total,"3.6 (3.2, 4.1)",Uttarakhand
5,Uttarakhand,Rural,Treated,2.3,2,2.6,,Total,"2.3 (2, 2.6)",Uttarakhand
5,Uttarakhand,Rural,Controlled,2,1.7,2.3,,Total,"2 (1.7, 2.3)",Uttarakhand
5,Uttarakhand,Urban,Screened,49.2,44.2,54.2,,Total,"49.2 (44.2, 54.2)",Uttarakhand
5,Uttarakhand,Urban,Diabetes,9.1,7.9,10.3,,Total,"9.1 (7.9, 10.3)",Uttarakhand
5,Uttarakhand,Urban,Diagnosed,7.3,6.2,8.4,,Total,"7.3 (6.2, 8.4)",Uttarakhand
5,Uttarakhand,Urban,Treated,5.5,4.5,6.4,,Total,"5.5 (4.5, 6.4)",Uttarakhand
5,Uttarakhand,Urban,Controlled,4,3.1,4.8,,Total,"4 (3.1, 4.8)",Uttarakhand
6,Haryana,Rural,Screened,40.8,39.1,42.5,,Total,"40.8 (39.1, 42.5)",Haryana
6,Haryana,Rural,Diabetes,5,4.5,5.4,,Total,"5 (4.5, 5.4)",Haryana
6,Haryana,Rural,Diagnosed,3.7,3.3,4.1,,Total,"3.7 (3.3, 4.1)",Haryana
6,Haryana,Rural,Treated,1.9,1.7,2.1,,Total,"1.9 (1.7, 2.1)",Haryana
6,Haryana,Rural,Controlled,2.2,1.8,2.6,,Total,"2.2 (1.8, 2.6)",Haryana
6,Haryana,Urban,Screened,50.8,48.2,53.4,,Total,"50.8 (48.2, 53.4)",Haryana
6,Haryana,Urban,Diabetes,7.8,6.8,8.7,,Total,"7.8 (6.8, 8.7)",Haryana
6,Haryana,Urban,Diagnosed,6.7,5.7,7.6,,Total,"6.7 (5.7, 7.6)",Haryana
6,Haryana,Urban,Treated,3.9,3.5,4.3,,Total,"3.9 (3.5, 4.3)",Haryana
6,Haryana,Urban,Controlled,4,3.2,4.8,,Total,"4 (3.2, 4.8)",Haryana
7,Nct Of Delhi,Rural,Screened,70.3,56.6,83.9,,Total,"70.3 (56.6, 83.9)",Delhi
7,Nct Of Delhi,Rural,Diabetes,6.2,1.3,11,,Total,"6.2 (1.3, 11)",Delhi
7,Nct Of Delhi,Rural,Diagnosed,4.8,0,9.6,,Total,"4.8 (0, 9.6)",Delhi
7,Nct Of Delhi,Rural,Treated,3.7,0.3,7.1,,Total,"3.7 (0.3, 7.1)",Delhi
7,Nct Of Delhi,Rural,Controlled,3.7,-1.4,8.8,,Total,"3.7 (-1.4, 8.8)",Delhi
7,Nct Of Delhi,Urban,Screened,58.5,56.3,60.6,,Total,"58.5 (56.3, 60.6)",Delhi
7,Nct Of Delhi,Urban,Diabetes,7.7,7.2,8.2,,Total,"7.7 (7.2, 8.2)",Delhi
7,Nct Of Delhi,Urban,Diagnosed,6.4,5.9,6.9,,Total,"6.4 (5.9, 6.9)",Delhi
7,Nct Of Delhi,Urban,Treated,5.4,4.9,5.8,,Total,"5.4 (4.9, 5.8)",Delhi
7,Nct Of Delhi,Urban,Controlled,3.4,3.1,3.8,,Total,"3.4 (3.1, 3.8)",Delhi
8,Rajasthan,Rural,Screened,16.5,15.1,17.9,,Total,"16.5 (15.1, 17.9)",Rajasthan
8,Rajasthan,Rural,Diabetes,2.3,2.1,2.6,,Total,"2.3 (2.1, 2.6)",Rajasthan
8,Rajasthan,Rural,Diagnosed,1.8,1.6,2.1,,Total,"1.8 (1.6, 2.1)",Rajasthan
8,Rajasthan,Rural,Treated,0.9,0.8,1,,Total,"0.9 (0.8, 1)",Rajasthan
8,Rajasthan,Rural,Controlled,1.3,1.1,1.5,,Total,"1.3 (1.1, 1.5)",Rajasthan
8,Rajasthan,Urban,Screened,27.5,24.8,30.2,,Total,"27.5 (24.8, 30.2)",Rajasthan
8,Rajasthan,Urban,Diabetes,4.7,4,5.4,,Total,"4.7 (4, 5.4)",Rajasthan
8,Rajasthan,Urban,Diagnosed,4,3.3,4.7,,Total,"4 (3.3, 4.7)",Rajasthan
8,Rajasthan,Urban,Treated,2.1,1.8,2.4,,Total,"2.1 (1.8, 2.4)",Rajasthan
8,Rajasthan,Urban,Controlled,3,2.3,3.7,,Total,"3 (2.3, 3.7)",Rajasthan
9,Uttar Pradesh,Rural,Screened,23.6,22.8,24.5,,Total,"23.6 (22.8, 24.5)",Uttar Pradesh
9,Uttar Pradesh,Rural,Diabetes,4.3,4,4.5,,Total,"4.3 (4, 4.5)",Uttar Pradesh
9,Uttar Pradesh,Rural,Diagnosed,3.2,2.9,3.4,,Total,"3.2 (2.9, 3.4)",Uttar Pradesh
9,Uttar Pradesh,Rural,Treated,1.2,1.1,1.2,,Total,"1.2 (1.1, 1.2)",Uttar Pradesh
9,Uttar Pradesh,Rural,Controlled,2.4,2.1,2.6,,Total,"2.4 (2.1, 2.6)",Uttar Pradesh
9,Uttar Pradesh,Urban,Screened,32.2,30.2,34.1,,Total,"32.2 (30.2, 34.1)",Uttar Pradesh
9,Uttar Pradesh,Urban,Diabetes,5.6,5.1,6.1,,Total,"5.6 (5.1, 6.1)",Uttar Pradesh
9,Uttar Pradesh,Urban,Diagnosed,4.2,3.7,4.7,,Total,"4.2 (3.7, 4.7)",Uttar Pradesh
9,Uttar Pradesh,Urban,Treated,2.5,2.2,2.7,,Total,"2.5 (2.2, 2.7)",Uttar Pradesh
9,Uttar Pradesh,Urban,Controlled,2.5,2.1,2.8,,Total,"2.5 (2.1, 2.8)",Uttar Pradesh
10,Bihar,Rural,Screened,13.6,12.9,14.3,,Total,"13.6 (12.9, 14.3)",Bihar
10,Bihar,Rural,Diabetes,4.6,4.3,4.9,,Total,"4.6 (4.3, 4.9)",Bihar
10,Bihar,Rural,Diagnosed,3.4,3.1,3.7,,Total,"3.4 (3.1, 3.7)",Bihar
10,Bihar,Rural,Treated,1.6,1.5,1.7,,Total,"1.6 (1.5, 1.7)",Bihar
10,Bihar,Rural,Controlled,2.3,2.1,2.6,,Total,"2.3 (2.1, 2.6)",Bihar
10,Bihar,Urban,Screened,27.7,24.3,31,,Total,"27.7 (24.3, 31)",Bihar
10,Bihar,Urban,Diabetes,8.4,7.2,9.5,,Total,"8.4 (7.2, 9.5)",Bihar
10,Bihar,Urban,Diagnosed,6.9,5.7,8,,Total,"6.9 (5.7, 8)",Bihar
10,Bihar,Urban,Treated,3.9,3.2,4.6,,Total,"3.9 (3.2, 4.6)",Bihar
10,Bihar,Urban,Controlled,4.1,3.2,5,,Total,"4.1 (3.2, 5)",Bihar
11,Sikkim,Rural,Screened,36.2,33.4,39.1,,Total,"36.2 (33.4, 39.1)",Sikkim
11,Sikkim,Rural,Diabetes,4.6,3.8,5.5,,Total,"4.6 (3.8, 5.5)",Sikkim
11,Sikkim,Rural,Diagnosed,3.7,3,4.5,,Total,"3.7 (3, 4.5)",Sikkim
11,Sikkim,Rural,Treated,2.4,1.8,3,,Total,"2.4 (1.8, 3)",Sikkim
11,Sikkim,Rural,Controlled,2.1,1.6,2.7,,Total,"2.1 (1.6, 2.7)",Sikkim
11,Sikkim,Urban,Screened,40.5,32,49.1,,Total,"40.5 (32, 49.1)",Sikkim
11,Sikkim,Urban,Diabetes,7.1,4.9,9.3,,Total,"7.1 (4.9, 9.3)",Sikkim
11,Sikkim,Urban,Diagnosed,6.1,4.3,7.9,,Total,"6.1 (4.3, 7.9)",Sikkim
11,Sikkim,Urban,Treated,4.2,2.9,5.5,,Total,"4.2 (2.9, 5.5)",Sikkim
11,Sikkim,Urban,Controlled,2.7,1.6,3.7,,Total,"2.7 (1.6, 3.7)",Sikkim
12,Arunachal Pradesh,Rural,Screened,29.9,27.6,32.1,,Total,"29.9 (27.6, 32.1)",Arunachal Pradesh
12,Arunachal Pradesh,Rural,Diabetes,3.1,2.5,3.7,,Total,"3.1 (2.5, 3.7)",Arunachal Pradesh
12,Arunachal Pradesh,Rural,Diagnosed,2.5,2,3.1,,Total,"2.5 (2, 3.1)",Arunachal Pradesh
12,Arunachal Pradesh,Rural,Treated,0.7,0.5,0.9,,Total,"0.7 (0.5, 0.9)",Arunachal Pradesh
12,Arunachal Pradesh,Rural,Controlled,2,1.5,2.5,,Total,"2 (1.5, 2.5)",Arunachal Pradesh
12,Arunachal Pradesh,Urban,Screened,35.9,31.9,39.9,,Total,"35.9 (31.9, 39.9)",Arunachal Pradesh
12,Arunachal Pradesh,Urban,Diabetes,6.1,4.7,7.5,,Total,"6.1 (4.7, 7.5)",Arunachal Pradesh
12,Arunachal Pradesh,Urban,Diagnosed,5,3.7,6.4,,Total,"5 (3.7, 6.4)",Arunachal Pradesh
12,Arunachal Pradesh,Urban,Treated,1.7,1.3,2.1,,Total,"1.7 (1.3, 2.1)",Arunachal Pradesh
12,Arunachal Pradesh,Urban,Controlled,4.2,2.9,5.4,,Total,"4.2 (2.9, 5.4)",Arunachal Pradesh
13,Nagaland,Rural,Screened,15.9,13,18.8,,Total,"15.9 (13, 18.8)",Nagaland
13,Nagaland,Rural,Diabetes,2.2,1.7,2.6,,Total,"2.2 (1.7, 2.6)",Nagaland
13,Nagaland,Rural,Diagnosed,1.5,1.1,1.9,,Total,"1.5 (1.1, 1.9)",Nagaland
13,Nagaland,Rural,Treated,0.7,0.5,1,,Total,"0.7 (0.5, 1)",Nagaland
13,Nagaland,Rural,Controlled,0.8,0.5,1.2,,Total,"0.8 (0.5, 1.2)",Nagaland
13,Nagaland,Urban,Screened,24.7,20.7,28.7,,Total,"24.7 (20.7, 28.7)",Nagaland
13,Nagaland,Urban,Diabetes,4.6,3.3,5.8,,Total,"4.6 (3.3, 5.8)",Nagaland
13,Nagaland,Urban,Diagnosed,3.9,2.7,5.1,,Total,"3.9 (2.7, 5.1)",Nagaland
13,Nagaland,Urban,Treated,1.9,1.4,2.5,,Total,"1.9 (1.4, 2.5)",Nagaland
13,Nagaland,Urban,Controlled,2.1,1,3.2,,Total,"2.1 (1, 3.2)",Nagaland
14,Manipur,Rural,Screened,33.4,31.5,35.3,,Total,"33.4 (31.5, 35.3)",Manipur
14,Manipur,Rural,Diabetes,5,4.3,5.7,,Total,"5 (4.3, 5.7)",Manipur
14,Manipur,Rural,Diagnosed,3.7,3.2,4.3,,Total,"3.7 (3.2, 4.3)",Manipur
14,Manipur,Rural,Treated,2.4,2,2.9,,Total,"2.4 (2, 2.9)",Manipur
14,Manipur,Rural,Controlled,2.3,1.9,2.6,,Total,"2.3 (1.9, 2.6)",Manipur
14,Manipur,Urban,Screened,47.6,44.2,51,,Total,"47.6 (44.2, 51)",Manipur
14,Manipur,Urban,Diabetes,8.5,7.3,9.7,,Total,"8.5 (7.3, 9.7)",Manipur
14,Manipur,Urban,Diagnosed,7,5.9,8,,Total,"7 (5.9, 8)",Manipur
14,Manipur,Urban,Treated,5.1,4.3,6,,Total,"5.1 (4.3, 6)",Manipur
14,Manipur,Urban,Controlled,3.8,3,4.6,,Total,"3.8 (3, 4.6)",Manipur
15,Mizoram,Rural,Screened,26.5,22.6,30.3,,Total,"26.5 (22.6, 30.3)",Mizoram
15,Mizoram,Rural,Diabetes,3.7,3,4.5,,Total,"3.7 (3, 4.5)",Mizoram
15,Mizoram,Rural,Diagnosed,3,2.2,3.8,,Total,"3 (2.2, 3.8)",Mizoram
15,Mizoram,Rural,Treated,1.8,1.3,2.3,,Total,"1.8 (1.3, 2.3)",Mizoram
15,Mizoram,Rural,Controlled,2.1,1.5,2.6,,Total,"2.1 (1.5, 2.6)",Mizoram
15,Mizoram,Urban,Screened,48.5,45.1,51.9,,Total,"48.5 (45.1, 51.9)",Mizoram
15,Mizoram,Urban,Diabetes,6.8,5.6,8,,Total,"6.8 (5.6, 8)",Mizoram
15,Mizoram,Urban,Diagnosed,6.2,5.1,7.3,,Total,"6.2 (5.1, 7.3)",Mizoram
15,Mizoram,Urban,Treated,4.6,3.6,5.5,,Total,"4.6 (3.6, 5.5)",Mizoram
15,Mizoram,Urban,Controlled,4,3.3,4.7,,Total,"4 (3.3, 4.7)",Mizoram
16,Tripura,Rural,Screened,29.8,26.3,33.3,,Total,"29.8 (26.3, 33.3)",Tripura
16,Tripura,Rural,Diabetes,4.2,3.7,4.7,,Total,"4.2 (3.7, 4.7)",Tripura
16,Tripura,Rural,Diagnosed,3,2.6,3.5,,Total,"3 (2.6, 3.5)",Tripura
16,Tripura,Rural,Treated,1.8,1.5,2.1,,Total,"1.8 (1.5, 2.1)",Tripura
16,Tripura,Rural,Controlled,1.7,1.4,2,,Total,"1.7 (1.4, 2)",Tripura
16,Tripura,Urban,Screened,43.1,37.3,48.9,,Total,"43.1 (37.3, 48.9)",Tripura
16,Tripura,Urban,Diabetes,8.4,6.9,9.9,,Total,"8.4 (6.9, 9.9)",Tripura
16,Tripura,Urban,Diagnosed,6.3,4.8,7.7,,Total,"6.3 (4.8, 7.7)",Tripura
16,Tripura,Urban,Treated,5.1,3.7,6.6,,Total,"5.1 (3.7, 6.6)",Tripura
16,Tripura,Urban,Controlled,3.6,2.7,4.6,,Total,"3.6 (2.7, 4.6)",Tripura
17,Meghalaya,Rural,Screened,11.2,9.5,13,,Total,"11.2 (9.5, 13)",Meghalaya
17,Meghalaya,Rural,Diabetes,1.6,1.3,2,,Total,"1.6 (1.3, 2)",Meghalaya
17,Meghalaya,Rural,Diagnosed,1.2,0.9,1.5,,Total,"1.2 (0.9, 1.5)",Meghalaya
17,Meghalaya,Rural,Treated,0.6,0.4,0.7,,Total,"0.6 (0.4, 0.7)",Meghalaya
17,Meghalaya,Rural,Controlled,0.9,0.7,1.2,,Total,"0.9 (0.7, 1.2)",Meghalaya
17,Meghalaya,Urban,Screened,33.1,26.4,39.9,,Total,"33.1 (26.4, 39.9)",Meghalaya
17,Meghalaya,Urban,Diabetes,4.8,3.6,5.9,,Total,"4.8 (3.6, 5.9)",Meghalaya
17,Meghalaya,Urban,Diagnosed,3.9,2.9,5,,Total,"3.9 (2.9, 5)",Meghalaya
17,Meghalaya,Urban,Treated,2.8,1.8,3.7,,Total,"2.8 (1.8, 3.7)",Meghalaya
17,Meghalaya,Urban,Controlled,2.6,1.7,3.5,,Total,"2.6 (1.7, 3.5)",Meghalaya
18,Assam,Rural,Screened,28.8,27,30.5,,Total,"28.8 (27, 30.5)",Assam
18,Assam,Rural,Diabetes,3.6,3.3,3.9,,Total,"3.6 (3.3, 3.9)",Assam
18,Assam,Rural,Diagnosed,2.8,2.5,3,,Total,"2.8 (2.5, 3)",Assam
18,Assam,Rural,Treated,1.7,1.5,1.8,,Total,"1.7 (1.5, 1.8)",Assam
18,Assam,Rural,Controlled,1.7,1.5,1.9,,Total,"1.7 (1.5, 1.9)",Assam
18,Assam,Urban,Screened,46,41.7,50.2,,Total,"46 (41.7, 50.2)",Assam
18,Assam,Urban,Diabetes,7.4,6.5,8.3,,Total,"7.4 (6.5, 8.3)",Assam
18,Assam,Urban,Diagnosed,5.9,5,6.7,,Total,"5.9 (5, 6.7)",Assam
18,Assam,Urban,Treated,4,3.4,4.6,,Total,"4 (3.4, 4.6)",Assam
18,Assam,Urban,Controlled,3.5,2.9,4.2,,Total,"3.5 (2.9, 4.2)",Assam
19,West Bengal,Rural,Screened,22.2,20.8,23.6,,Total,"22.2 (20.8, 23.6)",West Bengal
19,West Bengal,Rural,Diabetes,4.2,3.9,4.5,,Total,"4.2 (3.9, 4.5)",West Bengal
19,West Bengal,Rural,Diagnosed,2.7,2.5,3,,Total,"2.7 (2.5, 3)",West Bengal
19,West Bengal,Rural,Treated,2,1.8,2.2,,Total,"2 (1.8, 2.2)",West Bengal
19,West Bengal,Rural,Controlled,1.4,1.3,1.6,,Total,"1.4 (1.3, 1.6)",West Bengal
19,West Bengal,Urban,Screened,35.3,32,38.6,,Total,"35.3 (32, 38.6)",West Bengal
19,West Bengal,Urban,Diabetes,6.3,5.6,7,,Total,"6.3 (5.6, 7)",West Bengal
19,West Bengal,Urban,Diagnosed,4.7,4.1,5.3,,Total,"4.7 (4.1, 5.3)",West Bengal
19,West Bengal,Urban,Treated,3.9,3.4,4.5,,Total,"3.9 (3.4, 4.5)",West Bengal
19,West Bengal,Urban,Controlled,2.5,2.1,2.9,,Total,"2.5 (2.1, 2.9)",West Bengal
20,Jharkhand,Rural,Screened,16.5,15,17.9,,Total,"16.5 (15, 17.9)",Jharkhand
20,Jharkhand,Rural,Diabetes,3.9,3.4,4.4,,Total,"3.9 (3.4, 4.4)",Jharkhand
20,Jharkhand,Rural,Diagnosed,2.8,2.3,3.3,,Total,"2.8 (2.3, 3.3)",Jharkhand
20,Jharkhand,Rural,Treated,1,0.9,1.2,,Total,"1 (0.9, 1.2)",Jharkhand
20,Jharkhand,Rural,Controlled,2.2,1.7,2.6,,Total,"2.2 (1.7, 2.6)",Jharkhand
20,Jharkhand,Urban,Screened,35.6,31.9,39.3,,Total,"35.6 (31.9, 39.3)",Jharkhand
20,Jharkhand,Urban,Diabetes,7.6,6.4,8.8,,Total,"7.6 (6.4, 8.8)",Jharkhand
20,Jharkhand,Urban,Diagnosed,6.2,5.1,7.3,,Total,"6.2 (5.1, 7.3)",Jharkhand
20,Jharkhand,Urban,Treated,3.2,2.6,3.7,,Total,"3.2 (2.6, 3.7)",Jharkhand
20,Jharkhand,Urban,Controlled,4.2,3.2,5.2,,Total,"4.2 (3.2, 5.2)",Jharkhand
21,Odisha,Rural,Screened,19.8,18.8,20.9,,Total,"19.8 (18.8, 20.9)",Odisha
21,Odisha,Rural,Diabetes,4.7,4.3,5.1,,Total,"4.7 (4.3, 5.1)",Odisha
21,Odisha,Rural,Diagnosed,3.3,3,3.6,,Total,"3.3 (3, 3.6)",Odisha
21,Odisha,Rural,Treated,2.2,2,2.4,,Total,"2.2 (2, 2.4)",Odisha
21,Odisha,Rural,Controlled,1.9,1.7,2.2,,Total,"1.9 (1.7, 2.2)",Odisha
21,Odisha,Urban,Screened,35.6,32.7,38.5,,Total,"35.6 (32.7, 38.5)",Odisha
21,Odisha,Urban,Diabetes,9.1,8,10.2,,Total,"9.1 (8, 10.2)",Odisha
21,Odisha,Urban,Diagnosed,7.1,6.1,8.1,,Total,"7.1 (6.1, 8.1)",Odisha
21,Odisha,Urban,Treated,5.7,4.9,6.5,,Total,"5.7 (4.9, 6.5)",Odisha
21,Odisha,Urban,Controlled,3.8,3,4.6,,Total,"3.8 (3, 4.6)",Odisha
22,Chhattisgarh,Rural,Screened,32.5,30.3,34.8,,Total,"32.5 (30.3, 34.8)",Chhattisgarh
22,Chhattisgarh,Rural,Diabetes,3.2,2.9,3.6,,Total,"3.2 (2.9, 3.6)",Chhattisgarh
22,Chhattisgarh,Rural,Diagnosed,2.3,2,2.6,,Total,"2.3 (2, 2.6)",Chhattisgarh
22,Chhattisgarh,Rural,Treated,1.2,1.1,1.4,,Total,"1.2 (1.1, 1.4)",Chhattisgarh
22,Chhattisgarh,Rural,Controlled,1.7,1.4,2,,Total,"1.7 (1.4, 2)",Chhattisgarh
22,Chhattisgarh,Urban,Screened,44,39.7,48.3,,Total,"44 (39.7, 48.3)",Chhattisgarh
22,Chhattisgarh,Urban,Diabetes,6.3,5.3,7.3,,Total,"6.3 (5.3, 7.3)",Chhattisgarh
22,Chhattisgarh,Urban,Diagnosed,5,4,6,,Total,"5 (4, 6)",Chhattisgarh
22,Chhattisgarh,Urban,Treated,3.2,2.6,3.7,,Total,"3.2 (2.6, 3.7)",Chhattisgarh
22,Chhattisgarh,Urban,Controlled,3.6,2.7,4.5,,Total,"3.6 (2.7, 4.5)",Chhattisgarh
23,Madhya Pradesh,Rural,Screened,16.6,15.6,17.7,,Total,"16.6 (15.6, 17.7)",Madhya Pradesh
23,Madhya Pradesh,Rural,Diabetes,2.5,2.3,2.7,,Total,"2.5 (2.3, 2.7)",Madhya Pradesh
23,Madhya Pradesh,Rural,Diagnosed,1.6,1.4,1.7,,Total,"1.6 (1.4, 1.7)",Madhya Pradesh
23,Madhya Pradesh,Rural,Treated,1,0.9,1.1,,Total,"1 (0.9, 1.1)",Madhya Pradesh
23,Madhya Pradesh,Rural,Controlled,1,0.9,1.1,,Total,"1 (0.9, 1.1)",Madhya Pradesh
23,Madhya Pradesh,Urban,Screened,29.6,27.2,32,,Total,"29.6 (27.2, 32)",Madhya Pradesh
23,Madhya Pradesh,Urban,Diabetes,4.8,4.3,5.3,,Total,"4.8 (4.3, 5.3)",Madhya Pradesh
23,Madhya Pradesh,Urban,Diagnosed,3.7,3.2,4.1,,Total,"3.7 (3.2, 4.1)",Madhya Pradesh
23,Madhya Pradesh,Urban,Treated,2.7,2.4,3,,Total,"2.7 (2.4, 3)",Madhya Pradesh
23,Madhya Pradesh,Urban,Controlled,2.1,1.8,2.4,,Total,"2.1 (1.8, 2.4)",Madhya Pradesh
24,Gujarat,Rural,Screened,18.8,17.4,20.2,,Total,"18.8 (17.4, 20.2)",Gujarat
24,Gujarat,Rural,Diabetes,3.5,3.2,3.7,,Total,"3.5 (3.2, 3.7)",Gujarat
24,Gujarat,Rural,Diagnosed,2.2,2,2.4,,Total,"2.2 (2, 2.4)",Gujarat
24,Gujarat,Rural,Treated,1.6,1.5,1.8,,Total,"1.6 (1.5, 1.8)",Gujarat
24,Gujarat,Rural,Controlled,1.2,1.1,1.4,,Total,"1.2 (1.1, 1.4)",Gujarat
24,Gujarat,Urban,Screened,36.3,32.7,39.8,,Total,"36.3 (32.7, 39.8)",Gujarat
24,Gujarat,Urban,Diabetes,5.7,5.3,6.2,,Total,"5.7 (5.3, 6.2)",Gujarat
24,Gujarat,Urban,Diagnosed,4.3,3.9,4.8,,Total,"4.3 (3.9, 4.8)",Gujarat
24,Gujarat,Urban,Treated,3.8,3.4,4.2,,Total,"3.8 (3.4, 4.2)",Gujarat
24,Gujarat,Urban,Controlled,2.4,2.2,2.7,,Total,"2.4 (2.2, 2.7)",Gujarat
25,Dadra & Nagar Haveli And Daman & Diu,Rural,Screened,28,20.1,35.9,,Total,"28 (20.1, 35.9)",Dadra & Nagar Haveli And Daman & Diu
25,Dadra & Nagar Haveli And Daman & Diu,Rural,Diabetes,3.9,2.8,5,,Total,"3.9 (2.8, 5)",Dadra & Nagar Haveli And Daman & Diu
25,Dadra & Nagar Haveli And Daman & Diu,Rural,Diagnosed,1.7,1,2.5,,Total,"1.7 (1, 2.5)",Dadra & Nagar Haveli And Daman & Diu
25,Dadra & Nagar Haveli And Daman & Diu,Rural,Treated,1.6,0.9,2.2,,Total,"1.6 (0.9, 2.2)",Dadra & Nagar Haveli And Daman & Diu
25,Dadra & Nagar Haveli And Daman & Diu,Rural,Controlled,0.9,0.4,1.4,,Total,"0.9 (0.4, 1.4)",Dadra & Nagar Haveli And Daman & Diu
