state,residence,variable,estimate,lci,uci,type,est_ci,n,stratification,strata,n5_state,zone
6,Rural,dm_undiagnosed,24,18.2,29.8,Proportion,"24 (18.2, 29.8)",1630,,NA,Haryana,North
6,Urban,dm_unscreened,8.2,5.2,11.3,Proportion,"8.2 (5.2, 11.3)",1143,,NA,Haryana,North
6,Urban,dm_undiagnosed,14.8,10.8,18.8,Proportion,"14.8 (10.8, 18.8)",1143,,NA,Haryana,North
7,Rural,dm_unscreened,2.3,-1.8,6.4,Proportion,"2.3 (-1.8, 6.4)",35,,NA,Nct Of Delhi,North
7,Rural,dm_undiagnosed,20.7,-1.9,43.2,Proportion,"20.7 (-1.9, 43.2)",35,,NA,Nct Of Delhi,North
7,Urban,dm_unscreened,12.7,7.9,17.5,Proportion,"12.7 (7.9, 17.5)",1589,,NA,Nct Of Delhi,North
7,Urban,dm_undiagnosed,27.8,22.2,33.4,Proportion,"27.8 (22.2, 33.4)",1589,,NA,Nct Of Delhi,North
8,Rural,dm_unscreened,15,10.4,19.6,Proportion,"15 (10.4, 19.6)",1660,,NA,Rajasthan,North
8,Rural,dm_undiagnosed,19,14.1,24,Proportion,"19 (14.1, 24)",1660,,NA,Rajasthan,North
8,Urban,dm_unscreened,8.7,5.3,12.1,Proportion,"8.7 (5.3, 12.1)",915,,NA,Rajasthan,North
8,Urban,dm_undiagnosed,11.7,7.8,15.6,Proportion,"11.7 (7.8, 15.6)",915,,NA,Rajasthan,North
9,Rural,dm_unscreened,16.7,14.6,18.8,Proportion,"16.7 (14.6, 18.8)",6305,,NA,Uttar Pradesh,Central
9,Rural,dm_undiagnosed,23.3,20.8,25.8,Proportion,"23.3 (20.8, 25.8)",6305,,NA,Uttar Pradesh,Central
9,Urban,dm_unscreened,17.1,12.4,21.8,Proportion,"17.1 (12.4, 21.8)",1931,,NA,Uttar Pradesh,Central
9,Urban,dm_undiagnosed,26.7,21.4,32,Proportion,"26.7 (21.4, 32)",1931,,NA,Uttar Pradesh,Central
10,Rural,dm_unscreened,23.4,20.5,26.4,Proportion,"23.4 (20.5, 26.4)",3344,,NA,Bihar,East
10,Rural,dm_undiagnosed,28.6,25.4,31.9,Proportion,"28.6 (25.4, 31.9)",3344,,NA,Bihar,East
10,Urban,dm_unscreened,14.1,9.2,18.9,Proportion,"14.1 (9.2, 18.9)",762,,NA,Bihar,East
10,Urban,dm_undiagnosed,23.6,16,31.1,Proportion,"23.6 (16, 31.1)",762,,NA,Bihar,East
11,Rural,dm_unscreened,6,2.1,10,Proportion,"6 (2.1, 10)",279,,NA,Sikkim,North East
11,Rural,dm_undiagnosed,14.9,7.2,22.5,Proportion,"14.9 (7.2, 22.5)",279,,NA,Sikkim,North East
11,Urban,dm_unscreened,13.1,2.6,23.6,Proportion,"13.1 (2.6, 23.6)",77,,NA,Sikkim,North East
11,Urban,dm_undiagnosed,15.5,4.6,26.3,Proportion,"15.5 (4.6, 26.3)",77,,NA,Sikkim,North East
12,Rural,dm_unscreened,10.5,6.5,14.4,Proportion,"10.5 (6.5, 14.4)",1030,,NA,Arunachal Pradesh,North East
12,Rural,dm_undiagnosed,15,10,20.1,Proportion,"15 (10, 20.1)",1030,,NA,Arunachal Pradesh,North East
12,Urban,dm_unscreened,8.4,4.1,12.7,Proportion,"8.4 (4.1, 12.7)",603,,NA,Arunachal Pradesh,North East
12,Urban,dm_undiagnosed,17.4,10.3,24.5,Proportion,"17.4 (10.3, 24.5)",603,,NA,Arunachal Pradesh,North East
13,Rural,dm_unscreened,38,25.9,50.2,Proportion,"38 (25.9, 50.2)",329,,NA,Nagaland,North East
13,Rural,dm_undiagnosed,46.3,34,58.7,Proportion,"46.3 (34, 58.7)",329,,NA,Nagaland,North East
13,Urban,dm_unscreened,10.7,3,18.4,Proportion,"10.7 (3, 18.4)",236,,NA,Nagaland,North East
13,Urban,dm_undiagnosed,16.2,7.3,25,Proportion,"16.2 (7.3, 25)",236,,NA,Nagaland,North East
14,Rural,dm_unscreened,17.2,11.8,22.6,Proportion,"17.2 (11.8, 22.6)",643,,NA,Manipur,North East
14,Rural,dm_undiagnosed,27,21,33,Proportion,"27 (21, 33)",643,,NA,Manipur,North East
14,Urban,dm_unscreened,9.9,5.5,14.2,Proportion,"9.9 (5.5, 14.2)",426,,NA,Manipur,North East
14,Urban,dm_undiagnosed,20.4,13.7,27.1,Proportion,"20.4 (13.7, 27.1)",426,,NA,Manipur,North East
15,Rural,dm_unscreened,27.1,5.8,48.4,Proportion,"27.1 (5.8, 48.4)",343,,NA,Mizoram,North East
15,Rural,dm_undiagnosed,29.8,9.1,50.6,Proportion,"29.8 (9.1, 50.6)",343,,NA,Mizoram,North East
15,Urban,dm_unscreened,4.1,1.4,6.8,Proportion,"4.1 (1.4, 6.8)",438,,NA,Mizoram,North East
15,Urban,dm_undiagnosed,12.2,5.6,18.8,Proportion,"12.2 (5.6, 18.8)",438,,NA,Mizoram,North East
16,Rural,dm_unscreened,19.8,14.1,25.6,Proportion,"19.8 (14.1, 25.6)",598,,NA,Tripura,North East
16,Rural,dm_undiagnosed,34.1,27,41.3,Proportion,"34.1 (27, 41.3)",598,,NA,Tripura,North East
16,Urban,dm_unscreened,20.3,13.3,27.4,Proportion,"20.3 (13.3, 27.4)",268,,NA,Tripura,North East
16,Urban,dm_undiagnosed,31.1,23.3,38.9,Proportion,"31.1 (23.3, 38.9)",268,,NA,Tripura,North East
17,Rural,dm_unscreened,25.2,15.7,34.6,Proportion,"25.2 (15.7, 34.6)",328,,NA,Meghalaya,North East
17,Rural,dm_undiagnosed,28,18.2,37.8,Proportion,"28 (18.2, 37.8)",328,,NA,Meghalaya,North East
17,Urban,dm_unscreened,13.8,3.9,23.7,Proportion,"13.8 (3.9, 23.7)",97,,NA,Meghalaya,North East
17,Urban,dm_undiagnosed,20.7,9.9,31.6,Proportion,"20.7 (9.9, 31.6)",97,,NA,Meghalaya,North East
18,Rural,dm_unscreened,15.8,12.9,18.7,Proportion,"15.8 (12.9, 18.7)",2275,,NA,Assam,North East
18,Rural,dm_undiagnosed,25.1,21.6,28.7,Proportion,"25.1 (21.6, 28.7)",2275,,NA,Assam,North East
18,Urban,dm_unscreened,9.6,5.9,13.3,Proportion,"9.6 (5.9, 13.3)",726,,NA,Assam,North East
18,Urban,dm_undiagnosed,24,19.1,28.9,Proportion,"24 (19.1, 28.9)",726,,NA,Assam,North East
19,Rural,dm_unscreened,26.7,21.9,31.5,Proportion,"26.7 (21.9, 31.5)",1287,,NA,West Bengal,East
19,Rural,dm_undiagnosed,37.2,32,42.5,Proportion,"37.2 (32, 42.5)",1287,,NA,West Bengal,East
19,Urban,dm_unscreened,18.8,14.2,23.4,Proportion,"18.8 (14.2, 23.4)",897,,NA,West Bengal,East
19,Urban,dm_undiagnosed,28,23,32.9,Proportion,"28 (23, 32.9)",897,,NA,West Bengal,East
20,Rural,dm_unscreened,20.2,15.6,24.8,Proportion,"20.2 (15.6, 24.8)",1771,,NA,Jharkhand,East
20,Rural,dm_undiagnosed,26.5,21,32,Proportion,"26.5 (21, 32)",1771,,NA,Jharkhand,East
20,Urban,dm_unscreened,13,8.3,17.7,Proportion,"13 (8.3, 17.7)",974,,NA,Jharkhand,East
20,Urban,dm_undiagnosed,22.5,16.4,28.5,Proportion,"22.5 (16.4, 28.5)",974,,NA,Jharkhand,East
21,Rural,dm_unscreened,24.8,20.2,29.5,Proportion,"24.8 (20.2, 29.5)",2481,,NA,Odisha,East
21,Rural,dm_undiagnosed,31.2,26.3,36,Proportion,"31.2 (26.3, 36)",2481,,NA,Odisha,East
21,Urban,dm_unscreened,16.7,13,20.5,Proportion,"16.7 (13, 20.5)",786,,NA,Odisha,East
21,Urban,dm_undiagnosed,24.7,19.8,29.7,Proportion,"24.7 (19.8, 29.7)",786,,NA,Odisha,East
22,Rural,dm_unscreened,16.7,12.7,20.7,Proportion,"16.7 (12.7, 20.7)",1459,,NA,Chhattisgarh,Central
22,Rural,dm_undiagnosed,25.4,20,30.8,Proportion,"25.4 (20, 30.8)",1459,,NA,Chhattisgarh,Central
22,Urban,dm_unscreened,13.2,7.8,18.6,Proportion,"13.2 (7.8, 18.6)",759,,NA,Chhattisgarh,Central
22,Urban,dm_undiagnosed,24.9,17.5,32.4,Proportion,"24.9 (17.5, 32.4)",759,,NA,Chhattisgarh,Central
23,Rural,dm_unscreened,30,26,34.1,Proportion,"30 (26, 34.1)",2079,,NA,Madhya Pradesh,Central
23,Rural,dm_undiagnosed,40.3,35.7,44.8,Proportion,"40.3 (35.7, 44.8)",2079,,NA,Madhya Pradesh,Central
23,Urban,dm_unscreened,20.6,16,25.2,Proportion,"20.6 (16, 25.2)",1112,,NA,Madhya Pradesh,Central
23,Urban,dm_undiagnosed,29,24,34,Proportion,"29 (24, 34)",1112,,NA,Madhya Pradesh,Central
24,Rural,dm_unscreened,29.3,23.2,35.5,Proportion,"29.3 (23.2, 35.5)",2003,,NA,Gujarat,West
24,Rural,dm_undiagnosed,37.2,31,43.5,Proportion,"37.2 (31, 43.5)",2003,,NA,Gujarat,West
24,Urban,dm_unscreened,19.1,14.3,23.8,Proportion,"19.1 (14.3, 23.8)",1550,,NA,Gujarat,West
24,Urban,dm_undiagnosed,28.7,23.7,33.7,Proportion,"28.7 (23.7, 33.7)",1550,,NA,Gujarat,West
25,Rural,dm_unscreened,46.8,26.6,67.1,Proportion,"46.8 (26.6, 67.1)",134,,NA,Dadra & Nagar Haveli And Daman & Diu,West
25,Rural,dm_undiagnosed,57.6,38,77.2,Proportion,"57.6 (38, 77.2)",134,,NA,Dadra & Nagar Haveli And Daman & Diu,West
25,Urban,dm_unscreened,31.6,16.2,47,Proportion,"31.6 (16.2, 47)",203,,NA,Dadra & Nagar Haveli And Daman & Diu,West
25,Urban,dm_undiagnosed,40.4,25.4,55.4,Proportion,"40.4 (25.4, 55.4)",203,,NA,Dadra & Nagar Haveli And Daman & Diu,West
27,Rural,dm_unscreened,22,18.6,25.4,Proportion,"22 (18.6, 25.4)",2220,,NA,Maharashtra,West
27,Rural,dm_undiagnosed,32.5,29,35.9,Proportion,"32.5 (29, 35.9)",2220,,NA,Maharashtra,West
27,Urban,dm_unscreened,15.6,11.8,19.4,Proportion,"15.6 (11.8, 19.4)",1613,,NA,Maharashtra,West
27,Urban,dm_undiagnosed,25.4,21,29.8,Proportion,"25.4 (21, 29.8)",1613,,NA,Maharashtra,West
28,Rural,dm_unscreened,20.1,14.5,25.6,Proportion,"20.1 (14.5, 25.6)",1612,,NA,Andhra Pradesh,South
28,Rural,dm_undiagnosed,37.2,31.3,43.2,Proportion,"37.2 (31.3, 43.2)",1612,,NA,Andhra Pradesh,South
28,Urban,dm_unscreened,11,7.6,14.5,Proportion,"11 (7.6, 14.5)",957,,NA,Andhra Pradesh,South
28,Urban,dm_undiagnosed,32.7,26.8,38.5,Proportion,"32.7 (26.8, 38.5)",957,,NA,Andhra Pradesh,South
29,Rural,dm_unscreened,20.4,15.9,24.9,Proportion,"20.4 (15.9, 24.9)",2926,,NA,Karnataka,South
29,Rural,dm_undiagnosed,33.9,29.2,38.6,Proportion,"33.9 (29.2, 38.6)",2926,,NA,Karnataka,South
29,Urban,dm_unscreened,13.7,9.9,17.6,Proportion,"13.7 (9.9, 17.6)",1710,,NA,Karnataka,South
29,Urban,dm_undiagnosed,26.9,22.3,31.6,Proportion,"26.9 (22.3, 31.6)",1710,,NA,Karnataka,South
30,Rural,dm_unscreened,6.7,0.8,12.7,Proportion,"6.7 (0.8, 12.7)",229,,NA,Goa,West
30,Rural,dm_undiagnosed,26.2,11.1,41.3,Proportion,"26.2 (11.1, 41.3)",229,,NA,Goa,West
30,Urban,dm_unscreened,2.5,-0.1,5.1,Proportion,"2.5 (-0.1, 5.1)",336,,NA,Goa,West
30,Urban,dm_undiagnosed,15.9,11,20.8,Proportion,"15.9 (11, 20.8)",336,,NA,Goa,West
31,Rural,dm_unscreened,0,0,0,Proportion,"0 (0, 0)",54,,NA,Lakshadweep,South
31,Rural,dm_undiagnosed,13.6,2.3,24.8,Proportion,"13.6 (2.3, 24.8)",54,,NA,Lakshadweep,South
31,Urban,dm_unscreened,0,0,0,Proportion,"0 (0, 0)",234,,NA,Lakshadweep,South
31,Urban,dm_undiagnosed,2.9,0.9,4.9,Proportion,"2.9 (0.9, 4.9)",234,,NA,Lakshadweep,South
32,Rural,dm_unscreened,4.4,2.5,6.4,Proportion,"4.4 (2.5, 6.4)",2936,,NA,Kerala,South
32,Rural,dm_undiagnosed,14.7,11.9,17.5,Proportion,"14.7 (11.9, 17.5)",2936,,NA,Kerala,South
32,Urban,dm_unscreened,2.2,1.2,3.2,Proportion,"2.2 (1.2, 3.2)",2057,,NA,Kerala,South
32,Urban,dm_undiagnosed,9.9,8.2,11.6,Proportion,"9.9 (8.2, 11.6)",2057,,NA,Kerala,South
33,Rural,dm_unscreened,6.7,5,8.3,Proportion,"6.7 (5, 8.3)",4676,,NA,Tamil Nadu,South
33,Rural,dm_undiagnosed,20.1,16.9,23.3,Proportion,"20.1 (16.9, 23.3)",4676,,NA,Tamil Nadu,South
33,Urban,dm_unscreened,5.2,3.9,6.4,Proportion,"5.2 (3.9, 6.4)",4273,,NA,Tamil Nadu,South
33,Urban,dm_undiagnosed,16.1,13.7,18.5,Proportion,"16.1 (13.7, 18.5)",4273,,NA,Tamil Nadu,South
34,Rural,dm_unscreened,1.7,-0.4,3.7,Proportion,"1.7 (-0.4, 3.7)",176,,NA,Puducherry,South
34,Rural,dm_undiagnosed,20.7,8.7,32.6,Proportion,"20.7 (8.7, 32.6)",176,,NA,Puducherry,South
34,Urban,dm_unscreened,3.8,1.2,6.5,Proportion,"3.8 (1.2, 6.5)",1099,,NA,Puducherry,South
34,Urban,dm_undiagnosed,12.7,8.1,17.2,Proportion,"12.7 (8.1, 17.2)",1099,,NA,Puducherry,South
35,Rural,dm_unscreened,1.7,0.2,3.2,Proportion,"1.7 (0.2, 3.2)",352,,NA,Andaman & Nicobar Islands,South
35,Rural,dm_undiagnosed,11.6,3.2,20,Proportion,"11.6 (3.2, 20)",352,,NA,Andaman & Nicobar Islands,South
35,Urban,dm_unscreened,8,-1.1,17.1,Proportion,"8 (-1.1, 17.1)",123,,NA,Andaman & Nicobar Islands,South
35,Urban,dm_undiagnosed,22,9.7,34.2,Proportion,"22 (9.7, 34.2)",123,,NA,Andaman & Nicobar Islands,South
36,Rural,dm_unscreened,19.9,15.4,24.3,Proportion,"19.9 (15.4, 24.3)",2891,,NA,Telangana,South
36,Rural,dm_undiagnosed,36.9,31.9,41.9,Proportion,"36.9 (31.9, 41.9)",2891,,NA,Telangana,South
36,Urban,dm_unscreened,9.8,6.9,12.7,Proportion,"9.8 (6.9, 12.7)",1593,,NA,Telangana,South
36,Urban,dm_undiagnosed,23.1,18.3,28,Proportion,"23.1 (18.3, 28)",1593,,NA,Telangana,South
37,Rural,dm_unscreened,0,0,0,Proportion,"0 (0, 0)",280,,NA,Ladakh,North
37,Rural,dm_undiagnosed,0,0,0,Proportion,"0 (0, 0)",280,,NA,Ladakh,North
37,Urban,dm_unscreened,0,0,0,Proportion,"0 (0, 0)",112,,NA,Ladakh,North
37,Urban,dm_undiagnosed,0.3,-0.3,1,Proportion,"0.3 (-0.3, 1)",112,,NA,Ladakh,North
1,Rural,dm_unscreened,3.4,1.4,5.5,Proportion,"3.4 (1.4, 5.5)",992,sex,Female,Jammu & Kashmir,North
1,Rural,dm_undiagnosed,6.6,3.9,9.3,Proportion,"6.6 (3.9, 9.3)",992,sex,Female,Jammu & Kashmir,North
1,Rural,dm_unscreened,2.4,1,3.8,Proportion,"2.4 (1, 3.8)",769,sex,Male,Jammu & Kashmir,North
1,Rural,dm_undiagnosed,7.7,4.5,11,Proportion,"7.7 (4.5, 11)",769,sex,Male,Jammu & Kashmir,North
1,Urban,dm_unscreened,3.6,1,6.2,Proportion,"3.6 (1, 6.2)",294,sex,Female,Jammu & Kashmir,North
1,Urban,dm_undiagnosed,5.7,2.4,9,Proportion,"5.7 (2.4, 9)",294,sex,Female,Jammu & Kashmir,North
1,Urban,dm_unscreened,1.9,0.3,3.5,Proportion,"1.9 (0.3, 3.5)",194,sex,Male,Jammu & Kashmir,North
1,Urban,dm_undiagnosed,4.3,1.7,6.9,Proportion,"4.3 (1.7, 6.9)",194,sex,Male,Jammu & Kashmir,North
2,Rural,dm_unscreened,7.6,3.8,11.4,Proportion,"7.6 (3.8, 11.4)",753,sex,Female,Himachal Pradesh,North
2,Rural,dm_undiagnosed,15.2,10.4,20,Proportion,"15.2 (10.4, 20)",753,sex,Female,Himachal Pradesh,North
2,Rural,dm_unscreened,18.4,7,29.8,Proportion,"18.4 (7, 29.8)",517,sex,Male,Himachal Pradesh,North
2,Rural,dm_undiagnosed,28.2,17.3,39.2,Proportion,"28.2 (17.3, 39.2)",517,sex,Male,Himachal Pradesh,North
2,Urban,dm_unscreened,11,1.3,20.7,Proportion,"11 (1.3, 20.7)",106,sex,Female,Himachal Pradesh,North
2,Urban,dm_undiagnosed,27.9,8.7,47.2,Proportion,"27.9 (8.7, 47.2)",106,sex,Female,Himachal Pradesh,North
2,Urban,dm_unscreened,0.7,-0.7,2,Proportion,"0.7 (-0.7, 2)",68,sex,Male,Himachal Pradesh,North
2,Urban,dm_undiagnosed,6.9,-0.8,14.6,Proportion,"6.9 (-0.8, 14.6)",68,sex,Male,Himachal Pradesh,North
3,Rural,dm_unscreened,10.1,6.7,13.5,Proportion,"10.1 (6.7, 13.5)",1291,sex,Female,Punjab,North
3,Rural,dm_undiagnosed,32.2,26,38.4,Proportion,"32.2 (26, 38.4)",1291,sex,Female,Punjab,North
3,Rural,dm_unscreened,11.7,6.2,17.2,Proportion,"11.7 (6.2, 17.2)",872,sex,Male,Punjab,North
3,Rural,dm_undiagnosed,28.9,20.3,37.4,Proportion,"28.9 (20.3, 37.4)",872,sex,Male,Punjab,North
3,Urban,dm_unscreened,12,7.1,17,Proportion,"12 (7.1, 17)",694,sex,Female,Punjab,North
3,Urban,dm_undiagnosed,26,19.6,32.4,Proportion,"26 (19.6, 32.4)",694,sex,Female,Punjab,North
3,Urban,dm_unscreened,5.8,2.8,8.9,Proportion,"5.8 (2.8, 8.9)",511,sex,Male,Punjab,North
3,Urban,dm_undiagnosed,18,12.6,23.4,Proportion,"18 (12.6, 23.4)",511,sex,Male,Punjab,North
4,Rural,dm_unscreened,96.3,94.7,97.8,Proportion,"96.3 (94.7, 97.8)",3,sex,Female,Chandigarh,North
4,Rural,dm_undiagnosed,96.3,94.7,97.8,Proportion,"96.3 (94.7, 97.8)",3,sex,Female,Chandigarh,North
4,Rural,dm_unscreened,0,0,0,Proportion,"0 (0, 0)",1,sex,Male,Chandigarh,North
4,Rural,dm_undiagnosed,0,0,0,Proportion,"0 (0, 0)",1,sex,Male,Chandigarh,North
4,Urban,dm_unscreened,14.3,-4.4,32.9,Proportion,"14.3 (-4.4, 32.9)",76,sex,Female,Chandigarh,North
4,Urban,dm_undiagnosed,29.7,6,53.4,Proportion,"29.7 (6, 53.4)",76,sex,Female,Chandigarh,North
4,Urban,dm_unscreened,10.1,-4.1,24.4,Proportion,"10.1 (-4.1, 24.4)",42,sex,Male,Chandigarh,North
4,Urban,dm_undiagnosed,23.2,-3.2,49.5,Proportion,"23.2 (-3.2, 49.5)",42,sex,Male,Chandigarh,North
5,Rural,dm_unscreened,13.2,4.4,22.1,Proportion,"13.2 (4.4, 22.1)",430,sex,Female,Uttarakhand,Central
5,Rural,dm_undiagnosed,21.2,11.2,31.1,Proportion,"21.2 (11.2, 31.1)",430,sex,Female,Uttarakhand,Central
5,Rural,dm_unscreened,9.1,4.4,13.9,Proportion,"9.1 (4.4, 13.9)",458,sex,Male,Uttarakhand,Central
5,Rural,dm_undiagnosed,21.9,11.9,31.9,Proportion,"21.9 (11.9, 31.9)",458,sex,Male,Uttarakhand,Central
5,Urban,dm_unscreened,20.1,4.7,35.6,Proportion,"20.1 (4.7, 35.6)",231,sex,Female,Uttarakhand,Central
5,Urban,dm_undiagnosed,31.5,15.8,47.3,Proportion,"31.5 (15.8, 47.3)",231,sex,Female,Uttarakhand,Central
5,Urban,dm_unscreened,37.1,20,54.1,Proportion,"37.1 (20, 54.1)",192,sex,Male,Uttarakhand,Central
5,Urban,dm_undiagnosed,40.8,24.4,57.2,Proportion,"40.8 (24.4, 57.2)",192,sex,Male,Uttarakhand,Central
6,Rural,dm_unscreened,7.9,3.3,12.5,Proportion,"7.9 (3.3, 12.5)",882,sex,Female,Haryana,North
6,Rural,dm_undiagnosed,17.6,10.3,24.9,Proportion,"17.6 (10.3, 24.9)",882,sex,Female,Haryana,North
6,Rural,dm_unscreened,22.8,15.6,30,Proportion,"22.8 (15.6, 30)",748,sex,Male,Haryana,North
6,Rural,dm_undiagnosed,34.2,26.7,41.6,Proportion,"34.2 (26.7, 41.6)",748,sex,Male,Haryana,North
6,Urban,dm_unscreened,4.5,1.8,7.2,Proportion,"4.5 (1.8, 7.2)",605,sex,Female,Haryana,North
6,Urban,dm_undiagnosed,10.2,6.1,14.2,Proportion,"10.2 (6.1, 14.2)",605,sex,Female,Haryana,North
6,Urban,dm_unscreened,12.6,7.3,17.9,Proportion,"12.6 (7.3, 17.9)",538,sex,Male,Haryana,North
6,Urban,dm_undiagnosed,20.1,14.3,25.9,Proportion,"20.1 (14.3, 25.9)",538,sex,Male,Haryana,North
7,Rural,dm_unscreened,4.5,-4.2,13.2,Proportion,"4.5 (-4.2, 13.2)",17,sex,Female,Nct Of Delhi,North
7,Rural,dm_undiagnosed,13.9,4.9,22.8,Proportion,"13.9 (4.9, 22.8)",17,sex,Female,Nct Of Delhi,North
7,Rural,dm_unscreened,0,0,0,Proportion,"0 (0, 0)",18,sex,Male,Nct Of Delhi,North
7,Rural,dm_undiagnosed,27.8,-8.4,64.1,Proportion,"27.8 (-8.4, 64.1)",18,sex,Male,Nct Of Delhi,North
7,Urban,dm_unscreened,8.2,3.8,12.5,Proportion,"8.2 (3.8, 12.5)",874,sex,Female,Nct Of Delhi,North
7,Urban,dm_undiagnosed,23.4,16.5,30.3,Proportion,"23.4 (16.5, 30.3)",874,sex,Female,Nct Of Delhi,North
7,Urban,dm_unscreened,18.2,9.1,27.3,Proportion,"18.2 (9.1, 27.3)",715,sex,Male,Nct Of Delhi,North
7,Urban,dm_undiagnosed,33.2,23.3,43.1,Proportion,"33.2 (23.3, 43.1)",715,sex,Male,Nct Of Delhi,North
8,Rural,dm_unscreened,13.8,7.6,20,Proportion,"13.8 (7.6, 20)",836,sex,Female,Rajasthan,North
8,Rural,dm_undiagnosed,17.8,11.3,24.2,Proportion,"17.8 (11.3, 24.2)",836,sex,Female,Rajasthan,North
8,Rural,dm_unscreened,17,11.2,22.8,Proportion,"17 (11.2, 22.8)",824,sex,Male,Rajasthan,North
8,Rural,dm_undiagnosed,21,14.9,27.2,Proportion,"21 (14.9, 27.2)",824,sex,Male,Rajasthan,North
8,Urban,dm_unscreened,7.2,3.4,10.9,Proportion,"7.2 (3.4, 10.9)",474,sex,Female,Rajasthan,North
8,Urban,dm_undiagnosed,9.8,5.3,14.2,Proportion,"9.8 (5.3, 14.2)",474,sex,Female,Rajasthan,North
8,Urban,dm_unscreened,10.6,5.4,15.9,Proportion,"10.6 (5.4, 15.9)",441,sex,Male,Rajasthan,North
8,Urban,dm_undiagnosed,14.2,8.4,20,Proportion,"14.2 (8.4, 20)",441,sex,Male,Rajasthan,North
9,Rural,dm_unscreened,16.1,13.4,18.7,Proportion,"16.1 (13.4, 18.7)",3449,sex,Female,Uttar Pradesh,Central
9,Rural,dm_undiagnosed,22.2,19.1,25.2,Proportion,"22.2 (19.1, 25.2)",3449,sex,Female,Uttar Pradesh,Central
9,Rural,dm_unscreened,17.8,15.2,20.4,Proportion,"17.8 (15.2, 20.4)",2856,sex,Male,Uttar Pradesh,Central
9,Rural,dm_undiagnosed,25.2,22.2,28.2,Proportion,"25.2 (22.2, 28.2)",2856,sex,Male,Uttar Pradesh,Central
9,Urban,dm_unscreened,14.9,7.8,22,Proportion,"14.9 (7.8, 22)",985,sex,Female,Uttar Pradesh,Central
9,Urban,dm_undiagnosed,24.5,17.1,31.9,Proportion,"24.5 (17.1, 31.9)",985,sex,Female,Uttar Pradesh,Central
9,Urban,dm_unscreened,19.8,15.1,24.4,Proportion,"19.8 (15.1, 24.4)",946,sex,Male,Uttar Pradesh,Central
9,Urban,dm_undiagnosed,29.4,24.1,34.7,Proportion,"29.4 (24.1, 34.7)",946,sex,Male,Uttar Pradesh,Central
10,Rural,dm_unscreened,24.9,20.6,29.2,Proportion,"24.9 (20.6, 29.2)",1727,sex,Female,Bihar,East
10,Rural,dm_undiagnosed,29.6,25.1,34.2,Proportion,"29.6 (25.1, 34.2)",1727,sex,Female,Bihar,East
10,Rural,dm_unscreened,21.4,17.8,24.9,Proportion,"21.4 (17.8, 24.9)",1617,sex,Male,Bihar,East
