residence,variable,estimate,lci,uci,type,est_ci,n,stratification,strata
Urban,dm_screened,86.5,85.3,87.7,Proportion,"86.5 (85.3, 87.7)",15821,education,Secondary
Urban,dm_diagnosed,73.2,71.7,74.7,Proportion,"73.2 (71.7, 74.7)",15821,education,Secondary
Rural,dm_screened,79.8,78.2,81.5,Proportion,"79.8 (78.2, 81.5)",16616,caste,General
Rural,dm_diagnosed,67.5,65.6,69.5,Proportion,"67.5 (65.6, 69.5)",16616,caste,General
Rural,dm_screened,79.3,77.9,80.8,Proportion,"79.3 (77.9, 80.8)",24318,caste,OBC
Rural,dm_diagnosed,67.1,65.4,68.8,Proportion,"67.1 (65.4, 68.8)",24318,caste,OBC
Rural,dm_screened,78.5,76.7,80.3,Proportion,"78.5 (76.7, 80.3)",10934,caste,Schedule Caste
Rural,dm_diagnosed,65.4,63.3,67.4,Proportion,"65.4 (63.3, 67.4)",10934,caste,Schedule Caste
Rural,dm_screened,69,66.5,71.5,Proportion,"69 (66.5, 71.5)",7486,caste,Schedule Tribe
Rural,dm_diagnosed,57.3,54.4,60.2,Proportion,"57.3 (54.4, 60.2)",7486,caste,Schedule Tribe
Urban,dm_screened,85.5,83.8,87.2,Proportion,"85.5 (83.8, 87.2)",11923,caste,General
Urban,dm_diagnosed,72.9,70.9,74.9,Proportion,"72.9 (70.9, 74.9)",11923,caste,General
Urban,dm_screened,86.4,85.1,87.8,Proportion,"86.4 (85.1, 87.8)",14475,caste,OBC
Urban,dm_diagnosed,73.2,71.4,74.9,Proportion,"73.2 (71.4, 74.9)",14475,caste,OBC
Urban,dm_screened,84.3,82.4,86.3,Proportion,"84.3 (82.4, 86.3)",4936,caste,Schedule Caste
Urban,dm_diagnosed,69.9,67.4,72.4,Proportion,"69.9 (67.4, 72.4)",4936,caste,Schedule Caste
Urban,dm_screened,82.6,78.2,86.9,Proportion,"82.6 (78.2, 86.9)",2575,caste,Schedule Tribe
Urban,dm_diagnosed,70.5,65.5,75.4,Proportion,"70.5 (65.5, 75.4)",2575,caste,Schedule Tribe
Rural,dm_screened,78.1,77,79.2,Proportion,"78.1 (77, 79.2)",45709,religion,Hindu
Rural,dm_diagnosed,66,64.8,67.3,Proportion,"66 (64.8, 67.3)",45709,religion,Hindu
Rural,dm_screened,78.2,75.7,80.6,Proportion,"78.2 (75.7, 80.6)",6459,religion,Muslim
Rural,dm_diagnosed,66.2,63.4,69,Proportion,"66.2 (63.4, 69)",6459,religion,Muslim
Rural,dm_screened,85.9,83.8,88,Proportion,"85.9 (83.8, 88)",7186,religion,Other
Rural,dm_diagnosed,69.8,66.8,72.7,Proportion,"69.8 (66.8, 72.7)",7186,religion,Other
Urban,dm_screened,85.2,84,86.3,Proportion,"85.2 (84, 86.3)",25391,religion,Hindu
Urban,dm_diagnosed,71.8,70.3,73.3,Proportion,"71.8 (70.3, 73.3)",25391,religion,Hindu
Urban,dm_screened,85.7,83.5,87.9,Proportion,"85.7 (83.5, 87.9)",4710,religion,Muslim
Urban,dm_diagnosed,73,70.2,75.8,Proportion,"73 (70.2, 75.8)",4710,religion,Muslim
Urban,dm_screened,90.8,89,92.6,Proportion,"90.8 (89, 92.6)",3808,religion,Other
Urban,dm_diagnosed,78.9,76.1,81.6,Proportion,"78.9 (76.1, 81.6)",3808,religion,Other
Rural,dm_screened,64.1,61.6,66.6,Proportion,"64.1 (61.6, 66.6)",6195,wealthq_ur,1
Rural,dm_diagnosed,56.8,54.2,59.5,Proportion,"56.8 (54.2, 59.5)",6195,wealthq_ur,1
Rural,dm_screened,72.1,69.8,74.3,Proportion,"72.1 (69.8, 74.3)",8349,wealthq_ur,2
Rural,dm_diagnosed,63.5,61.1,65.8,Proportion,"63.5 (61.1, 65.8)",8349,wealthq_ur,2
Rural,dm_screened,77.1,75.2,78.9,Proportion,"77.1 (75.2, 78.9)",10837,wealthq_ur,3
Rural,dm_diagnosed,65.5,63.5,67.6,Proportion,"65.5 (63.5, 67.6)",10837,wealthq_ur,3
Rural,dm_screened,80.9,79.1,82.8,Proportion,"80.9 (79.1, 82.8)",14132,wealthq_ur,4
Rural,dm_diagnosed,66.3,64.2,68.5,Proportion,"66.3 (64.2, 68.5)",14132,wealthq_ur,4
Rural,dm_screened,84.9,83.3,86.5,Proportion,"84.9 (83.3, 86.5)",19841,wealthq_ur,5
Rural,dm_diagnosed,70.7,68.8,72.6,Proportion,"70.7 (68.8, 72.6)",19841,wealthq_ur,5
Urban,dm_screened,78.3,75.5,81,Proportion,"78.3 (75.5, 81)",4501,wealthq_ur,1
Urban,dm_diagnosed,64.1,60.9,67.3,Proportion,"64.1 (60.9, 67.3)",4501,wealthq_ur,1
Urban,dm_screened,82,79.9,84,Proportion,"82 (79.9, 84)",6255,wealthq_ur,2
Urban,dm_diagnosed,68.4,65.9,70.8,Proportion,"68.4 (65.9, 70.8)",6255,wealthq_ur,2
Urban,dm_screened,85.1,83.1,87.2,Proportion,"85.1 (83.1, 87.2)",7067,wealthq_ur,3
Urban,dm_diagnosed,72.3,70.1,74.6,Proportion,"72.3 (70.1, 74.6)",7067,wealthq_ur,3
Urban,dm_screened,88.9,87.1,90.7,Proportion,"88.9 (87.1, 90.7)",7628,wealthq_ur,4
Urban,dm_diagnosed,75.6,73.2,77.9,Proportion,"75.6 (73.2, 77.9)",7628,wealthq_ur,4
Urban,dm_screened,90.1,88.2,91.9,Proportion,"90.1 (88.2, 91.9)",8458,wealthq_ur,5
Urban,dm_diagnosed,77.5,75.1,79.9,Proportion,"77.5 (75.1, 79.9)",8458,wealthq_ur,5
Rural,dm_treated,52.7,51,54.3,Proportion,"52.7 (51, 54.3)",41065,,NA
Rural,dm_controlled,69.4,68.1,70.6,Proportion,"69.4 (68.1, 70.6)",41065,,NA
Urban,dm_treated,69.4,67.4,71.5,Proportion,"69.4 (67.4, 71.5)",26144,,NA
Urban,dm_controlled,59.6,58.1,61,Proportion,"59.6 (58.1, 61)",26144,,NA
Rural,dm_treated,50,47.9,52,Proportion,"50 (47.9, 52)",21508,sex,Female
Rural,dm_controlled,72.1,70.5,73.7,Proportion,"72.1 (70.5, 73.7)",21508,sex,Female
Rural,dm_treated,56.4,54.6,58.3,Proportion,"56.4 (54.6, 58.3)",19557,sex,Male
Rural,dm_controlled,65.6,64,67.2,Proportion,"65.6 (64, 67.2)",19557,sex,Male
Urban,dm_treated,68,65.6,70.5,Proportion,"68 (65.6, 70.5)",13884,sex,Female
Urban,dm_controlled,60.6,58.7,62.4,Proportion,"60.6 (58.7, 62.4)",13884,sex,Female
Urban,dm_treated,71.2,69,73.3,Proportion,"71.2 (69, 73.3)",12260,sex,Male
Urban,dm_controlled,58.3,56.4,60.2,Proportion,"58.3 (56.4, 60.2)",12260,sex,Male
Rural,dm_treated,39.9,37.5,42.2,Proportion,"39.9 (37.5, 42.2)",7122,age_category,18-39
Rural,dm_controlled,78,76.1,79.9,Proportion,"78 (76.1, 79.9)",7122,age_category,18-39
Rural,dm_treated,68.6,67.4,69.9,Proportion,"68.6 (67.4, 69.9)",23324,age_category,40-64
Rural,dm_controlled,56.7,55.7,57.8,Proportion,"56.7 (55.7, 57.8)",23324,age_category,40-64
Rural,dm_treated,73.6,72.2,75,Proportion,"73.6 (72.2, 75)",10619,age_category,65 plus
Rural,dm_controlled,62.4,61.1,63.7,Proportion,"62.4 (61.1, 63.7)",10619,age_category,65 plus
Urban,dm_treated,51.2,47.6,54.8,Proportion,"51.2 (47.6, 54.8)",3507,age_category,18-39
Urban,dm_controlled,69.2,66.3,72.1,Proportion,"69.2 (66.3, 72.1)",3507,age_category,18-39
Urban,dm_treated,80.3,78.9,81.7,Proportion,"80.3 (78.9, 81.7)",15570,age_category,40-64
Urban,dm_controlled,51.9,50.6,53.2,Proportion,"51.9 (50.6, 53.2)",15570,age_category,40-64
Urban,dm_treated,85.4,84,86.8,Proportion,"85.4 (84, 86.8)",7067,age_category,65 plus
Urban,dm_controlled,57.6,55.9,59.3,Proportion,"57.6 (55.9, 59.3)",7067,age_category,65 plus
Rural,dm_treated,44.5,41.5,47.4,Proportion,"44.5 (41.5, 47.4)",3518,education,Higher
Rural,dm_controlled,74.8,72.6,76.9,Proportion,"74.8 (72.6, 76.9)",3518,education,Higher
Rural,dm_treated,54.4,51.6,57.2,Proportion,"54.4 (51.6, 57.2)",14161,education,No education
Rural,dm_controlled,69.7,67.3,72,Proportion,"69.7 (67.3, 72)",14161,education,No education
Rural,dm_treated,54.1,50.8,57.4,Proportion,"54.1 (50.8, 57.4)",7521,education,Primary
Rural,dm_controlled,68.2,65.4,71.1,Proportion,"68.2 (65.4, 71.1)",7521,education,Primary
Rural,dm_treated,52.5,50.6,54.3,Proportion,"52.5 (50.6, 54.3)",15865,education,Secondary
Rural,dm_controlled,68.5,67,69.9,Proportion,"68.5 (67, 69.9)",15865,education,Secondary
Urban,dm_treated,67.1,64.3,69.9,Proportion,"67.1 (64.3, 69.9)",5155,education,Higher
Urban,dm_controlled,65.8,63.6,68.1,Proportion,"65.8 (63.6, 68.1)",5155,education,Higher
Urban,dm_treated,68.1,63.7,72.4,Proportion,"68.1 (63.7, 72.4)",4772,education,No education
Urban,dm_controlled,57.8,54.2,61.4,Proportion,"57.8 (54.2, 61.4)",4772,education,No education
Urban,dm_treated,70.1,66.2,74,Proportion,"70.1 (66.2, 74)",4059,education,Primary
Urban,dm_controlled,57,53.4,60.7,Proportion,"57 (53.4, 60.7)",4059,education,Primary
Urban,dm_treated,70.7,68.5,72.9,Proportion,"70.7 (68.5, 72.9)",12158,education,Secondary
Urban,dm_controlled,58.3,56.5,60.2,Proportion,"58.3 (56.5, 60.2)",12158,education,Secondary
Rural,dm_treated,56.3,53.8,58.7,Proportion,"56.3 (53.8, 58.7)",12186,caste,General
Rural,dm_controlled,68.3,66.3,70.3,Proportion,"68.3 (66.3, 70.3)",12186,caste,General
Rural,dm_treated,51,48.4,53.6,Proportion,"51 (48.4, 53.6)",16893,caste,OBC
Rural,dm_controlled,70,68,72,Proportion,"70 (68, 72)",16893,caste,OBC
Rural,dm_treated,51.7,49,54.4,Proportion,"51.7 (49, 54.4)",7397,caste,Schedule Caste
Rural,dm_controlled,68.1,65.9,70.3,Proportion,"68.1 (65.9, 70.3)",7397,caste,Schedule Caste
Rural,dm_treated,50.7,47,54.5,Proportion,"50.7 (47, 54.5)",4589,caste,Schedule Tribe
Rural,dm_controlled,75.1,72.2,78.1,Proportion,"75.1 (72.2, 78.1)",4589,caste,Schedule Tribe
Urban,dm_treated,72.1,69.5,74.7,Proportion,"72.1 (69.5, 74.7)",9386,caste,General
Urban,dm_controlled,59.7,57.4,62,Proportion,"59.7 (57.4, 62)",9386,caste,General
Urban,dm_treated,68,65,70.9,Proportion,"68 (65, 70.9)",11152,caste,OBC
Urban,dm_controlled,59.8,57.7,62,Proportion,"59.8 (57.7, 62)",11152,caste,OBC
Urban,dm_treated,68.1,64.5,71.7,Proportion,"68.1 (64.5, 71.7)",3593,caste,Schedule Caste
Urban,dm_controlled,57.9,55,60.8,Proportion,"57.9 (55, 60.8)",3593,caste,Schedule Caste
Urban,dm_treated,63.3,56.9,69.7,Proportion,"63.3 (56.9, 69.7)",2013,caste,Schedule Tribe
Urban,dm_controlled,62.9,57.7,68.1,Proportion,"62.9 (57.7, 68.1)",2013,caste,Schedule Tribe
Rural,dm_treated,52.2,50.4,54.1,Proportion,"52.2 (50.4, 54.1)",30989,religion,Hindu
Rural,dm_controlled,70.4,69.1,71.8,Proportion,"70.4 (69.1, 71.8)",30989,religion,Hindu
Rural,dm_treated,54.2,50.5,57.8,Proportion,"54.2 (50.5, 57.8)",4834,religion,Muslim
Rural,dm_controlled,67.1,63.7,70.4,Proportion,"67.1 (63.7, 70.4)",4834,religion,Muslim
Rural,dm_treated,55.2,51.7,58.7,Proportion,"55.2 (51.7, 58.7)",5242,religion,Other
Rural,dm_controlled,62,58.2,65.7,Proportion,"62 (58.2, 65.7)",5242,religion,Other
Urban,dm_treated,69.1,66.7,71.5,Proportion,"69.1 (66.7, 71.5)",19322,religion,Hindu
Urban,dm_controlled,59.7,58,61.4,Proportion,"59.7 (58, 61.4)",19322,religion,Hindu
Urban,dm_treated,70.2,66.4,74,Proportion,"70.2 (66.4, 74)",3699,religion,Muslim
Urban,dm_controlled,59.4,56.3,62.6,Proportion,"59.4 (56.3, 62.6)",3699,religion,Muslim
Urban,dm_treated,70.9,66.7,75.2,Proportion,"70.9 (66.7, 75.2)",3123,religion,Other
Urban,dm_controlled,58.6,55.1,62,Proportion,"58.6 (55.1, 62)",3123,religion,Other
Rural,dm_treated,41.4,38,44.8,Proportion,"41.4 (38, 44.8)",3567,wealthq_ur,1
Rural,dm_controlled,79.6,77.2,82,Proportion,"79.6 (77.2, 82)",3567,wealthq_ur,1
Rural,dm_treated,45.7,42.5,48.8,Proportion,"45.7 (42.5, 48.8)",5312,wealthq_ur,2
Rural,dm_controlled,75.8,73.3,78.3,Proportion,"75.8 (73.3, 78.3)",5312,wealthq_ur,2
Rural,dm_treated,47.5,44.8,50.3,Proportion,"47.5 (44.8, 50.3)",7215,wealthq_ur,3
Rural,dm_controlled,72.8,70.6,75.1,Proportion,"72.8 (70.6, 75.1)",7215,wealthq_ur,3
Rural,dm_treated,55.6,52.9,58.4,Proportion,"55.6 (52.9, 58.4)",9929,wealthq_ur,4
Rural,dm_controlled,68.2,66.1,70.4,Proportion,"68.2 (66.1, 70.4)",9929,wealthq_ur,4
Rural,dm_treated,58.2,55.6,60.8,Proportion,"58.2 (55.6, 60.8)",15042,wealthq_ur,5
Rural,dm_controlled,63.9,61.7,66.1,Proportion,"63.9 (61.7, 66.1)",15042,wealthq_ur,5
Urban,dm_treated,57.5,52.7,62.3,Proportion,"57.5 (52.7, 62.3)",3135,wealthq_ur,1
Urban,dm_controlled,66.5,63.6,69.5,Proportion,"66.5 (63.6, 69.5)",3135,wealthq_ur,1
Urban,dm_treated,67.4,64.1,70.6,Proportion,"67.4 (64.1, 70.6)",4573,wealthq_ur,2
Urban,dm_controlled,58.6,55.7,61.5,Proportion,"58.6 (55.7, 61.5)",4573,wealthq_ur,2
Urban,dm_treated,72.5,69.6,75.4,Proportion,"72.5 (69.6, 75.4)",5402,wealthq_ur,3
Urban,dm_controlled,57.2,54.3,60.1,Proportion,"57.2 (54.3, 60.1)",5402,wealthq_ur,3
Urban,dm_treated,70.8,67.7,74,Proportion,"70.8 (67.7, 74)",6063,wealthq_ur,4
Urban,dm_controlled,59.8,57.1,62.5,Proportion,"59.8 (57.1, 62.5)",6063,wealthq_ur,4
Urban,dm_treated,72.4,69.2,75.6,Proportion,"72.4 (69.2, 75.6)",6971,wealthq_ur,5
Urban,dm_controlled,58.8,56.1,61.5,Proportion,"58.8 (56.1, 61.5)",6971,wealthq_ur,5
