state,residence,variable,estimate,lci,uci,type,est_ci,n,stratification,strata,n5_state,zone
15,Urban,dm_diagnosed,84.5,78.8,90.3,Proportion,"84.5 (78.8, 90.3)",476,,NA,Mizoram,North East
16,Rural,dm_screened,77,71.1,82.9,Proportion,"77 (71.1, 82.9)",662,,NA,Tripura,North East
16,Rural,dm_diagnosed,60.9,53.8,68.1,Proportion,"60.9 (53.8, 68.1)",662,,NA,Tripura,North East
16,Urban,dm_screened,77.9,71.9,83.9,Proportion,"77.9 (71.9, 83.9)",290,,NA,Tripura,North East
16,Urban,dm_diagnosed,62.6,54.8,70.4,Proportion,"62.6 (54.8, 70.4)",290,,NA,Tripura,North East
17,Rural,dm_screened,65.3,54.6,76.1,Proportion,"65.3 (54.6, 76.1)",373,,NA,Meghalaya,North East
17,Rural,dm_diagnosed,62.7,51.7,73.6,Proportion,"62.7 (51.7, 73.6)",373,,NA,Meghalaya,North East
17,Urban,dm_screened,82.1,71.2,93,Proportion,"82.1 (71.2, 93)",105,,NA,Meghalaya,North East
17,Urban,dm_diagnosed,75.8,64.7,86.9,Proportion,"75.8 (64.7, 86.9)",105,,NA,Meghalaya,North East
18,Rural,dm_screened,79.2,76.1,82.4,Proportion,"79.2 (76.1, 82.4)",2518,,NA,Assam,North East
18,Rural,dm_diagnosed,66.9,63.2,70.7,Proportion,"66.9 (63.2, 70.7)",2518,,NA,Assam,North East
18,Urban,dm_screened,87.7,82.8,92.6,Proportion,"87.7 (82.8, 92.6)",787,,NA,Assam,North East
18,Urban,dm_diagnosed,67.6,61.3,74,Proportion,"67.6 (61.3, 74)",787,,NA,Assam,North East
19,Rural,dm_screened,67,62.4,71.6,Proportion,"67 (62.4, 71.6)",1495,,NA,West Bengal,East
19,Rural,dm_diagnosed,53.8,48.8,58.7,Proportion,"53.8 (48.8, 58.7)",1495,,NA,West Bengal,East
19,Urban,dm_screened,75.3,69.9,80.6,Proportion,"75.3 (69.9, 80.6)",983,,NA,West Bengal,East
19,Urban,dm_diagnosed,63.9,58.4,69.5,Proportion,"63.9 (58.4, 69.5)",983,,NA,West Bengal,East
20,Rural,dm_screened,79.2,74.8,83.5,Proportion,"79.2 (74.8, 83.5)",1851,,NA,Jharkhand,East
20,Rural,dm_diagnosed,72.1,66.8,77.5,Proportion,"72.1 (66.8, 77.5)",1851,,NA,Jharkhand,East
20,Urban,dm_screened,87.9,83.8,92,Proportion,"87.9 (83.8, 92)",1015,,NA,Jharkhand,East
20,Urban,dm_diagnosed,76.3,70.6,82.1,Proportion,"76.3 (70.6, 82.1)",1015,,NA,Jharkhand,East
21,Rural,dm_screened,69.6,65,74.2,Proportion,"69.6 (65, 74.2)",2774,,NA,Odisha,East
21,Rural,dm_diagnosed,62.3,57.4,67.2,Proportion,"62.3 (57.4, 67.2)",2774,,NA,Odisha,East
21,Urban,dm_screened,78.7,73.9,83.4,Proportion,"78.7 (73.9, 83.4)",840,,NA,Odisha,East
21,Urban,dm_diagnosed,68.3,62.9,73.7,Proportion,"68.3 (62.9, 73.7)",840,,NA,Odisha,East
22,Rural,dm_screened,81.5,77.4,85.6,Proportion,"81.5 (77.4, 85.6)",1532,,NA,Chhattisgarh,Central
22,Rural,dm_diagnosed,70.3,64.7,75.9,Proportion,"70.3 (64.7, 75.9)",1532,,NA,Chhattisgarh,Central
22,Urban,dm_screened,84.9,79.1,90.7,Proportion,"84.9 (79.1, 90.7)",798,,NA,Chhattisgarh,Central
22,Urban,dm_diagnosed,72.1,64.2,79.9,Proportion,"72.1 (64.2, 79.9)",798,,NA,Chhattisgarh,Central
23,Rural,dm_screened,69.4,65.4,73.4,Proportion,"69.4 (65.4, 73.4)",2227,,NA,Madhya Pradesh,Central
23,Rural,dm_diagnosed,56.9,52.4,61.5,Proportion,"56.9 (52.4, 61.5)",2227,,NA,Madhya Pradesh,Central
23,Urban,dm_screened,78.5,74.1,82.9,Proportion,"78.5 (74.1, 82.9)",1175,,NA,Madhya Pradesh,Central
23,Urban,dm_diagnosed,68.8,63.8,73.8,Proportion,"68.8 (63.8, 73.8)",1175,,NA,Madhya Pradesh,Central
24,Rural,dm_screened,64.8,59.1,70.5,Proportion,"64.8 (59.1, 70.5)",2245,,NA,Gujarat,West
24,Rural,dm_diagnosed,55.7,49.9,61.6,Proportion,"55.7 (49.9, 61.6)",2245,,NA,Gujarat,West
24,Urban,dm_screened,78.5,74,83,Proportion,"78.5 (74, 83)",1654,,NA,Gujarat,West
24,Urban,dm_diagnosed,66.7,62,71.4,Proportion,"66.7 (62, 71.4)",1654,,NA,Gujarat,West
25,Rural,dm_screened,38.7,14.5,62.8,Proportion,"38.7 (14.5, 62.8)",150,,NA,Dadra & Nagar Haveli And Daman & Diu,West
25,Rural,dm_diagnosed,30.6,9.3,51.9,Proportion,"30.6 (9.3, 51.9)",150,,NA,Dadra & Nagar Haveli And Daman & Diu,West
25,Urban,dm_screened,67.8,54.1,81.4,Proportion,"67.8 (54.1, 81.4)",214,,NA,Dadra & Nagar Haveli And Daman & Diu,West
25,Urban,dm_diagnosed,54.7,41.8,67.6,Proportion,"54.7 (41.8, 67.6)",214,,NA,Dadra & Nagar Haveli And Daman & Diu,West
27,Rural,dm_screened,75.7,71.9,79.5,Proportion,"75.7 (71.9, 79.5)",2346,,NA,Maharashtra,West
27,Rural,dm_diagnosed,61.7,57.7,65.8,Proportion,"61.7 (57.7, 65.8)",2346,,NA,Maharashtra,West
27,Urban,dm_screened,81.8,77.7,85.9,Proportion,"81.8 (77.7, 85.9)",1671,,NA,Maharashtra,West
27,Urban,dm_diagnosed,70.9,66.3,75.5,Proportion,"70.9 (66.3, 75.5)",1671,,NA,Maharashtra,West
28,Rural,dm_screened,80.5,75.2,85.9,Proportion,"80.5 (75.2, 85.9)",1708,,NA,Andhra Pradesh,South
28,Rural,dm_diagnosed,61.1,55.4,66.9,Proportion,"61.1 (55.4, 66.9)",1708,,NA,Andhra Pradesh,South
28,Urban,dm_screened,88.3,84.8,91.8,Proportion,"88.3 (84.8, 91.8)",997,,NA,Andhra Pradesh,South
28,Urban,dm_diagnosed,65.1,59.3,71,Proportion,"65.1 (59.3, 71)",997,,NA,Andhra Pradesh,South
29,Rural,dm_screened,76,71.6,80.4,Proportion,"76 (71.6, 80.4)",3136,,NA,Karnataka,South
29,Rural,dm_diagnosed,60.9,56.5,65.3,Proportion,"60.9 (56.5, 65.3)",3136,,NA,Karnataka,South
29,Urban,dm_screened,85.1,81.2,89.1,Proportion,"85.1 (81.2, 89.1)",1805,,NA,Karnataka,South
29,Urban,dm_diagnosed,69.7,64.9,74.5,Proportion,"69.7 (64.9, 74.5)",1805,,NA,Karnataka,South
30,Rural,dm_screened,93.7,88.1,99.3,Proportion,"93.7 (88.1, 99.3)",239,,NA,Goa,West
30,Rural,dm_diagnosed,69.9,54.4,85.5,Proportion,"69.9 (54.4, 85.5)",239,,NA,Goa,West
30,Urban,dm_screened,96.2,92.9,99.5,Proportion,"96.2 (92.9, 99.5)",352,,NA,Goa,West
30,Urban,dm_diagnosed,79.1,73.4,84.9,Proportion,"79.1 (73.4, 84.9)",352,,NA,Goa,West
31,Rural,dm_screened,100,100,100,Proportion,"100 (100, 100)",57,,NA,Lakshadweep,South
31,Rural,dm_diagnosed,79.5,66.2,92.8,Proportion,"79.5 (66.2, 92.8)",57,,NA,Lakshadweep,South
31,Urban,dm_screened,99.7,99.1,100.3,Proportion,"99.7 (99.1, 100.3)",246,,NA,Lakshadweep,South
31,Urban,dm_diagnosed,88.7,85.5,91.9,Proportion,"88.7 (85.5, 91.9)",246,,NA,Lakshadweep,South
32,Rural,dm_screened,95.1,93.2,96.9,Proportion,"95.1 (93.2, 96.9)",3041,,NA,Kerala,South
32,Rural,dm_diagnosed,82,79.2,84.8,Proportion,"82 (79.2, 84.8)",3041,,NA,Kerala,South
32,Urban,dm_screened,97.8,96.8,98.8,Proportion,"97.8 (96.8, 98.8)",2125,,NA,Kerala,South
32,Urban,dm_diagnosed,87.3,85.3,89.2,Proportion,"87.3 (85.3, 89.2)",2125,,NA,Kerala,South
33,Rural,dm_screened,92.5,90.7,94.2,Proportion,"92.5 (90.7, 94.2)",4866,,NA,Tamil Nadu,South
33,Rural,dm_diagnosed,77.1,73.7,80.6,Proportion,"77.1 (73.7, 80.6)",4866,,NA,Tamil Nadu,South
33,Urban,dm_screened,93.7,92.3,95.1,Proportion,"93.7 (92.3, 95.1)",4436,,NA,Tamil Nadu,South
33,Urban,dm_diagnosed,80.9,78.4,83.5,Proportion,"80.9 (78.4, 83.5)",4436,,NA,Tamil Nadu,South
34,Rural,dm_screened,95,89.4,100.5,Proportion,"95 (89.4, 100.5)",185,,NA,Puducherry,South
34,Rural,dm_diagnosed,74.9,63.2,86.6,Proportion,"74.9 (63.2, 86.6)",185,,NA,Puducherry,South
34,Urban,dm_screened,95.1,91.3,98.9,Proportion,"95.1 (91.3, 98.9)",1128,,NA,Puducherry,South
34,Urban,dm_diagnosed,84.5,79,90,Proportion,"84.5 (79, 90)",1128,,NA,Puducherry,South
35,Rural,dm_screened,98.7,97.6,99.8,Proportion,"98.7 (97.6, 99.8)",364,,NA,Andaman & Nicobar Islands,South
35,Rural,dm_diagnosed,86.8,78.4,95.2,Proportion,"86.8 (78.4, 95.2)",364,,NA,Andaman & Nicobar Islands,South
35,Urban,dm_screened,92.3,82.6,102,Proportion,"92.3 (82.6, 102)",123,,NA,Andaman & Nicobar Islands,South
35,Urban,dm_diagnosed,81.3,68.7,93.9,Proportion,"81.3 (68.7, 93.9)",123,,NA,Andaman & Nicobar Islands,South
36,Rural,dm_screened,78.4,74.2,82.5,Proportion,"78.4 (74.2, 82.5)",3077,,NA,Telangana,South
36,Rural,dm_diagnosed,58.7,54.1,63.4,Proportion,"58.7 (54.1, 63.4)",3077,,NA,Telangana,South
36,Urban,dm_screened,88.5,85.3,91.6,Proportion,"88.5 (85.3, 91.6)",1673,,NA,Telangana,South
36,Urban,dm_diagnosed,72.9,68,77.8,Proportion,"72.9 (68, 77.8)",1673,,NA,Telangana,South
37,Rural,dm_screened,99.4,98.6,100.2,Proportion,"99.4 (98.6, 100.2)",289,,NA,Ladakh,North
37,Rural,dm_diagnosed,97.8,95.6,99.9,Proportion,"97.8 (95.6, 99.9)",289,,NA,Ladakh,North
37,Urban,dm_screened,100,100,100,Proportion,"100 (100, 100)",113,,NA,Ladakh,North
37,Urban,dm_diagnosed,99.4,98.4,100.4,Proportion,"99.4 (98.4, 100.4)",113,,NA,Ladakh,North
1,Rural,dm_screened,95.8,93.5,98,Proportion,"95.8 (93.5, 98)",1030,sex,Female,Jammu & Kashmir,North
1,Rural,dm_diagnosed,90.3,87,93.6,Proportion,"90.3 (87, 93.6)",1030,sex,Female,Jammu & Kashmir,North
1,Rural,dm_screened,96.9,95.3,98.5,Proportion,"96.9 (95.3, 98.5)",798,sex,Male,Jammu & Kashmir,North
1,Rural,dm_diagnosed,89,84.8,93.3,Proportion,"89 (84.8, 93.3)",798,sex,Male,Jammu & Kashmir,North
1,Urban,dm_screened,95.6,92.6,98.6,Proportion,"95.6 (92.6, 98.6)",301,sex,Female,Jammu & Kashmir,North
1,Urban,dm_diagnosed,91,86,96,Proportion,"91 (86, 96)",301,sex,Female,Jammu & Kashmir,North
1,Urban,dm_screened,96.8,94.5,99.1,Proportion,"96.8 (94.5, 99.1)",200,sex,Male,Jammu & Kashmir,North
1,Urban,dm_diagnosed,91.7,86.8,96.7,Proportion,"91.7 (86.8, 96.7)",200,sex,Male,Jammu & Kashmir,North
2,Rural,dm_screened,91.8,88.1,95.5,Proportion,"91.8 (88.1, 95.5)",784,sex,Female,Himachal Pradesh,North
2,Rural,dm_diagnosed,81.9,77,86.9,Proportion,"81.9 (77, 86.9)",784,sex,Female,Himachal Pradesh,North
2,Rural,dm_screened,79.3,68.7,90,Proportion,"79.3 (68.7, 90)",552,sex,Male,Himachal Pradesh,North
2,Rural,dm_diagnosed,66.9,56.3,77.5,Proportion,"66.9 (56.3, 77.5)",552,sex,Male,Himachal Pradesh,North
2,Urban,dm_screened,89.3,79.9,98.8,Proportion,"89.3 (79.9, 98.8)",107,sex,Female,Himachal Pradesh,North
2,Urban,dm_diagnosed,72,52.7,91.2,Proportion,"72 (52.7, 91.2)",107,sex,Female,Himachal Pradesh,North
2,Urban,dm_screened,99.4,98.2,100.6,Proportion,"99.4 (98.2, 100.6)",71,sex,Male,Himachal Pradesh,North
2,Urban,dm_diagnosed,82.7,65.2,100.1,Proportion,"82.7 (65.2, 100.1)",71,sex,Male,Himachal Pradesh,North
3,Rural,dm_screened,88,84.4,91.6,Proportion,"88 (84.4, 91.6)",1353,sex,Female,Punjab,North
3,Rural,dm_diagnosed,65.7,59.6,71.7,Proportion,"65.7 (59.6, 71.7)",1353,sex,Female,Punjab,North
3,Rural,dm_screened,86.4,81.7,91.1,Proportion,"86.4 (81.7, 91.1)",924,sex,Male,Punjab,North
3,Rural,dm_diagnosed,68.5,60.5,76.6,Proportion,"68.5 (60.5, 76.6)",924,sex,Male,Punjab,North
3,Urban,dm_screened,86.3,81.4,91.1,Proportion,"86.3 (81.4, 91.1)",723,sex,Female,Punjab,North
3,Urban,dm_diagnosed,71,64.7,77.2,Proportion,"71 (64.7, 77.2)",723,sex,Female,Punjab,North
3,Urban,dm_screened,90.1,85.4,94.7,Proportion,"90.1 (85.4, 94.7)",542,sex,Male,Punjab,North
3,Urban,dm_diagnosed,74.4,67.7,81.1,Proportion,"74.4 (67.7, 81.1)",542,sex,Male,Punjab,North
4,Rural,dm_screened,4,2.4,5.6,Proportion,"4 (2.4, 5.6)",3,sex,Female,Chandigarh,North
4,Rural,dm_diagnosed,4,2.4,5.6,Proportion,"4 (2.4, 5.6)",3,sex,Female,Chandigarh,North
4,Rural,dm_screened,100,100,100,Proportion,"100 (100, 100)",2,sex,Male,Chandigarh,North
4,Rural,dm_diagnosed,95.3,93.2,97.4,Proportion,"95.3 (93.2, 97.4)",2,sex,Male,Chandigarh,North
4,Urban,dm_screened,84.5,69.7,99.3,Proportion,"84.5 (69.7, 99.3)",81,sex,Female,Chandigarh,North
4,Urban,dm_diagnosed,61.4,39.3,83.4,Proportion,"61.4 (39.3, 83.4)",81,sex,Female,Chandigarh,North
4,Urban,dm_screened,88.4,72.6,104.3,Proportion,"88.4 (72.6, 104.3)",44,sex,Male,Chandigarh,North
4,Urban,dm_diagnosed,80.3,57.7,102.9,Proportion,"80.3 (57.7, 102.9)",44,sex,Male,Chandigarh,North
5,Rural,dm_screened,81.9,71.6,92.3,Proportion,"81.9 (71.6, 92.3)",459,sex,Female,Uttarakhand,Central
5,Rural,dm_diagnosed,72.9,61.8,84,Proportion,"72.9 (61.8, 84)",459,sex,Female,Uttarakhand,Central
5,Rural,dm_screened,87.2,81.8,92.5,Proportion,"87.2 (81.8, 92.5)",502,sex,Male,Uttarakhand,Central
5,Rural,dm_diagnosed,70.4,59.9,80.8,Proportion,"70.4 (59.9, 80.8)",502,sex,Male,Uttarakhand,Central
5,Urban,dm_screened,79.3,63.7,94.8,Proportion,"79.3 (63.7, 94.8)",239,sex,Female,Uttarakhand,Central
5,Urban,dm_diagnosed,66.8,51.2,82.5,Proportion,"66.8 (51.2, 82.5)",239,sex,Female,Uttarakhand,Central
5,Urban,dm_screened,61.1,45.3,77,Proportion,"61.1 (45.3, 77)",205,sex,Male,Uttarakhand,Central
5,Urban,dm_diagnosed,56.2,41.4,71.1,Proportion,"56.2 (41.4, 71.1)",205,sex,Male,Uttarakhand,Central
6,Rural,dm_screened,89.4,84.4,94.5,Proportion,"89.4 (84.4, 94.5)",932,sex,Female,Haryana,North
6,Rural,dm_diagnosed,77.3,69.8,84.8,Proportion,"77.3 (69.8, 84.8)",932,sex,Female,Haryana,North
6,Rural,dm_screened,75.9,68.7,83,Proportion,"75.9 (68.7, 83)",798,sex,Male,Haryana,North
6,Rural,dm_diagnosed,63.4,56,70.8,Proportion,"63.4 (56, 70.8)",798,sex,Male,Haryana,North
6,Urban,dm_screened,88.3,79.8,96.8,Proportion,"88.3 (79.8, 96.8)",644,sex,Female,Haryana,North
6,Urban,dm_diagnosed,81.4,72.7,90.2,Proportion,"81.4 (72.7, 90.2)",644,sex,Female,Haryana,North
6,Urban,dm_screened,88.3,83.3,93.3,Proportion,"88.3 (83.3, 93.3)",565,sex,Male,Haryana,North
6,Urban,dm_diagnosed,78,72.3,83.7,Proportion,"78 (72.3, 83.7)",565,sex,Male,Haryana,North
7,Rural,dm_screened,96.4,90,102.7,Proportion,"96.4 (90, 102.7)",19,sex,Female,Nct Of Delhi,North
7,Rural,dm_diagnosed,70.4,38.2,102.5,Proportion,"70.4 (38.2, 102.5)",19,sex,Female,Nct Of Delhi,North
7,Rural,dm_screened,100,100,100,Proportion,"100 (100, 100)",19,sex,Male,Nct Of Delhi,North
7,Rural,dm_diagnosed,71.4,35.3,107.5,Proportion,"71.4 (35.3, 107.5)",19,sex,Male,Nct Of Delhi,North
7,Urban,dm_screened,89.9,85.1,94.7,Proportion,"89.9 (85.1, 94.7)",903,sex,Female,Nct Of Delhi,North
7,Urban,dm_diagnosed,73.2,66.4,80,Proportion,"73.2 (66.4, 80)",903,sex,Female,Nct Of Delhi,North
7,Urban,dm_screened,81.1,73.2,88.9,Proportion,"81.1 (73.2, 88.9)",748,sex,Male,Nct Of Delhi,North
7,Urban,dm_diagnosed,63.2,54.2,72.3,Proportion,"63.2 (54.2, 72.3)",748,sex,Male,Nct Of Delhi,North
8,Rural,dm_screened,86.5,82.2,90.9,Proportion,"86.5 (82.2, 90.9)",888,sex,Female,Rajasthan,North
8,Rural,dm_diagnosed,82,77,86.9,Proportion,"82 (77, 86.9)",888,sex,Female,Rajasthan,North
8,Rural,dm_screened,81.9,76.4,87.4,Proportion,"81.9 (76.4, 87.4)",877,sex,Male,Rajasthan,North
8,Rural,dm_diagnosed,77,71.1,82.9,Proportion,"77 (71.1, 82.9)",877,sex,Male,Rajasthan,North
8,Urban,dm_screened,90.9,86.7,95.1,Proportion,"90.9 (86.7, 95.1)",494,sex,Female,Rajasthan,North
8,Urban,dm_diagnosed,87.6,82.7,92.5,Proportion,"87.6 (82.7, 92.5)",494,sex,Female,Rajasthan,North
8,Urban,dm_screened,87.6,82.1,93.1,Proportion,"87.6 (82.1, 93.1)",453,sex,Male,Rajasthan,North
8,Urban,dm_diagnosed,83.5,77.4,89.7,Proportion,"83.5 (77.4, 89.7)",453,sex,Male,Rajasthan,North
9,Rural,dm_screened,82.9,80.3,85.5,Proportion,"82.9 (80.3, 85.5)",3633,sex,Female,Uttar Pradesh,Central
9,Rural,dm_diagnosed,75.6,72.5,78.7,Proportion,"75.6 (72.5, 78.7)",3633,sex,Female,Uttar Pradesh,Central
9,Rural,dm_screened,78.4,75.7,81.2,Proportion,"78.4 (75.7, 81.2)",3075,sex,Male,Uttar Pradesh,Central
9,Rural,dm_diagnosed,69.8,66.6,73,Proportion,"69.8 (66.6, 73)",3075,sex,Male,Uttar Pradesh,Central
9,Urban,dm_screened,82.9,75.5,90.3,Proportion,"82.9 (75.5, 90.3)",1041,sex,Female,Uttar Pradesh,Central
9,Urban,dm_diagnosed,72.5,64.9,80.2,Proportion,"72.5 (64.9, 80.2)",1041,sex,Female,Uttar Pradesh,Central
9,Urban,dm_screened,80.5,76,85.1,Proportion,"80.5 (76, 85.1)",995,sex,Male,Uttar Pradesh,Central
9,Urban,dm_diagnosed,68.3,63,73.6,Proportion,"68.3 (63, 73.6)",995,sex,Male,Uttar Pradesh,Central
10,Rural,dm_screened,73.4,69.2,77.5,Proportion,"73.4 (69.2, 77.5)",1822,sex,Female,Bihar,East
10,Rural,dm_diagnosed,68.1,63.7,72.5,Proportion,"68.1 (63.7, 72.5)",1822,sex,Female,Bihar,East
10,Rural,dm_screened,75.4,71.5,79.2,Proportion,"75.4 (71.5, 79.2)",1741,sex,Male,Bihar,East
10,Rural,dm_diagnosed,68.5,64.3,72.7,Proportion,"68.5 (64.3, 72.7)",1741,sex,Male,Bihar,East
10,Urban,dm_screened,87.6,82.4,92.7,Proportion,"87.6 (82.4, 92.7)",411,sex,Female,Bihar,East
10,Urban,dm_diagnosed,75.1,63.6,86.5,Proportion,"75.1 (63.6, 86.5)",411,sex,Female,Bihar,East
10,Urban,dm_screened,81.1,73.1,89.1,Proportion,"81.1 (73.1, 89.1)",390,sex,Male,Bihar,East
