residence,variable,estimate,lci,uci,type,est_ci,n,stratification,strata
Urban,dm_unscreened,21.7,19,24.5,Proportion,"21.7 (19, 24.5)",4501,wealthq_ur,1
Urban,dm_undiagnosed,35.9,32.7,39.1,Proportion,"35.9 (32.7, 39.1)",4501,wealthq_ur,1
Urban,dm_unscreened,18,16,20.1,Proportion,"18 (16, 20.1)",6255,wealthq_ur,2
Urban,dm_undiagnosed,31.6,29.2,34.1,Proportion,"31.6 (29.2, 34.1)",6255,wealthq_ur,2
Urban,dm_unscreened,14.9,12.8,16.9,Proportion,"14.9 (12.8, 16.9)",7067,wealthq_ur,3
Urban,dm_undiagnosed,27.7,25.4,29.9,Proportion,"27.7 (25.4, 29.9)",7067,wealthq_ur,3
Urban,dm_unscreened,11.1,9.3,12.9,Proportion,"11.1 (9.3, 12.9)",7628,wealthq_ur,4
Urban,dm_undiagnosed,24.4,22.1,26.8,Proportion,"24.4 (22.1, 26.8)",7628,wealthq_ur,4
Urban,dm_unscreened,9.9,8.1,11.8,Proportion,"9.9 (8.1, 11.8)",8458,wealthq_ur,5
Urban,dm_undiagnosed,22.5,20.1,24.9,Proportion,"22.5 (20.1, 24.9)",8458,wealthq_ur,5
Rural,dm_untreated,47.3,45.7,49,Proportion,"47.3 (45.7, 49)",41065,,NA
Rural,dm_uncontrolled,30.7,29.4,31.9,Proportion,"30.7 (29.4, 31.9)",41065,,NA
Rural,highbp,27.5,26.5,28.6,Proportion,"27.5 (26.5, 28.6)",39985,,NA
Urban,dm_untreated,30.6,28.5,32.6,Proportion,"30.6 (28.5, 32.6)",26144,,NA
Urban,dm_uncontrolled,40.4,39,41.9,Proportion,"40.4 (39, 41.9)",26144,,NA
Urban,highbp,33.7,32.5,35,Proportion,"33.7 (32.5, 35)",25418,,NA
Rural,dm_untreated,50,48,52.1,Proportion,"50 (48, 52.1)",21508,sex,Female
Rural,dm_uncontrolled,27.9,26.3,29.5,Proportion,"27.9 (26.3, 29.5)",21508,sex,Female
Rural,highbp,23.7,22.3,25.2,Proportion,"23.7 (22.3, 25.2)",20982,sex,Female
Rural,dm_untreated,43.6,41.7,45.4,Proportion,"43.6 (41.7, 45.4)",19557,sex,Male
Rural,dm_uncontrolled,34.4,32.9,36,Proportion,"34.4 (32.9, 36)",19557,sex,Male
Rural,highbp,32.7,31.3,34.2,Proportion,"32.7 (31.3, 34.2)",19003,sex,Male
Urban,dm_untreated,32,29.5,34.4,Proportion,"32 (29.5, 34.4)",13884,sex,Female
Urban,dm_uncontrolled,39.4,37.6,41.3,Proportion,"39.4 (37.6, 41.3)",13884,sex,Female
Urban,highbp,30.4,28.7,32,Proportion,"30.4 (28.7, 32)",13523,sex,Female
Urban,dm_untreated,28.8,26.7,31,Proportion,"28.8 (26.7, 31)",12260,sex,Male
Urban,dm_uncontrolled,41.7,39.8,43.6,Proportion,"41.7 (39.8, 43.6)",12260,sex,Male
Urban,highbp,38.1,36.4,39.7,Proportion,"38.1 (36.4, 39.7)",11895,sex,Male
Rural,dm_untreated,60.1,57.8,62.5,Proportion,"60.1 (57.8, 62.5)",7122,age_category,18-39
Rural,dm_uncontrolled,22,20.1,23.9,Proportion,"22 (20.1, 23.9)",7122,age_category,18-39
Rural,highbp,18.2,16.4,19.9,Proportion,"18.2 (16.4, 19.9)",6887,age_category,18-39
Rural,dm_untreated,31.4,30.1,32.6,Proportion,"31.4 (30.1, 32.6)",23324,age_category,40-64
Rural,dm_uncontrolled,43.3,42.2,44.3,Proportion,"43.3 (42.2, 44.3)",23324,age_category,40-64
Rural,highbp,38.3,37.4,39.2,Proportion,"38.3 (37.4, 39.2)",22761,age_category,40-64
Rural,dm_untreated,26.4,25,27.8,Proportion,"26.4 (25, 27.8)",10619,age_category,65 plus
Rural,dm_uncontrolled,37.6,36.3,38.9,Proportion,"37.6 (36.3, 38.9)",10619,age_category,65 plus
Rural,highbp,45.3,44,46.6,Proportion,"45.3 (44, 46.6)",10337,age_category,65 plus
Urban,dm_untreated,48.8,45.2,52.4,Proportion,"48.8 (45.2, 52.4)",3507,age_category,18-39
Urban,dm_uncontrolled,30.8,27.9,33.7,Proportion,"30.8 (27.9, 33.7)",3507,age_category,18-39
Urban,highbp,21.8,19.4,24.2,Proportion,"21.8 (19.4, 24.2)",3384,age_category,18-39
Urban,dm_untreated,19.7,18.3,21.1,Proportion,"19.7 (18.3, 21.1)",15570,age_category,40-64
Urban,dm_uncontrolled,48.1,46.8,49.4,Proportion,"48.1 (46.8, 49.4)",15570,age_category,40-64
Urban,highbp,40.1,38.9,41.3,Proportion,"40.1 (38.9, 41.3)",15158,age_category,40-64
Urban,dm_untreated,14.6,13.2,16,Proportion,"14.6 (13.2, 16)",7067,age_category,65 plus
Urban,dm_uncontrolled,42.4,40.7,44.1,Proportion,"42.4 (40.7, 44.1)",7067,age_category,65 plus
Urban,highbp,46.4,44.6,48.2,Proportion,"46.4 (44.6, 48.2)",6876,age_category,65 plus
Rural,dm_untreated,55.5,52.6,58.5,Proportion,"55.5 (52.6, 58.5)",3518,education,Higher
Rural,dm_uncontrolled,25.3,23.1,27.5,Proportion,"25.3 (23.1, 27.5)",3518,education,Higher
Rural,highbp,22.6,20.7,24.6,Proportion,"22.6 (20.7, 24.6)",3426,education,Higher
Rural,dm_untreated,45.6,42.8,48.4,Proportion,"45.6 (42.8, 48.4)",14161,education,No education
Rural,dm_uncontrolled,30.4,28,32.7,Proportion,"30.4 (28, 32.7)",14161,education,No education
Rural,highbp,27,25,29.1,Proportion,"27 (25, 29.1)",13800,education,No education
Rural,dm_untreated,45.9,42.6,49.2,Proportion,"45.9 (42.6, 49.2)",7521,education,Primary
Rural,dm_uncontrolled,31.8,29,34.7,Proportion,"31.8 (29, 34.7)",7521,education,Primary
Rural,highbp,30.4,27.5,33.4,Proportion,"30.4 (27.5, 33.4)",7325,education,Primary
Rural,dm_untreated,47.5,45.7,49.4,Proportion,"47.5 (45.7, 49.4)",15865,education,Secondary
Rural,dm_uncontrolled,31.5,30.1,33,Proportion,"31.5 (30.1, 33)",15865,education,Secondary
Rural,highbp,27.6,26.4,28.8,Proportion,"27.6 (26.4, 28.8)",15434,education,Secondary
Urban,dm_untreated,32.9,30.1,35.7,Proportion,"32.9 (30.1, 35.7)",5155,education,Higher
Urban,dm_uncontrolled,34.2,31.9,36.4,Proportion,"34.2 (31.9, 36.4)",5155,education,Higher
Urban,highbp,30.9,29,32.9,Proportion,"30.9 (29, 32.9)",4971,education,Higher
Urban,dm_untreated,31.9,27.6,36.3,Proportion,"31.9 (27.6, 36.3)",4772,education,No education
Urban,dm_uncontrolled,42.2,38.6,45.8,Proportion,"42.2 (38.6, 45.8)",4772,education,No education
Urban,highbp,34.8,31.4,38.2,Proportion,"34.8 (31.4, 38.2)",4650,education,No education
Urban,dm_untreated,29.9,26,33.8,Proportion,"29.9 (26, 33.8)",4059,education,Primary
Urban,dm_uncontrolled,43,39.3,46.6,Proportion,"43 (39.3, 46.6)",4059,education,Primary
Urban,highbp,37.5,34.2,40.8,Proportion,"37.5 (34.2, 40.8)",3978,education,Primary
Urban,dm_untreated,29.3,27.1,31.5,Proportion,"29.3 (27.1, 31.5)",12158,education,Secondary
Urban,dm_uncontrolled,41.7,39.8,43.5,Proportion,"41.7 (39.8, 43.5)",12158,education,Secondary
Urban,highbp,33.3,31.8,34.8,Proportion,"33.3 (31.8, 34.8)",11819,education,Secondary
Rural,dm_untreated,43.7,41.3,46.2,Proportion,"43.7 (41.3, 46.2)",12186,caste,General
Rural,dm_uncontrolled,31.7,29.7,33.7,Proportion,"31.7 (29.7, 33.7)",12186,caste,General
Rural,highbp,28.6,26.7,30.5,Proportion,"28.6 (26.7, 30.5)",11799,caste,General
Rural,dm_untreated,49,46.4,51.6,Proportion,"49 (46.4, 51.6)",16893,caste,OBC
Rural,dm_uncontrolled,30.1,28.1,32,Proportion,"30.1 (28.1, 32)",16893,caste,OBC
Rural,highbp,27.1,25.4,28.8,Proportion,"27.1 (25.4, 28.8)",16488,caste,OBC
Rural,dm_untreated,48.3,45.6,51,Proportion,"48.3 (45.6, 51)",7397,caste,Schedule Caste
Rural,dm_uncontrolled,31.9,29.7,34.1,Proportion,"31.9 (29.7, 34.1)",7397,caste,Schedule Caste
Rural,highbp,26.8,24.9,28.6,Proportion,"26.8 (24.9, 28.6)",7231,caste,Schedule Caste
Rural,dm_untreated,49.3,45.5,53,Proportion,"49.3 (45.5, 53)",4589,caste,Schedule Tribe
Rural,dm_uncontrolled,24.9,21.9,27.8,Proportion,"24.9 (21.9, 27.8)",4589,caste,Schedule Tribe
Rural,highbp,28.4,25.8,31,Proportion,"28.4 (25.8, 31)",4467,caste,Schedule Tribe
Urban,dm_untreated,27.9,25.3,30.5,Proportion,"27.9 (25.3, 30.5)",9386,caste,General
Urban,dm_uncontrolled,40.3,38,42.6,Proportion,"40.3 (38, 42.6)",9386,caste,General
Urban,highbp,34.8,32.7,37,Proportion,"34.8 (32.7, 37)",9087,caste,General
Urban,dm_untreated,32,29.1,35,Proportion,"32 (29.1, 35)",11152,caste,OBC
Urban,dm_uncontrolled,40.2,38,42.3,Proportion,"40.2 (38, 42.3)",11152,caste,OBC
Urban,highbp,32.9,31.2,34.6,Proportion,"32.9 (31.2, 34.6)",10902,caste,OBC
Urban,dm_untreated,31.9,28.3,35.5,Proportion,"31.9 (28.3, 35.5)",3593,caste,Schedule Caste
Urban,dm_uncontrolled,42.1,39.2,45,Proportion,"42.1 (39.2, 45)",3593,caste,Schedule Caste
Urban,highbp,33.7,31.1,36.2,Proportion,"33.7 (31.1, 36.2)",3521,caste,Schedule Caste
Urban,dm_untreated,36.7,30.3,43.1,Proportion,"36.7 (30.3, 43.1)",2013,caste,Schedule Tribe
Urban,dm_uncontrolled,37.1,31.9,42.3,Proportion,"37.1 (31.9, 42.3)",2013,caste,Schedule Tribe
Urban,highbp,32.8,28,37.6,Proportion,"32.8 (28, 37.6)",1908,caste,Schedule Tribe
Rural,dm_untreated,47.8,45.9,49.6,Proportion,"47.8 (45.9, 49.6)",30989,religion,Hindu
Rural,dm_uncontrolled,29.6,28.2,31,Proportion,"29.6 (28.2, 31)",30989,religion,Hindu
Rural,highbp,27.4,26.2,28.6,Proportion,"27.4 (26.2, 28.6)",30272,religion,Hindu
Rural,dm_untreated,45.8,42.2,49.5,Proportion,"45.8 (42.2, 49.5)",4834,religion,Muslim
Rural,dm_uncontrolled,32.9,29.6,36.3,Proportion,"32.9 (29.6, 36.3)",4834,religion,Muslim
Rural,highbp,25.6,23.1,28,Proportion,"25.6 (23.1, 28)",4617,religion,Muslim
Rural,dm_untreated,44.8,41.3,48.3,Proportion,"44.8 (41.3, 48.3)",5242,religion,Other
Rural,dm_uncontrolled,38,34.3,41.8,Proportion,"38 (34.3, 41.8)",5242,religion,Other
Rural,highbp,31.4,28.2,34.7,Proportion,"31.4 (28.2, 34.7)",5096,religion,Other
Urban,dm_untreated,30.9,28.5,33.3,Proportion,"30.9 (28.5, 33.3)",19322,religion,Hindu
Urban,dm_uncontrolled,40.3,38.6,42,Proportion,"40.3 (38.6, 42)",19322,religion,Hindu
Urban,highbp,34,32.6,35.5,Proportion,"34 (32.6, 35.5)",18883,religion,Hindu
Urban,dm_untreated,29.8,26,33.6,Proportion,"29.8 (26, 33.6)",3699,religion,Muslim
Urban,dm_uncontrolled,40.6,37.4,43.7,Proportion,"40.6 (37.4, 43.7)",3699,religion,Muslim
Urban,highbp,32.1,29.6,34.6,Proportion,"32.1 (29.6, 34.6)",3552,religion,Muslim
Urban,dm_untreated,29.1,24.8,33.3,Proportion,"29.1 (24.8, 33.3)",3123,religion,Other
Urban,dm_uncontrolled,41.4,38,44.9,Proportion,"41.4 (38, 44.9)",3123,religion,Other
Urban,highbp,33.4,30.1,36.7,Proportion,"33.4 (30.1, 36.7)",2983,religion,Other
Rural,dm_untreated,58.6,55.2,62,Proportion,"58.6 (55.2, 62)",3567,wealthq_ur,1
Rural,dm_uncontrolled,20.4,18,22.8,Proportion,"20.4 (18, 22.8)",3567,wealthq_ur,1
Rural,highbp,21.3,19.3,23.3,Proportion,"21.3 (19.3, 23.3)",3489,wealthq_ur,1
Rural,dm_untreated,54.3,51.2,57.5,Proportion,"54.3 (51.2, 57.5)",5312,wealthq_ur,2
Rural,dm_uncontrolled,24.2,21.7,26.7,Proportion,"24.2 (21.7, 26.7)",5312,wealthq_ur,2
Rural,highbp,23,20.9,25.1,Proportion,"23 (20.9, 25.1)",5152,wealthq_ur,2
Rural,dm_untreated,52.5,49.7,55.2,Proportion,"52.5 (49.7, 55.2)",7215,wealthq_ur,3
Rural,dm_uncontrolled,27.2,25,29.4,Proportion,"27.2 (25, 29.4)",7215,wealthq_ur,3
Rural,highbp,27.3,25.3,29.2,Proportion,"27.3 (25.3, 29.2)",7024,wealthq_ur,3
Rural,dm_untreated,44.4,41.6,47.1,Proportion,"44.4 (41.6, 47.1)",9929,wealthq_ur,4
Rural,dm_uncontrolled,31.8,29.6,34,Proportion,"31.8 (29.6, 34)",9929,wealthq_ur,4
Rural,highbp,27.9,25.7,30,Proportion,"27.9 (25.7, 30)",9648,wealthq_ur,4
Rural,dm_untreated,41.8,39.2,44.4,Proportion,"41.8 (39.2, 44.4)",15042,wealthq_ur,5
Rural,dm_uncontrolled,36.1,33.9,38.4,Proportion,"36.1 (33.9, 38.4)",15042,wealthq_ur,5
Rural,highbp,30.4,28.4,32.4,Proportion,"30.4 (28.4, 32.4)",14672,wealthq_ur,5
Urban,dm_untreated,42.5,37.7,47.3,Proportion,"42.5 (37.7, 47.3)",3135,wealthq_ur,1
Urban,dm_uncontrolled,33.5,30.5,36.4,Proportion,"33.5 (30.5, 36.4)",3135,wealthq_ur,1
Urban,highbp,31.9,29.2,34.7,Proportion,"31.9 (29.2, 34.7)",3051,wealthq_ur,1
Urban,dm_untreated,32.6,29.4,35.9,Proportion,"32.6 (29.4, 35.9)",4573,wealthq_ur,2
Urban,dm_uncontrolled,41.4,38.5,44.3,Proportion,"41.4 (38.5, 44.3)",4573,wealthq_ur,2
Urban,highbp,36.5,33.9,39,Proportion,"36.5 (33.9, 39)",4442,wealthq_ur,2
Urban,dm_untreated,27.5,24.6,30.4,Proportion,"27.5 (24.6, 30.4)",5402,wealthq_ur,3
Urban,dm_uncontrolled,42.8,39.9,45.7,Proportion,"42.8 (39.9, 45.7)",5402,wealthq_ur,3
Urban,highbp,32.9,30.3,35.5,Proportion,"32.9 (30.3, 35.5)",5250,wealthq_ur,3
Urban,dm_untreated,29.2,26,32.3,Proportion,"29.2 (26, 32.3)",6063,wealthq_ur,4
Urban,dm_uncontrolled,40.2,37.5,42.9,Proportion,"40.2 (37.5, 42.9)",6063,wealthq_ur,4
Urban,highbp,34.7,32.2,37.2,Proportion,"34.7 (32.2, 37.2)",5896,wealthq_ur,4
Urban,dm_untreated,27.6,24.4,30.8,Proportion,"27.6 (24.4, 30.8)",6971,wealthq_ur,5
Urban,dm_uncontrolled,41.2,38.5,43.9,Proportion,"41.2 (38.5, 43.9)",6971,wealthq_ur,5
Urban,highbp,32.6,30.4,34.8,Proportion,"32.6 (30.4, 34.8)",6779,wealthq_ur,5
NA,dm_unscreened,17,16.1,18,Proportion,"17 (16.1, 18)",48128,sex,Female
NA,dm_undiagnosed,29.1,28.1,30.2,Proportion,"29.1 (28.1, 30.2)",48128,sex,Female
NA,dm_unscreened,20.5,19.6,21.4,Proportion,"20.5 (19.6, 21.4)",45135,sex,Male
NA,dm_undiagnosed,33.9,32.8,35,Proportion,"33.9 (32.8, 35)",45135,sex,Male
NA,dm_unscreened,22.9,21.7,24.2,Proportion,"22.9 (21.7, 24.2)",15743,age_category,18-39
NA,dm_undiagnosed,35.6,34.1,37.1,Proportion,"35.6 (34.1, 37.1)",15743,age_category,18-39
NA,dm_unscreened,15.3,14.9,15.8,Proportion,"15.3 (14.9, 15.8)",54741,age_category,40-64
NA,dm_undiagnosed,28.6,28,29.2,Proportion,"28.6 (28, 29.2)",54741,age_category,40-64
NA,dm_unscreened,10.5,10,11.1,Proportion,"10.5 (10, 11.1)",22779,age_category,65 plus
NA,dm_undiagnosed,21.1,20.3,21.9,Proportion,"21.1 (20.3, 21.9)",22779,age_category,65 plus
NA,dm_unscreened,12.7,11.6,13.8,Proportion,"12.7 (11.6, 13.8)",11190,education,Higher
NA,dm_undiagnosed,25,23.6,26.4,Proportion,"25 (23.6, 26.4)",11190,education,Higher
NA,dm_unscreened,24.2,22.5,25.8,Proportion,"24.2 (22.5, 25.8)",27849,education,No education
NA,dm_undiagnosed,35.7,33.9,37.5,Proportion,"35.7 (33.9, 37.5)",27849,education,No education
NA,dm_unscreened,19.7,18.1,21.3,Proportion,"19.7 (18.1, 21.3)",15978,education,Primary
NA,dm_undiagnosed,33.2,31.3,35.1,Proportion,"33.2 (31.3, 35.1)",15978,education,Primary
NA,dm_unscreened,16.2,15.5,16.9,Proportion,"16.2 (15.5, 16.9)",38246,education,Secondary
NA,dm_undiagnosed,29.4,28.5,30.4,Proportion,"29.4 (28.5, 30.4)",38246,education,Secondary
NA,dm_unscreened,17.6,16.5,18.8,Proportion,"17.6 (16.5, 18.8)",28539,caste,General
NA,dm_undiagnosed,30.1,28.7,31.5,Proportion,"30.1 (28.7, 31.5)",28539,caste,General
NA,dm_unscreened,18,16.9,19,Proportion,"18 (16.9, 19)",38793,caste,OBC
NA,dm_undiagnosed,30.6,29.3,31.8,Proportion,"30.6 (29.3, 31.8)",38793,caste,OBC
NA,dm_unscreened,19.6,18.2,20.9,Proportion,"19.6 (18.2, 20.9)",15870,caste,Schedule Caste
NA,dm_undiagnosed,33.1,31.5,34.7,Proportion,"33.1 (31.5, 34.7)",15870,caste,Schedule Caste
NA,dm_unscreened,27.9,25.7,30.1,Proportion,"27.9 (25.7, 30.1)",10061,caste,Schedule Tribe
NA,dm_undiagnosed,39.7,37.2,42.2,Proportion,"39.7 (37.2, 42.2)",10061,caste,Schedule Tribe
NA,dm_unscreened,19.2,18.4,20,Proportion,"19.2 (18.4, 20)",71100,religion,Hindu
NA,dm_undiagnosed,31.8,30.8,32.8,Proportion,"31.8 (30.8, 32.8)",71100,religion,Hindu
NA,dm_unscreened,18.5,16.8,20.1,Proportion,"18.5 (16.8, 20.1)",11169,religion,Muslim
NA,dm_undiagnosed,30.7,28.8,32.7,Proportion,"30.7 (28.8, 32.7)",11169,religion,Muslim
NA,dm_unscreened,12.2,10.8,13.7,Proportion,"12.2 (10.8, 13.7)",10994,religion,Other
NA,dm_undiagnosed,26.8,24.8,28.9,Proportion,"26.8 (24.8, 28.9)",10994,religion,Other
NA,dm_unscreened,29.4,27.5,31.2,Proportion,"29.4 (27.5, 31.2)",10696,wealthq_ur,1
NA,dm_undiagnosed,39.8,37.8,41.9,Proportion,"39.8 (37.8, 41.9)",10696,wealthq_ur,1
NA,dm_unscreened,23.4,21.8,24.9,Proportion,"23.4 (21.8, 24.9)",14604,wealthq_ur,2
NA,dm_undiagnosed,34.3,32.6,36,Proportion,"34.3 (32.6, 36)",14604,wealthq_ur,2
